----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |      Observed      |        Ritz        |         Rel. |    Aki     | Acc. |          Ei           Ek          |              Lower level              |              Upper level              |  gi   gk  |Type|                     TP  |        Line  |
          |     Wavelength     |     Wavelength     |         Int. |   (s^-1)   |      |         (eV)         (eV)         |---------------------------------------|---------------------------------------|           |    |                    Ref. |        Ref.  |
          |      Air (nm)      |      Air (nm)      |              |            |      |                                   | Conf.                  | Term  | J    | Conf.                  | Term  | J    |           |    |                         |              |
Cr II     |         204.07397  |         204.073935 |           35 |            |      |     2.54317575  -      8.61668025 | 3d5                    | a 4G  | 11/2 | 3d4.(3G).4p            | 4F*   | 9/2  |  12 - 10  |    |                         |      L18847  |
Cr II     |         204.10379  |         204.103828 |           23 |            |      |     2.54406515  -      8.61668025 | 3d5                    | a 4G  | 9/2  | 3d4.(3G).4p            | 4F*   | 9/2  |  10 - 10  |    |                         |      L18847  |
Cr II     |         204.15847  |         204.158470 |           15 |            |      |     2.54317167  -      8.61416169 | 3d5                    | a 4G  | 5/2  | 3d4.(3G).4p            | 4F*   | 5/2  |   6 - 6   |    |                         |      L18847  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr II     |         204.18236  |         204.182362 |           27 |            |      |     2.54388197  -      8.61416169 | 3d5                    | a 4G  | 7/2  | 3d4.(3G).4p            | 4F*   | 5/2  |   8 - 6   |    |                         |      L18847  |
Cr I      |         204.272    |         204.27321  |            8 |            |      |     1.00367492  -      7.071255   | 3d4.4s2                | a 5D  | 3    | 3d4.(3F1).4s.4p.(1P*)  | u 3G* | 4    |   7 - 9   |    |                         |        L808  |
Cr II     |         204.28419  |         204.284455 |            4 |            |      |     6.5775271   -     12.64477353 | 3d3.4s2                | c 4F  | 3/2  | 3d3.(a 2D).4s.4p.(3P*) | s 4F* | 3/2  |   4 - 4   |    |                         |      L18847  |
Cr IV     |         204.291    |                    |         50bl |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |       L1932  |
Cr I      |         204.306    |         204.3082   |           10 |            |      |     1.03000806  -      7.096550   | 3d4.4s2                | a 5D  | 4    |                        | p 5F* | 4    |   9 - 9   |    |                         |        L808  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr II     |         204.32356  |         204.32356  |            6 |            |      |     6.64136865  -     12.7074541  | 3d3.4s2                | c 4F  | 7/2  | 3d3.(a 2D).4s.4p.(3P*) | s 4F* | 7/2  |   8 - 8   |    |                         |      L18847  |
Cr VI     |         204.4777   |         204.473+   |            9 |            |      |    70.95272     -     77.01438    | 3p6.5g                 | 2G    | 7/2  | 3p6.6h                 | 2H*   | 9/2  |   8 - 10  |    |                         |       L2229  |
Cr VI     |         204.4777   |         204.481+   |            9 |            |      |    70.95298     -     77.01438    | 3p6.5g                 | 2G    | 9/2  | 3p6.6h                 | 2H*   | 11/2 |  10 - 12  |    |                         |       L2229  |
Cr VI     |         204.4777   |         204.481+   |            9 |            |      |    70.95298     -     77.01438    | 3p6.5g                 | 2G    | 9/2  | 3p6.6h                 | 2H*   | 9/2  |  10 - 10  |    |                         |       L2229  |
Cr II     |         204.5289   |         204.528650 |            3 |            |      |     4.01158977  -     10.07159328 | 3d5                    | a 2F  | 7/2  | 3d4.(a 1D).4p          | v 2F* | 5/2  |   8 - 6   |    |                         |      L18847  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr II     |         204.533561 |         204.533548 |           37 |            |      |     2.54317575  -      8.60303415 | 3d5                    | a 4G  | 11/2 | 3d4.(3G).4p            | y 4H* | 13/2 |  12 - 14  |    |                         |      L18847  |
Cr II     |         204.59147  |         204.59151  |            4 |            |      |     4.92738497  -     10.9855268  | 3d5                    | c 2F  | 5/2  | 3d3.(4F).4s.4p.(3P*)   | u 2D* | 3/2  |   6 - 4   |    |                         |      L18847  |
Cr II     |         204.70097  |         204.700993 |           10 |            |      |     2.54317167  -      8.59807381 | 3d5                    | a 4G  | 5/2  | 3d4.(a 3P).4p          | 2D*   | 3/2  |   6 - 4   |    |                         |      L18847  |
Cr III    |         204.723    |                    |           80 |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |       L7485  |
Cr II     |         204.84385  |         204.84385  |           18 |            |      |     6.68566396  -     12.7363439  | 3d3.4s2                | c 4F  | 9/2  | 3d3.(a 2D).4s.4p.(3P*) | s 4F* | 9/2  |  10 - 10  |    |                         |      L18847  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         204.931    |         204.9321   |           8* |            |      |     0.96841323  -      7.016489   | 3d4.4s2                | a 5D  | 1    | 3d4.(3D).4s.4p.(3P*)   | v 3P* | 2    |   3 - 5   |    |                         |        L808  |
Cr I      |         204.931    |         204.93352  |           8* |            |      |     1.03000806  -      7.078041   | 3d4.4s2                | a 5D  | 4    | 3d4.(3F1).4s.4p.(1P*)  | u 3G* | 5    |   9 - 11  |    |                         |        L808  |
Cr II     |         205.03375  |         205.033702 |            7 |            |      |     3.90936757  -      9.9544457  | 3d5                    | a 2D  | 3/2  | 3d4.(a 1D).4p          | w 2D* | 3/2  |   4 - 4   |    |                         |      L18847  |
Cr II     |         205.1432   |         205.14322  |            4 |            |      |     6.64136865  -     12.683220   | 3d3.4s2                | c 4F  | 7/2  | 3d3.(a 2D).4s.4p.(3P*) | s 4F* | 5/2  |   8 - 6   |    |                         |      L18847  |
Cr II     |         205.2055   |         205.205752 |            3 |            |      |     6.6047630   -     12.64477353 | 3d3.4s2                | c 4F  | 5/2  | 3d3.(a 2D).4s.4p.(3P*) | s 4F* | 3/2  |   6 - 4   |    |                         |      L18847  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr II     |         205.479437 |         205.479476 |           33 |            |      |     2.54406515  -      8.57603066 | 3d5                    | a 4G  | 9/2  | 3d4.(3G).4p            | y 4H* | 11/2 |  10 - 12  |    |                         |      L18847  |
Cr II     |         205.50074  |         205.500792 |            8 |            |      |     6.80270402  -     12.8340439  | 3d4.(a 3F).4s          | d 4F  | 9/2  | 3d3.(4F).4s.4p.(1P*)   | s 4G* | 11/2 |  10 - 12  |    |                         |      L18847  |
Cr II     |         205.559869 |         205.559868 |         3200 | 1.22e+08   | B+   |     0.00000000  -      6.02960680 | 3d5                    | a 6S  | 5/2  | 3d4.(5D).4p            | z 6P* | 7/2  |   6 - 8   |    |                   T7574 |      L18847  |
Cr IV     |         205.573    |                    |           40 |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |       L1932  |
Cr II     |         205.82678  |         205.82673  |            7 |            |      |     6.68566396  -     12.7074541  | 3d3.4s2                | c 4F  | 9/2  | 3d3.(a 2D).4s.4p.(3P*) | s 4F* | 7/2  |  10 - 8   |    |                         |      L18847  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr II     |         206.10639  |         206.106389 |           21 |            |      |     4.47601845  -     10.48963898 | 3d5                    | a 2G  | 7/2  | 3d4.(1F).4p            | u 2F* | 5/2  |   8 - 6   |    |                         |      L18847  |
Cr II     |         206.157673 |         206.157673 |         2500 | 1.19e+08   | B+   |     0.00000000  -      6.01212477 | 3d5                    | a 6S  | 5/2  | 3d4.(5D).4p            | z 6P* | 5/2  |   6 - 6   |    |                   T7574 |      L18847  |
Cr II     |         206.22787  |         206.227864 |           28 |            |      |     2.54388197  -      8.55396076 | 3d5                    | a 4G  | 7/2  | 3d4.(3G).4p            | y 4H* | 9/2  |   8 - 10  |    |                         |      L18847  |
Cr II     |         206.23416  |         206.234150 |            4 |            |      |     2.54406515  -      8.55396076 | 3d5                    | a 4G  | 9/2  | 3d4.(3G).4p            | y 4H* | 9/2  |  10 - 10  |    |                         |      L18847  |
Cr II     |         206.324135 |         206.324133 |           69 |            |      |     3.10377922  -      9.11105410 | 3d5                    | b 4D  | 7/2  | 3d4.(3D).4p            | w 4D* | 7/2  |   8 - 8   |    |                         |      L18847  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr II     |         206.37972  |         206.379712 |           10 |            |      |     3.10539678  -      9.11105410 | 3d5                    | b 4D  | 5/2  | 3d4.(3D).4p            | w 4D* | 7/2  |   6 - 8   |    |                         |      L18847  |
