------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |     Observed      |       Ritz        |      Rel. |    Aki     | Acc. |         Ei           Ek         |              Lower level              |              Upper level               |  gi   gk  |Type|                 TP  |        Line  |
          |    Wavelength     |    Wavelength     |      Int. |   (s^-1)   |      |        (eV)         (eV)        |---------------------------------------|----------------------------------------|           |    |                Ref. |        Ref.  |
          |     Air (nm)      |     Air (nm)      |           |            |      |                                 | Conf.                 | Term    | J   | Conf.                 | Term    | J    |           |    |                     |              |
Al II     |         836.3469  |         836.348   |        50 | 3.58e+07   | A    |    15.0621275  -     16.544167  | 3s.4d                 | 3D      | 1   | 3s.5f                 | 3F*     | 2    |   3 - 5   |    |          T6298c4,LS |       L4575  |
Al XII    |                   |         842.4     |           | 4.17e+06   | A+   | [1961.0321]    -  [1962.5036]   | 1s.4s                 | 3S      | 1   | 1s.4p                 | 3P*     | 0    |   3 - 1   |    |         T5231c63,LS |              |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al III    |                   |         849.653   |           | 1.80e+06   | A    |    25.041232   -     26.500065  | 2p6.6f                | 2F*     | 7/2 | 2p6.8d                | 2D      | 5/2  |   8 - 6   |    |                 c32 |              |
Al III    |                   |         849.653   |           | 1.89e+06   | A    |    25.041232   -     26.500065  | 2p6.6f                | 2F*     | 5/2 | 2p6.8d                | 2D      | 3/2  |   6 - 4   |    |                 c32 |              |
Al III    |                   |         849.653   |           | 8.99e+04   | A    |    25.041232   -     26.500065  | 2p6.6f                | 2F*     | 5/2 | 2p6.8d                | 2D      | 5/2  |   6 - 6   |    |                 c32 |              |
Al II     |         864.0705  |         864.070   |       100 | 3.00e+07   | A+   |    11.821968   -     13.256460  | 3s.4s                 | 1S      | 0   | 3s.4p                 | 1P*     | 1    |   1 - 3   |    |             c47,u24 |       L4575  |
Al II     |         867.106   |         867.11+   |         5 |            |      |    16.544167   -     17.97363   | 3s.5f                 | 3F*     | 2   | 3s.8g                 | 3G      | 3    |   5 - 7   |    |                     |    L3515c14  |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |         867.121   |         867.110   |     15hfs | 5.52e+06   | C+   |    16.544167   -     17.97363   | 3s.5f                 | 3F*     | 2   | 3s.8g                 | 3G      | 3    |   5 - 7   |    |          T6298c4,LS |   L3515c150  |
Al II     |         867.128   |         867.11+   |        10 |            |      |    16.544167   -     17.97363   | 3s.5f                 | 3F*     | 2   | 3s.8g                 | 3G      | 3    |   5 - 7   |    |                     |    L3515c14  |
Al II     |                   |         867.514   |           | 4.83e+05   | C    |    16.544833   -     17.97363   | 3s.5f                 | 3F*     | 3   | 3s.8g                 | 3G      | 3    |   7 - 7   |    |          T6298c4,LS |              |
Al II     |                   |         867.514   |           | 5.62e+06   | C+   |    16.544833   -     17.97363   | 3s.5f                 | 3F*     | 3   | 3s.8g                 | 3G      | 4    |   7 - 9   |    |          T6298c4,LS |              |
Al II     |                   |         868.041   |           | 5.99e+06   | B    |    16.545700   -     17.97363   | 3s.5f                 | 3F*     | 4   | 3s.8g                 | 3G      | 5    |   9 - 11  |    |          T6298c4,LS |              |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                   |         868.041   |           | 7.34e+03   | E    |    16.545700   -     17.97363   | 3s.5f                 | 3F*     | 4   | 3s.8g                 | 3G      | 3    |   9 - 7   |    |          T6298c4,LS |              |
Al II     |                   |         868.041   |           | 3.75e+05   | C    |    16.545700   -     17.97363   | 3s.5f                 | 3F*     | 4   | 3s.8g                 | 3G      | 4    |   9 - 9   |    |          T6298c4,LS |              |
Al III    |                   |         869.367   |           | 5.66e+06   | A+   |    23.541636   -     24.967387  | 2p6.5f                | 2F*     | 5/2 | 2p6.6d                | 2D      | 3/2  |   6 - 4   |    |                 c32 |              |
Al III    |         869.398   |         869.394   |       4d* | 2.69e+05   | A    |    23.541636   -     24.967343  | 2p6.5f                | 2F*     | 5/2 | 2p6.6d                | 2D      | 5/2  |   6 - 6   |    |                 c32 |        L277  |
Al III    |         869.398   |         869.419   |       4d* | 5.39e+06   | A+   |    23.541676   -     24.967343  | 2p6.5f                | 2F*     | 7/2 | 2p6.6d                | 2D      | 5/2  |   8 - 6   |    |                 c32 |        L277  |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al I      |         877.2866  |         877.2871  |        13 | 6.47e+06   | B+   |     4.0214836  -      5.4343639 | 3s2.3d                | 2D      | 3/2 | 3s2.5f                | 2F*     | 5/2  |   4 - 6   |    |              u36,LS |       L4737  |
Al I      |         877.3896  |         877.3902  |       14* | 6.95e+06   | B+   |     4.0216501  -      5.4343644 | 3s2.3d                | 2D      | 5/2 | 3s2.5f                | 2F*     | 7/2  |   6 - 8   |    |              u36,LS |       L4737  |
Al I      |         877.3896  |         877.3905  |       14* | 4.62e+05   | C+   |     4.0216501  -      5.4343639 | 3s2.3d                | 2D      | 5/2 | 3s2.5f                | 2F*     | 5/2  |   6 - 6   |    |              u36,LS |       L4737  |
Al II     |                   |         880.303   |           | 1.65e+06   | C    |    16.727874   -     18.13591   | 3s.6p                 | 1P*     | 1   | 3s.9d                 | 1D      | 2    |   3 - 5   |    |             T6298c4 |              |
Al I      |         882.8909  |         882.8903  |         8 | 6.72e+05   | C    |     4.0852554  -      5.4891689 | 3s2.4p                | 2P*     | 1/2 | 3s2.7s                | 2S      | 1/2  |   2 - 2   |    |              u36,LS |       L4737  |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al I      |         884.1277  |         884.1265  |        10 | 1.34e+06   | C    |     4.0872183  -      5.4891689 | 3s2.4p                | 2P*     | 3/2 | 3s2.7s                | 2S      | 1/2  |   4 - 2   |    |              u36,LS |       L4737  |
Al I      |         891.2900  |         891.2918  |         7 | 2.28e+05   | C+   |     4.0852554  -      5.4759354 | 3s2.4p                | 2P*     | 1/2 | 3s2.5d                | 2D      | 3/2  |   2 - 4   |    |              u36,LS |       L4737  |
Al II     |                   |         892.234   |           | 6.16e+02   | E    |    16.544167   -     17.933378  | 3s.5f                 | 3F*     | 2   | 3s.8d                 | 3D      | 3    |   5 - 7   |    |          T6298c4,LS |              |
Al II     |                   |         892.256   |           | 3.07e+04   | E    |    16.544167   -     17.933345  | 3s.5f                 | 3F*     | 2   | 3s.8d                 | 3D      | 2    |   5 - 5   |    |          T6298c4,LS |              |
Al II     |                   |         892.270   |           | 2.75e+05   | D    |    16.544167   -     17.93332   | 3s.5f                 | 3F*     | 2   | 3s.8d                 | 3D      | 1    |   5 - 3   |    |          T6298c4,LS |              |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al I      |         892.3555  |         892.3565  |         9 | 2.73e+05   | C+   |     4.0872183  -      5.4762390 | 3s2.4p                | 2P*     | 3/2 | 3s2.5d                | 2D      | 5/2  |   4 - 6   |    |              u36,LS |       L4737  |
Al I      |         892.5504  |         892.5516  |         4 | 4.54e+04   | C    |     4.0872183  -      5.4759354 | 3s2.4p                | 2P*     | 3/2 | 3s2.5d                | 2D      | 3/2  |   4 - 4   |    |              u36,LS |       L4737  |
Al II     |                   |         892.662   |           | 2.19e+04   | E    |    16.544833   -     17.933378  | 3s.5f                 | 3F*     | 3   | 3s.8d                 | 3D      | 3    |   7 - 7   |    |          T6298c4,LS |              |
Al II     |                   |         892.684   |           | 2.45e+05   | D    |    16.544833   -     17.933345  | 3s.5f                 | 3F*     | 3   | 3s.8d                 | 3D      | 2    |   7 - 5   |    |          T6298c4,LS |              |
Al II     |                   |         893.220   |           | 2.52e+05   | C    |    16.545700   -     17.933378  | 3s.5f                 | 3F*     | 4   | 3s.8d                 | 3D      | 3    |   9 - 7   |    |          T6298c4,LS |              |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                   |         894.512   |           | 5.58e+05   | E    |    16.7393898  -     18.12506   | 3s.6p                 | 3P*     | 0   | 3s.9d                 | 3D      | 1    |   1 - 3   |    |          T6298c4,LS |              |
Al II     |                   |         894.785   |           | 7.54e+05   | D    |    16.7398133  -     18.12506   | 3s.6p                 | 3P*     | 1   | 3s.9d                 | 3D      | 2    |   3 - 5   |    |          T6298c4,LS |              |
Al II     |                   |         894.785   |           | 4.18e+05   | E    |    16.7398133  -     18.12506   | 3s.6p                 | 3P*     | 1   | 3s.9d                 | 3D      | 1    |   3 - 3   |    |          T6298c4,LS |              |
Al II     |                   |         895.268   |           | 1.00e+06   | C    |    16.7406100  -     18.12511   | 3s.6p                 | 3P*     | 2   | 3s.9d                 | 3D      | 3    |   5 - 7   |    |          T6298c4,LS |              |
Al II     |                   |         895.300   |           | 2.50e+05   | E    |    16.7406100  -     18.12506   | 3s.6p                 | 3P*     | 2   | 3s.9d                 | 3D      | 2    |   5 - 5   |    |          T6298c4,LS |              |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                   |         895.300   |           | 2.79e+04   | E    |    16.7406100  -     18.12506   | 3s.6p                 | 3P*     | 2   | 3s.9d                 | 3D      | 1    |   5 - 3   |    |          T6298c4,LS |              |
Al I      |         908.9906  |         908.9906  |         5 |            |      |     7.0220847  -      8.3856871 | 3s.3p2                | 2P      | 1/2 | 3s.3p.(3P*).3d        | 2D*     | 3/2  |   2 - 4   |    |                     |       L4737  |
Al II     |                   |         912.614   |           |            |      |    16.3926348  -     17.750823  | 3s.6s                 | 3S      | 1   | 3s.8p                 | 3P*     | 2    |   3 - 5   |    |                     |              |
Al I      |         913.9950  |         913.9948  |         6 |            |      |     7.0330011  -      8.3891377 | 3s.3p2                | 2P      | 3/2 | 3s.3p.(3P*).3d        | 2D*     | 5/2  |   4 - 6   |    |                     |       L4737  |
Al I      |         916.3261  |         916.3264  |         2 |            |      |     7.0330011  -      8.3856871 | 3s.3p2                | 2P      | 3/2 | 3s.3p.(3P*).3d        | 2D*     | 3/2  |   4 - 4   |    |                     |       L4737  |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                   |         919.873   |           | 3.42e+06   | C+   |    16.6035134  -     17.950984  | 3s.5d                 | 1D      | 2   | 3s.8f                 | 1F*     | 3    |   5 - 7   |    |             T6298c4 |              |
Al II     |                   |         928.663   |           | 6.46e+07   | A    |    15.301941   -     16.63666   | 3s.4f                 | 3F*     | 2   | 3s.5g                 | 3G      | 3    |   5 - 7   |    |          T6298c4,LS |              |
Al II     |                   |         928.833   |           | 5.66e+06   | B+   |    15.302185   -     16.63666   | 3s.4f                 | 3F*     | 3   | 3s.5g                 | 3G      | 3    |   7 - 7   |    |          T6298c4,LS |              |
Al II     |                   |         928.833   |           | 6.61e+07   | A    |    15.302185   -     16.63666   | 3s.4f                 | 3F*     | 3   | 3s.5g                 | 3G      | 4    |   7 - 9   |    |          T6298c4,LS |              |
Al II     |                   |         929.084   |           | 8.62e+04   | C+   |    15.302546   -     16.63666   | 3s.4f                 | 3F*     | 4   | 3s.5g                 | 3G      | 3    |   9 - 7   |    |          T6298c4,LS |              |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                   |         929.084   |           | 4.40e+06   | B+   |    15.302546   -     16.63666   | 3s.4f                 | 3F*     | 4   | 3s.5g                 | 3G      | 4    |   9 - 9   |    |          T6298c4,LS |              |
Al II     |                   |         929.084   |           | 7.01e+07   | A    |    15.302546   -     16.63666   | 3s.4f                 | 3F*     | 4   | 3s.5g                 | 3G      | 5    |   9 - 11  |    |          T6298c4,LS |              |
Al II     |                   |         933.172   |           | 7.15e+07   | A    |    15.30839    -     16.63666   | 3s.4f                 | 1F*     | 3   | 3s.5g                 | 1G      | 4    |   7 - 9   |    |             T6298c4 |              |
Al II     |                   |         955.682   |           | 1.91e+06   | C+   |    16.467939   -     17.764921  | 3s.5d                 | 3D      | 3   | 3s.7f                 | 3F*     | 4    |   7 - 9   |    |          T6298c4,LS |              |
Al II     |                   |         956.670   |           | 1.69e+06   | C+   |    16.467928   -     17.763571  | 3s.5d                 | 3D      | 2   | 3s.7f                 | 3F*     | 3    |   5 - 7   |    |          T6298c4,LS |              |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                   |         956.678   |           | 2.12e+05   | D    |    16.467939   -     17.763571  | 3s.5d                 | 3D      | 3   | 3s.7f                 | 3F*     | 3    |   7 - 7   |    |          T6298c4,LS |              |
Al II     |                   |         957.054   |           | 3.87e+05   | B    |    15.30839    -     16.6035134 | 3s.4f                 | 1F*     | 3   | 3s.5d                 | 1D      | 2    |   7 - 5   |    |               T6533 |              |
Al III    |         957.152   |         957.153   |         8 | 5.82e+07   | A+   |    22.122926   -     23.417915  | 2p6.5p                | 2P*     | 1/2 | 2p6.5d                | 2D      | 3/2  |   2 - 4   |    |                 c32 |        L277  |
Al II     |                   |         957.314   |           | 2.96e+05   | D    |    16.467928   -     17.762699  | 3s.5d                 | 3D      | 2   | 3s.7f                 | 3F*     | 2    |   5 - 5   |    |          T6298c4,LS |              |
Al II     |                   |         957.322   |           | 8.36e+03   | E    |    16.467939   -     17.762699  | 3s.5d                 | 3D      | 3   | 3s.7f                 | 3F*     | 2    |   7 - 5   |    |          T6298c4,LS |              |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                   |         957.328   |           | 1.60e+06   | C+   |    16.467947   -     17.762699  | 3s.5d                 | 3D      | 1   | 3s.7f                 | 3F*     | 2    |   3 - 5   |    |          T6298c4,LS |              |
Al III    |                   |         960.545   |           | 1.16e+07   | A+   |    22.127499   -     23.417915  | 2p6.5p                | 2P*     | 3/2 | 2p6.5d                | 2D      | 3/2  |   4 - 4   |    |                 c32 |              |
Al III    |         960.599   |         960.605   |         9 | 6.94e+07   | A+   |    22.127499   -     23.417834  | 2p6.5p                | 2P*     | 3/2 | 2p6.5d                | 2D      | 5/2  |   4 - 6   |    |                 c32 |        L277  |
Al VI     |                   |         968       |           | 5.75e+03   | D    |   159.067      -    160.348     | 2s2.2p3.(4S*).4d      | 3D*     | 2   | 2s.2p4.(2D).3s        | 3D      | 3    |   5 - 7   |    |              u20,LS |              |
Al VI     |                   |         968       |           | 4.59e+04   | C+   |   159.067      -    160.348     | 2s2.2p3.(4S*).4d      | 3D*     | 3   | 2s.2p4.(2D).3s        | 3D      | 3    |   7 - 7   |    |              u20,LS |              |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                   |         981.801   |           | 4.38e+05   | C    |    16.4624522  -     17.724930  | 3s.6s                 | 1S      | 0   | 3s.8p                 | 1P*     | 1    |   1 - 3   |    |             T6298c4 |              |
Al II     |                   |         987.357   |           | 2.01e+06   | B    |    15.472500   -     16.727874  | 3s.4d                 | 1D      | 2   | 3s.6p                 | 1P*     | 1    |   5 - 3   |    |               T6533 |              |
Al XIII   |                   |         989.39    |           |            |      | (1727.73640)   -  (1728.98920)  | 2s                    | 2S      | 1/2 | 2p                    | 2P*     | 3/2  |   2 - 4   |    |                     |              |
Al XI     |                   |        1000       |           | 7.37e+06   | AA   |   374.40       -    375.63      | 1s2.5s                | 2S      | 1/2 | 1s2.5p                | 2P*     | 3/2  |   2 - 4   |    |               T7164 |              |
Al XI     |                   |        1000       |           | 7.37e+06   | AA   |   374.40       -    375.63      | 1s2.5s                | 2S      | 1/2 | 1s2.5p                | 2P*     | 1/2  |   2 - 2   |    |               T7164 |              |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                   |        1007.635   |           | 1.36e+07   | A    |    11.846618   -     13.076729  | 3s.3d                 | 3D      | 3   | 3s.4p                 | 3P*     | 2    |   7 - 5   |    |                 c47 |              |
Al II     |                   |        1007.746   |           | 2.43e+06   | A    |    11.846753   -     13.076729  | 3s.3d                 | 3D      | 2   | 3s.4p                 | 3P*     | 2    |   5 - 5   |    |                 c47 |              |
Al II     |                   |        1007.840   |           | 1.62e+05   | B+   |    11.846869   -     13.076729  | 3s.3d                 | 3D      | 1   | 3s.4p                 | 3P*     | 2    |   3 - 5   |    |                 c47 |              |
Al II     |                   |        1010.744   |           | 1.21e+07   | A    |    11.846753   -     13.073080  | 3s.3d                 | 3D      | 2   | 3s.4p                 | 3P*     | 1    |   5 - 3   |    |                 c47 |              |
Al II     |                   |        1010.839   |           | 4.02e+06   | A    |    11.846869   -     13.073080  | 3s.3d                 | 3D      | 1   | 3s.4p                 | 3P*     | 1    |   3 - 3   |    |                 c47 |              |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                   |        1012.270   |           | 1.60e+07   | A    |    11.846869   -     13.071346  | 3s.3d                 | 3D      | 1   | 3s.4p                 | 3P*     | 0    |   3 - 1   |    |                 c47 |              |
Al II     |                   |        1013.630   |           | 2.63e+06   | C+   |    16.727874   -     17.950709  | 3s.6p                 | 1P*     | 1   | 3s.8d                 | 1D      | 2    |   3 - 5   |    |             T6298c4 |              |
Al II     |                   |        1038.168   |           | 9.52e+05   | C    |    16.7393898  -     17.93332   | 3s.6p                 | 3P*     | 0   | 3s.8d                 | 3D      | 1    |   1 - 3   |    |          T6298c4,LS |              |
Al II     |                   |        1038.517   |           | 1.29e+06   | C+   |    16.7398133  -     17.933345  | 3s.6p                 | 3P*     | 1   | 3s.8d                 | 3D      | 2    |   3 - 5   |    |          T6298c4,LS |              |
Al II     |                   |        1038.536   |           | 7.17e+05   | C    |    16.7398133  -     17.93332   | 3s.6p                 | 3P*     | 1   | 3s.8d                 | 3D      | 1    |   3 - 3   |    |          T6298c4,LS |              |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                   |        1039.181   |           | 1.71e+06   | C+   |    16.7406100  -     17.933378  | 3s.6p                 | 3P*     | 2   | 3s.8d                 | 3D      | 3    |   5 - 7   |    |          T6298c4,LS |              |
Al II     |                   |        1039.211   |           | 4.28e+05   | C    |    16.7406100  -     17.933345  | 3s.6p                 | 3P*     | 2   | 3s.8d                 | 3D      | 2    |   5 - 5   |    |          T6298c4,LS |              |
Al II     |                   |        1039.230   |           | 4.75e+04   | E    |    16.7406100  -     17.93332   | 3s.6p                 | 3P*     | 2   | 3s.8d                 | 3D      | 1    |   5 - 3   |    |          T6298c4,LS |              |
Al II     |                   |        1050.677   |           | 3.72e+05   | E    |    16.7393898  -     17.919107  | 3s.6p                 | 3P*     | 0   | 3s.9s                 | 3S      | 1    |   1 - 3   |    |          T6298c4,LS |              |
Al II     |                   |        1051.054   |           | 1.12e+06   | D    |    16.7398133  -     17.919107  | 3s.6p                 | 3P*     | 1   | 3s.9s                 | 3S      | 1    |   3 - 3   |    |          T6298c4,LS |              |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                   |        1051.765   |           | 1.86e+06   | C    |    16.7406100  -     17.919107  | 3s.6p                 | 3P*     | 2   | 3s.9s                 | 3S      | 1    |   5 - 3   |    |          T6298c4,LS |              |
Al II     |                   |        1061.969   |           | 8.74e+06   | B    |    16.544167   -     17.71134   | 3s.5f                 | 3F*     | 2   | 3s.7g                 | 3G      | 3    |   5 - 7   |    |          T6298c4,LS |              |
Al II     |                   |        1062.575   |           | 8.91e+06   | B    |    16.544833   -     17.71134   | 3s.5f                 | 3F*     | 3   | 3s.7g                 | 3G      | 4    |   7 - 9   |    |          T6298c4,LS |              |
Al II     |                   |        1062.575   |           | 7.62e+05   | C+   |    16.544833   -     17.71134   | 3s.5f                 | 3F*     | 3   | 3s.7g                 | 3G      | 3    |   7 - 7   |    |          T6298c4,LS |              |
Al II     |                   |        1063.033   |           | 2.25e+06   | B    |    15.301941   -     16.467947  | 3s.4f                 | 3F*     | 2   | 3s.5d                 | 3D      | 1    |   5 - 3   |    |          T6298c4,LS |              |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                   |        1063.040   |           | 5.06e+03   | D    |    15.301941   -     16.467939  | 3s.4f                 | 3F*     | 2   | 3s.5d                 | 3D      | 3    |   5 - 7   |    |          T6298c4,LS |              |
Al II     |                   |        1063.050   |           | 2.51e+05   | C+   |    15.301941   -     16.467928  | 3s.4f                 | 3F*     | 2   | 3s.5d                 | 3D      | 2    |   5 - 5   |    |          T6298c4,LS |              |
Al II     |                   |        1063.262   |           | 1.79e+05   | C+   |    15.302185   -     16.467939  | 3s.4f                 | 3F*     | 3   | 3s.5d                 | 3D      | 3    |   7 - 7   |    |          T6298c4,LS |              |
Al II     |                   |        1063.273   |           | 2.00e+06   | B    |    15.302185   -     16.467928  | 3s.4f                 | 3F*     | 3   | 3s.5d                 | 3D      | 2    |   7 - 5   |    |          T6298c4,LS |              |
Al II     |                   |        1063.365   |           | 1.16e+04   | E    |    16.545700   -     17.71134   | 3s.5f                 | 3F*     | 4   | 3s.7g                 | 3G      | 3    |   9 - 7   |    |          T6298c4,LS |              |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                   |        1063.365   |           | 5.95e+05   | C+   |    16.545700   -     17.71134   | 3s.5f                 | 3F*     | 4   | 3s.7g                 | 3G      | 4    |   9 - 9   |    |          T6298c4,LS |              |
Al II     |                   |        1063.365   |           | 9.50e+06   | B    |    16.545700   -     17.71134   | 3s.5f                 | 3F*     | 4   | 3s.7g                 | 3G      | 5    |   9 - 11  |    |          T6298c4,LS |              |
Al II     |                   |        1063.592   |           | 2.07e+06   | B    |    15.302546   -     16.467939  | 3s.4f                 | 3F*     | 4   | 3s.5d                 | 3D      | 3    |   9 - 7   |    |          T6298c4,LS |              |
Al I      |        1076.8363  |        1076.8345  |         8 | 1.37e+05   | C+   |     4.0852554  -      5.2363166 | 3s2.4p                | 2P*     | 1/2 | 3s2.4d                | 2D      | 3/2  |   2 - 4   |    |              u36,LS |       L4737  |
Al I      |        1078.2046  |        1078.2039  |         9 | 1.64e+05   | C+   |     4.0872183  -      5.2368176 | 3s2.4p                | 2P*     | 3/2 | 3s2.4d                | 2D      | 5/2  |   4 - 6   |    |              u36,LS |       L4737  |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al I      |        1078.6770  |        1078.6740  |         4 | 2.73e+04   | C    |     4.0872183  -      5.2363166 | 3s2.4p                | 2P*     | 3/2 | 3s2.4d                | 2D      | 3/2  |   4 - 4   |    |              u36,LS |       L4737  |
Al XII    |                   |        1084.7     |           | 2.00e+06   | A+   | [1962.5274]    -  [1963.6701]   | 1s.4s                 | 1S      | 0   | 1s.4p                 | 1P*     | 1    |   1 - 3   |    |            T5231c63 |              |
Al I      |        1087.2975  |        1087.2966  |        10 | 1.33e+06   | C+   |     4.0852554  -      5.2252410 | 3s2.4p                | 2P*     | 1/2 | 3s2.6s                | 2S      | 1/2  |   2 - 2   |    |              u36,LS |       L4737  |
Al I      |        1089.1733  |        1089.1720  |        11 | 2.64e+06   | B    |     4.0872183  -      5.2252410 | 3s2.4p                | 2P*     | 3/2 | 3s2.6s                | 2S      | 1/2  |   4 - 2   |    |              u36,LS |       L4737  |
Al II     |                   |        1090.235   |           | 9.82e+06   | B    |    16.574428   -     17.71134   | 3s.5f                 | 1F*     | 3   | 3s.7g                 | 1G      | 4    |   7 - 9   |    |             T6298c4 |              |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                   |        1105.301   |           | 5.32e+05   | C    |    16.6035134  -     17.724930  | 3s.5d                 | 1D      | 2   | 3s.8p                 | 1P*     | 1    |   5 - 3   |    |             T6298c4 |              |
Al II     |                   |        1119.264   |           | 1.23e+06   | C    |    17.17446    -     18.28189   | 3s.6f                 | 3F*     | 2   | 3s.10g                | 3G      | 3    |   5 - 7   |    |          T6298c4,LS |              |
Al II     |                   |        1119.731   |           | 1.17e+03   | E    |    16.544167   -     17.651132  | 3s.5f                 | 3F*     | 2   | 3s.7d                 | 3D      | 3    |   5 - 7   |    |          T6298c4,LS |              |
Al II     |                   |        1119.768   |           | 5.80e+04   | D    |    16.544167   -     17.651096  | 3s.5f                 | 3F*     | 2   | 3s.7d                 | 3D      | 2    |   5 - 5   |    |          T6298c4,LS |              |
Al II     |                   |        1119.786   |           | 5.21e+05   | C    |    16.544167   -     17.651077  | 3s.5f                 | 3F*     | 2   | 3s.7d                 | 3D      | 1    |   5 - 3   |    |          T6298c4,LS |              |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                   |        1119.829   |           | 3.09e+05   | C    |    16.574428   -     17.681296  | 3s.5f                 | 1F*     | 3   | 3s.7d                 | 1D      | 2    |   7 - 5   |    |             T6298c4 |              |
Al II     |                   |        1120.405   |           | 4.14e+04   | D    |    16.544833   -     17.651132  | 3s.5f                 | 3F*     | 3   | 3s.7d                 | 3D      | 3    |   7 - 7   |    |          T6298c4,LS |              |
Al II     |                   |        1120.441   |           | 4.62e+05   | C    |    16.544833   -     17.651096  | 3s.5f                 | 3F*     | 3   | 3s.7d                 | 3D      | 2    |   7 - 5   |    |          T6298c4,LS |              |
Al II     |                   |        1121.283   |           | 4.77e+05   | C+   |    16.545700   -     17.651132  | 3s.5f                 | 3F*     | 4   | 3s.7d                 | 3D      | 3    |   9 - 7   |    |          T6298c4,LS |              |
Al II     |                   |        1121.461   |           | 1.07e+05   | E    |    17.17663    -     18.28189   | 3s.6f                 | 3F*     | 3   | 3s.10g                | 3G      | 3    |   7 - 7   |    |          T6298c4,LS |              |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                   |        1121.461   |           | 1.25e+06   | C+   |    17.17663    -     18.28189   | 3s.6f                 | 3F*     | 3   | 3s.10g                | 3G      | 4    |   7 - 9   |    |          T6298c4,LS |              |
Al II     |                   |        1124.349   |           | 1.32e+06   | C+   |    17.17947    -     18.28189   | 3s.6f                 | 3F*     | 4   | 3s.10g                | 3G      | 5    |   9 - 11  |    |          T6298c4,LS |              |
Al II     |                   |        1124.349   |           | 1.62e+03   | E    |    17.17947    -     18.28189   | 3s.6f                 | 3F*     | 4   | 3s.10g                | 3G      | 3    |   9 - 7   |    |          T6298c4,LS |              |
Al II     |                   |        1124.349   |           | 8.28e+04   | E    |    17.17947    -     18.28189   | 3s.6f                 | 3F*     | 4   | 3s.10g                | 3G      | 4    |   9 - 9   |    |          T6298c4,LS |              |
Al II     |        1124.8499  |        1124.849   |        16 | 3.41e+07   | A    |    15.472500   -     16.574428  | 3s.4d                 | 1D      | 2   | 3s.5f                 | 1F*     | 3    |   5 - 7   |    |               T6533 |       L6693  |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al I      |        1125.3189  |        1125.3189  |       630 | 1.30e+07   | A    |     4.0214836  -      5.1229514 | 3s2.3d                | 2D      | 3/2 | 3s2.4f                | 2F*     | 5/2  |   4 - 6   |    |              u36,LS |       L6693  |
Al I      |        1125.4926  |        1125.4881  |     440d* | 1.39e+07   | A    |     4.0216501  -      5.1229524 | 3s2.3d                | 2D      | 5/2 | 3s2.4f                | 2F*     | 7/2  |   6 - 8   |    |              u36,LS |       L6693  |
Al I      |        1125.4926  |        1125.4891  |     440d* | 9.26e+05   | B    |     4.0216501  -      5.1229514 | 3s2.3d                | 2D      | 5/2 | 3s2.4f                | 2F*     | 5/2  |   6 - 6   |    |              u36,LS |       L6693  |
