-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |      Observed      |   Unc.    |        Ritz        |   Unc.    |            Rel. |    Aki     | Acc. |           Ei           Ek           |             Lower level              |               Upper level               |  gi   gk  |   Type|         TP  |            Line  |
          |     Wavelength     |    (nm)   |     Wavelength     |    (nm)   |            Int. |   (s^-1)   |      |          (eV)         (eV)          |--------------------------------------|-----------------------------------------|           |       |        Ref. |            Ref.  |
          |      Air (nm)      |           |      Air (nm)      |           |                 |            |      |                                     | Conf.                 | Term  | J    | Conf.                 | Term     | J    |           |       |             |                  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V II      |         262.25500  |  0.00009  |         262.25510  |  0.00006  |            3600 | 1.2e+08    | D    |     5.81236819   -     10.5385763   | 3d3.(4P).4p           | z 5P* | 2    | 3d3.(4P).4d           | 5P       | 3    |   5 - 7   |       |       T9770 |          L18516  |
V II      |         262.271319 |  0.000017 |         262.271325 |  0.000009 |           78000 |            |      |     4.33283069   -      9.05874640  | 3d3.(4F).4p           | z 5G* | 4    | 3d3.(4F).4d           | 5G       | 4    |   9 - 9   |       |             |          L18516  |
V IV      |         262.3483   |  0.0010   |         262.348+   |  0.010    |              15 |            |      |    28.11916      -     32.84369     | 3p6.3d.4d             | 3P    | 2    | 3p6.3d.4f             | 1F*      | 3    |   5 - 7   |       |             |            L147  |
V II      |         262.36599  |  0.00006  |         262.36603  |  0.00004  |            8700 | 2.0e+08    | D+   |     5.8342402    -     10.5584501   | 3d3.(2G).4p           | z 3H* | 4    | 3d3.(2G).4d           | 3H       | 4    |   9 - 9   |       |       T9770 |          L18516  |
V II      |         262.37921  |  0.00008  |         262.379133 |  0.000021 |            2800 | 5.5e+06    | D+   |     1.80472252   -      6.5286965   | 3d4                   | a 3G  | 4    | 3d3.(2D2).4p          | x 3F*    | 4    |   9 - 9   |       |       T9770 |          L18516  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V IV      |         262.4213   |  0.0010   |         262.420+   |  0.010    |              50 | 1.1e+08    | D    |    26.94797      -     31.67121     | 3p6.3d.4d             | 3D    | 3    | 3p6.3d.5p             | 3D*      | 3    |   7 - 7   |       |       T2757 |     L147,L11926  |
V II      |         262.484227 |  0.000016 |         262.484265 |  0.000009 |           54000 |            |      |     4.36339842   -      9.08548048  | 3d3.(4F).4p           | z 5G* | 5    | 3d3.(4F).4d           | 5F       | 4    |  11 - 9   |       |             |          L18516  |
V II      |         262.501    |  0.005    |         262.497319 |  0.000021 |         1100H?* |            |      |     4.65326733   -      9.3751146   | 3d3.(4F).4p           | z 5D* | 4    | 3d3.(4F).4d           | 3G       | 4    |   9 - 9   |       |             |       L8201c179  |
V II      |         262.501    |  0.005    |         262.49889  |  0.00004  |         1100H?* |            |      |     5.8342402    -     10.5560592   | 3d3.(2G).4p           | z 3H* | 4    | 3d3.(2G).4d           | 3G       | 5    |   9 - 11  |       |             |       L8201c179  |
V II      |         262.501    |  0.005    |         262.503658 |  0.000021 |         1100H?* |            |      |     1.12799448   -      5.8497277   | 3d3.(4F).4s           | a 3F  | 4    | 3d3.(4P).4p           | y 5D*    | 3    |   9 - 7   |       |             |       L8201c179  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V II      |         262.7318   |  0.0020   |         262.732820 |  0.000016 |             270 |            |      |     1.07126861   -      5.7888836   | 3d3.(4F).4s           | a 3F  | 2    | 3d3.(4P).4p           | y 5D*    | 1    |   5 - 3   |       |             |       L8201c179  |
V II      |         262.80581  |  0.00006  |         262.80585  |  0.00003  |            6600 | 1.4e+08    | D+   |     4.59252095   -      9.3088252   | 3d3.(4F).4p           | z 3D* | 2    | 3d3.(4F).4d           | 3P       | 1    |   5 - 3   |       |       T9770 |          L18516  |
V IV      |         262.8090   |  0.0010   |         262.811+   |  0.010    |              20 | 8.6e+07    | D    |    26.91796      -     31.63417     | 3p6.3d.4d             | 3D    | 2    | 3p6.3d.5p             | 3D*      | 2    |   5 - 5   |       |       T2757 |            L147  |
V II      |         262.870728 |  0.000016 |         262.870729 |  0.000010 |           95000 |            |      |     4.36339842   -      9.07853864  | 3d3.(4F).4p           | z 5G* | 5    | 3d3.(4F).4d           | 5G       | 5    |  11 - 11  |       |             |          L18516  |
V II      |         262.967574 |  0.000016 |         262.967571 |  0.000012 |          170000 | 1.8e+08    | D+   |     4.39940639   -      9.11281028  | 3d3.(4F).4p           | z 5G* | 6    | 3d3.(4F).4d           | 5G       | 6    |  13 - 13  |       |       T9770 |          L18516  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V II      |         263.04616  |  0.00005  |         263.04623  |  0.00003  |           11000 | 1.8e+08    | D+   |     5.86409484   -     10.5760893   | 3d3.(2G).4p           | z 3H* | 5    | 3d3.(2G).4d           | 3H       | 5    |  11 - 11  |       |       T9770 |          L18516  |
V II      |         263.066416 |  0.000023 |         263.066430 |  0.000017 |           37000 | 8.7e+07    | B    |     1.81706382   -      6.5286965   | 3d4                   | a 3G  | 5    | 3d3.(2D2).4p          | x 3F*    | 4    |  11 - 9   |       |       T9770 |          L18516  |
V II      |         263.11481  |  0.00020  |         263.11476  |  0.00008  |            5300 |            |      |     4.58179723   -      9.2925645   | 3d3.(4F).4p           | z 5F* | 1    | 3d3.(4F).4d           | 3P       | 0    |   3 - 1   |       |             |          L18516  |
V II      |         263.1237   |  0.0008   |         263.12322  |  0.00007  |            1200 |            |      |     5.8336906    -     10.5443065   | 3d3.(4P).4p           | z 5P* | 3    | 3d3.(4P).4d           | 5P       | 2    |   7 - 5   |       |             |      L10089c179  |
V II      |         263.1488   |  0.0007   |         263.148689 |  0.000021 |            1000 |            |      |     1.47643597   -      6.18659594  | 3d4                   | a 3P2 | 2    | 3d3.(2P).4p           | z 1D*    | 2    |   5 - 5   |       |             |          L18516  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V I       |         263.2298   |  0.0002   |         263.229773 |  0.000021 |            8100 |            |      |     0.01703332   -      4.72574249† | 3d3.4s2               | a 4F  | 5/2  | 3d4.(3P2).4p          | t 4D*    | 7/2  |   6 - 8   |       |             |          L15916  |
V I       |         263.240    |  0.002    |         263.23966  |  0.00006  |           13000 |            |      |     0.06855768   -      4.7770900   | 3d3.4s2               | a 4F  | 9/2  | 3d3.(2H).4s.4p.(3P*)  | u 2G*    | 9/2  |  10 - 10  |       |             |          L14162  |
V II      |         263.328    |  0.005    |         263.32597  |  0.00004  |           920H? |            |      |     3.3277047    -      8.0346939   | 3d4                   | a 1F  | 3    | 3d3.(2F).4p           | v 3D*    | 2    |   7 - 5   |       |             |       L8201c179  |
V I       |         263.3588   |  0.0003   |         263.358803 |  0.000021 |           12000 |            |      |     0.00000000   -      4.70640232  | 3d3.4s2               | a 4F  | 3/2  | 3d4.(3P2).4p          | t 4D*    | 5/2  |   4 - 6   |       |             |          L15916  |
V XVIII   |                    |           |         263.36     |  0.10     |                 | 9.21e+02   | E    |     0.0000       -      4.706       | 2s2.2p2               | 3P    | 0    | 2s2.2p2               | 3P       | 1    |   1 - 3   | M1    |       T3941 |                  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V II      |         263.4438   |  0.0003   |         263.44370  |  0.00006  |             700 |            |      |     5.8336906    -     10.5385763   | 3d3.(4P).4p           | z 5P* | 3    | 3d3.(4P).4d           | 5P       | 3    |   7 - 7   |       |             |          L18516  |
V II      |         263.5144   |  0.0008   |         263.51297  |  0.00007  |             910 |            |      |     5.8406574    -     10.5443065   | 3d3.(4P).4p           | z 3P* | 1    | 3d3.(4P).4d           | 5P       | 2    |   3 - 5   |       |             |      L10089c179  |
V II      |         263.539141 |  0.000017 |         263.539124 |  0.000010 |           44000 |            |      |     4.39940639   -      9.10258865  | 3d3.(4F).4p           | z 5G* | 6    | 3d3.(4F).4d           | 5F       | 5    |  13 - 11  |       |             |          L18516  |
V II      |         263.56355  |  0.00010  |         263.563515 |  0.000017 |            2200 |            |      |     1.79302840   -      6.4957754   | 3d4                   | a 3G  | 3    | 3d3.(2D2).4p          | x 3F*    | 3    |   7 - 7   |       |             |          L18516  |
V II      |         263.5954   |  0.0016   |         263.594324 |  0.000021 |           3900h |            |      |     4.28896599   -      8.9911634   | 3d3.(4F).4p           | z 5G* | 2    | 3d3.(4F).4d           | e 5P     | 1    |   5 - 3   |       |             |      L10089c179  |
