------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |    Observed    |  Unc.   |      Ritz      |  Unc.   |           Rel. |    Aki     | Acc. |       Ei           Ek       |          Lower level           |           Upper level           |  gi   gk  |Type|    TP  |        Line  |
          |   Wavelength   |   (nm)  |   Wavelength   |   (nm)  |           Int. |   (s^-1)   |      |      (eV)         (eV)      |--------------------------------|---------------------------------|           |    |   Ref. |        Ref.  |
          |    Air (nm)    |         |    Air (nm)    |         |                |            |      |                             | Conf.           | Term   | J   | Conf.           | Term    | J   |           |    |        |              |
Nb II     |       244.214  |  0.010  |                |         |             40 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb II     |       244.268  |  0.010  |                |         |             28 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb IV     |       244.6299 |  0.0005 |       244.6295 |  0.0005 |         200000 | 2.9e+07    | C    |  22.297137   -   27.363845  | 4d.4f           | 1G*    | 4   | 4d.6d           | 1F      | 3   |   9 - 7   |    |  T2192 |      L12094  |
Nb III    |       244.645  |  0.010  |                |         |             60 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3603  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb II     |       245.187  |  0.010  |                |         |             65 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb II     |       245.395  |  0.010  |                |         |             65 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb III    |       245.699  |  0.010  |                |         |            100 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3603  |
Nb II     |       245.809  |  0.010  |                |         |             55 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb III    |       246.034  |  0.010  |                |         |             50 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3603  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb III    |       246.045  |  0.010  |                |         |             50 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3603  |
Nb IV     |       246.1825 |  0.0005 |       246.1827 |  0.0007 |         200000 | 2.5e+08    | C+   |  23.851097   -   28.885841  | 4d.4f           | 1H*    | 5   | 4d.(2D<3/2>).5g | 2[11/2] | 6   |  11 - 13  |    |  T2192 |      L12094  |
Nb I      |       246.289  |  0.010  |                |         |             65 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb III    |       246.372  |  0.010  |                |         |             50 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3603  |
Nb I      |       246.673  |  0.010  |                |         |             35 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb III    |       246.872  |  0.010  |                |         |             80 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3603  |
Nb I      |       246.908  |  0.010  |                |         |             55 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb III    |       246.939  |  0.010  |                |         |             60 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3603  |
Nb IV     |       247.2906 |  0.0005 |       247.2909 |  0.0005 |         400000 | 3.4e+06    | D    |   7.261343   -   12.273527  | 4d.5s           | 1D     | 2   | 4d.5p           | 3D*     | 1   |   5 - 3   |    |  T2192 |      L12094  |
Nb III    |       247.587  |  0.010  |                |         |             80 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3603  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb IV     |       247.6831 |  0.0005 |       247.6832 |  0.0005 |         100000 | 3.7e+07    | C+   |  22.657731   -   27.661977  | 4d.4f           | 3H*    | 6   | 4d.6d           | 3G      | 5   |  13 - 11  |    |  T2192 |      L12094  |
Nb II     |       247.738  |  0.010  |                |         |            110 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb IV     |       247.7668 |  0.0005 |       247.7668 |  0.0005 |          60000 | 2.8e+07    | C    |  22.586240   -   27.5887962 | 4d.4f           | 3F*    | 4   | 4d.6d           | 3D      | 3   |   9 - 7   |    |  T2192 |      L12094  |
Nb II     |       247.829  |  0.010  |                |         |             65 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb II     |       247.994  |  0.010  |                |         |             65 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb II     |       248.388  |  0.010  |                |         |             35 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb III    |       248.602  |  0.010  |                |         |             50 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3603  |
Nb III    |       248.874  |  0.010  |                |         |             60 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3603  |
Nb III    |       249.302  |  0.010  |                |         |             60 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3603  |
Nb IV     |       249.7528 |  0.0005 |       249.7530 |  0.0005 |          75000 | 3.4e+07    | C    |  22.473948   -   27.4367246 | 4d.4f           | 3H*    | 4   | 4d.6d           | 3G      | 3   |   9 - 7   |    |  T2192 |      L12094  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb III    |       249.973  |  0.010  |                |         |            100 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3603  |
Nb IV     |       250.0904 |  0.0005 |       250.0909 |  0.0005 |          45000 | 3.5e+07    | C+   |  22.541495   -   27.497567  | 4d.4f           | 3H*    | 5   | 4d.6d           | 3G      | 4   |  11 - 9   |    |  T2192 |      L12094  |
Nb I      |       250.465  |  0.010  |                |         |            110 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb III    |       250.853  |  0.010  |                |         |             60 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3603  |
Nb IV     |       250.9673 |  0.0005 |       250.9680 |  0.0005 |          65000 | 3.0e+07    | C    |  22.507593   -   27.446345  | 4d.4f           | 3F*    | 3   | 4d.6d           | 3D      | 2   |   7 - 5   |    |  T2192 |      L12094  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb II     |       251.100  |  0.010  |                |         |            110 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb III    |       251.195  |  0.010  |                |         |             50 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3603  |
Nb II     |       252.140  |  0.010  |                |         |            110 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb IV     |       252.3169 |  0.0005 |       252.3165 |  0.0006 |          50000 | 3.0e+07    | D+   |  22.462394   -   27.3747524 | 4d.4f           | 3F*    | 2   | 4d.6d           | 3D      | 1   |   5 - 3   |    |  T2192 |      L12094  |
Nb II     |       254.480  |  0.010  |                |         |            390 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb III    |       254.564  |  0.010  |                |         |            100 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3603  |
Nb II     |       255.138  |  0.010  |                |         |            110 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb II     |       255.694  |  0.010  |                |         |            130 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb III    |       255.794  |  0.010  |                |         |             80 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3603  |
