---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |     Observed     |       Ritz       |  Rel. |     Aki     | Acc. |         Ei           Ek         |             Lower level             |             Upper level              |  gi   gk  |Type|               TP  |          Line  |
          |    Wavelength    |    Wavelength    |  Int. |   (s^-1)    |      |        (eV)         (eV)        |-------------------------------------|--------------------------------------|           |    |              Ref. |          Ref.  |
          |     Air (nm)     |     Air (nm)     |       |             |      |                                 | Conf.                | Term  | J    | Conf.                 | Term  | J    |           |    |                   |                |
O III     |        326.098   |        326.0857  |   200 | 1.68e+08    | C+   |   36.451709    -    40.252809   | 2s2.2p.(2P*).3p      | 3D    | 2    | 2s2.2p.(2P*).3d       | 3F*   | 3    |   5 - 7   |    |    T5376,T5791,LS |         L3467  |
O IV      |                  |        326.341   |       | 8.00e+06    | B    |   75.2061      -    79.0042     | 2p2.(3P).3p          | 4P*   | 3/2  | 2p2.(3P).3d           | 4P    | 3/2  |   4 - 4   |    |           T5109LS |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O V       |                  |        326.354   |       | 1.86e+06    | B    |   83.98051     -    87.77848    | 1s2.2p.(2P*<1/2>).3p | 3D    | 2    | 1s2.2p.(2P*<3/2>).3d  | 3P*   | 2    |   5 - 5   |    |            T3843n |                |
O III     |        326.546   |        326.5329  |   300 | 1.88e+08    | C+   |   36.479011    -    40.274906   | 2s2.2p.(2P*).3p      | 3D    | 3    | 2s2.2p.(2P*).3d       | 3F*   | 4    |   7 - 9   |    |    T5376,T5791,LS |         L3467  |
O III     |                  |        326.5693  |       | 9.68e+07    | C+   |   43.409899    -    47.205371   | 2s.2p2.(4P).3s       | 3P    | 1    | 2s2.2p.(2P*).4d       | 3P*   | 0    |   3 - 1   |    |           T5376LS |                |
O III     |        326.731   |        326.7204  |    80 | 1.58e+08    | C+   |   36.434801    -    40.228518   | 2s2.2p.(2P*).3p      | 3D    | 1    | 2s2.2p.(2P*).3d       | 3F*   | 2    |   3 - 5   |    |    T5376,T5791,LS |         L3467  |
O III     |                  |        326.7729  |       | 2.42e+07    | C+   |   43.409899    -    47.203006   | 2s.2p2.(4P).3s       | 3P    | 1    | 2s2.2p.(2P*).4d       | 3P*   | 1    |   3 - 3   |    |           T5376LS |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O III     |                  |        326.8949  |       | 2.41e+07    | C+   |   43.409899    -    47.201591   | 2s.2p2.(4P).3s       | 3P    | 1    | 2s2.2p.(2P*).4d       | 3P*   | 2    |   3 - 5   |    |           T5376LS |                |
O II      |        327.0855  |        327.0856  |    16 | 1.05e+08    | C    |   28.358142    -    32.147623   | 2s2.2p2.(1D).3p      | 2F*   | 5/2  | 2s2.2p2.(1D).4s       | 2D    | 3/2  |   6 - 4   |    |           T5723LS |        L10621  |
O II      |                  |        327.0905  |       | 5.00e+06    | C    |   28.358142    -    32.147566   | 2s2.2p2.(1D).3p      | 2F*   | 5/2  | 2s2.2p2.(1D).4s       | 2D    | 5/2  |   6 - 6   |    |           T5723LS |         L7243  |
O II      |        327.3437  |        327.3434  |    17 | 9.99e+07    | C    |   28.361069    -    32.147566   | 2s2.2p2.(1D).3p      | 2F*   | 7/2  | 2s2.2p2.(1D).4s       | 2D    | 5/2  |   8 - 6   |    |           T5723LS |        L10621  |
O IV      |                  |        327.399   |       | 1.78e+07    | B    |   75.2061      -    78.9919     | 2p2.(3P).3p          | 4P*   | 3/2  | 2p2.(3P).3d           | 4P    | 5/2  |   4 - 6   |    |           T5109LS |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O IV      |                  |        327.548   |       | 2.35e+06    | C+   |   59.84297     -    63.62710    | 2s.2p.(3P*).3p       | 2D    | 3/2  | 2s2.4f                | 2F*   | 5/2  |   4 - 6   |    |           T5109LS |                |
O II      |        327.5622  |        327.5612  |     1 |             |      |   28.6837549   -    32.467734   | 2s2.2p2.(3P).3d      | 4F    | 5/2  | 2s2.2p2.(3P).5p       | 2D*   | 5/2  |   6 - 6   |    |                   |        L10621  |
O V       |                  |        327.564   |       | 4.76e+07    | B    |   81.01416     -    84.79811    | 1s2.2p.(2P*<3/2>).3s | 3P*   | 2    | 1s2.2p.(2P*<3/2>).3p  | 3S    | 1    |   5 - 3   |    |            T3843n |                |
O IV      |                  |        327.581   |       | 2.67e+07    | B    |   75.2205      -    79.0042     | 2p2.(3P).3p          | 4P*   | 5/2  | 2p2.(3P).3d           | 4P    | 3/2  |   6 - 4   |    |           T5109LS |                |
O II      |        327.7566  |        327.7561  |    17 | 2.02e+07    | B    |   25.8373469   -    29.619076   | 2s2.2p2.(3P).3p      | 4P*   | 3/2  | 2s2.2p2.(3P).4s       | 4P    | 5/2  |   4 - 6   |    |             T6632 |        L10621  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O III     |                  |        328.1831  |       | 2.89e+07    | C+   |   36.451709    -    40.228518   | 2s2.2p.(2P*).3p      | 3D    | 2    | 2s2.2p.(2P*).3d       | 3F*   | 2    |   5 - 5   |    |    T5376,T5791,LS |                |
O II      |                  |        328.1994  |       | 1.16e+06    | C    |   25.2856209   -    29.0622427  | 2s2.2p2.(3P).3p      | 2S*   | 1/2  | 2s2.2p2.(3P).3d       | 2D    | 3/2  |   2 - 4   |    |             T6172 |         L7243  |
O III     |                  |        328.4450  |       | 2.06e+07    | C+   |   36.479011    -    40.252809   | 2s2.2p.(2P*).3p      | 3D    | 3    | 2s2.2p.(2P*).3d       | 3F*   | 3    |   7 - 7   |    |    T5376,T5791,LS |                |
O II      |        328.5016  |        328.5016  |    3w |             |      |   31.693188    -    35.466334?  | 2s2.2p2.(1D).3d      | 2S    | 1/2  | 2s2.2p2.(1D).5f P     | 2[1]* | 3/2  |   2 - 4   |    |                   |        L10621  |
O III     |                  |        328.6414  |       | 3.96e+07    | C+   |   43.431463    -    47.203006   | 2s.2p2.(4P).3s       | 3P    | 2    | 2s2.2p.(2P*).4d       | 3P*   | 1    |   5 - 3   |    |           T5376LS |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O IV      |                  |        328.647   |       | 4.11e+07    | B    |   75.2205      -    78.9919     | 2p2.(3P).3p          | 4P*   | 5/2  | 2p2.(3P).3d           | 4P    | 5/2  |   6 - 6   |    |           T5109LS |                |
O II      |        328.7472  |        328.7471  |    21 | 4.92e+07    | B    |   25.8487465   -    29.619076   | 2s2.2p2.(3P).3p      | 4P*   | 5/2  | 2s2.2p2.(3P).4s       | 4P    | 5/2  |   6 - 6   |    |             T6632 |        L10621  |
O III     |                  |        328.7647  |       | 7.12e+07    | C+   |   43.431463    -    47.201591   | 2s.2p2.(4P).3s       | 3P    | 2    | 2s2.2p.(2P*).4d       | 3P*   | 2    |   5 - 5   |    |           T5376LS |                |
O II      |        328.9981  |        328.9982  |    17 |             |      |   25.8316245   -    29.599076   | 2s2.2p2.(3P).3p      | 4P*   | 1/2  | 2s2.2p2.(3P).4s       | 4P    | 3/2  |   2 - 4   |    |                   |        L10621  |
O II      |        329.4992  |        329.4987  |    14 | 1.00e+07    | B    |   25.8373469   -    29.599076   | 2s2.2p2.(3P).3p      | 4P*   | 3/2  | 2s2.2p2.(3P).4s       | 4P    | 3/2  |   4 - 4   |    |             T6632 |        L10621  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O V       |                  |        329.762   |       | 1.30e+07    | B    |   84.01975     -    87.77848    | 1s2.2p.(2P*<3/2>).3p | 3D    | 3    | 1s2.2p.(2P*<3/2>).3d  | 3P*   | 2    |   7 - 5   |    |            T3843n |                |
O I       |                  |        329.8990  |       | 1.43e+05    | D    |   12.3588648   -    16.1160305  | 2s2.2p3.(4S*).4p     | 3P    | 1    | 2s2.2p3.(2D*<3/2>).4d | 3P*   | 0    |   3 - 1   |    |           T5713LS |                |
O III     |                  |        329.9385  |       | 1.64e+07    | C+   |   33.135857    -    36.892572   | 2s2.2p.(2P*).3s      | 3P*   | 0    | 2s2.2p.(2P*).3p       | 3S    | 1    |   1 - 3   |    |               u24 |                |
O I       |                  |        329.9552  |       | 3.57e+04    | D    |   12.3588648   -    16.1153896  | 2s2.2p3.(4S*).4p     | 3P    | 1    | 2s2.2p3.(2D*<3/2>).4d | 3P*   | 1    |   3 - 3   |    |           T5713LS |                |
O I       |                  |        329.9561  |       | 5.95e+04    | C    |   12.3588749   -    16.1153896  | 2s2.2p3.(4S*).4p     | 3P    | 2    | 2s2.2p3.(2D*<3/2>).4d | 3P*   | 1    |   5 - 3   |    |           T5713LS |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O I       |                  |        329.9590  |       | 4.76e+04    | D    |   12.3589071   -    16.1153896  | 2s2.2p3.(4S*).4p     | 3P    | 0    | 2s2.2p3.(2D*<3/2>).4d | 3P*   | 1    |   1 - 3   |    |           T5713LS |                |
O I       |                  |        330.0575  |       | 3.57e+04    | C    |   12.3588648   -    16.1142261  | 2s2.2p3.(4S*).4p     | 3P    | 1    | 2s2.2p3.(2D*<3/2>).4d | 3P*   | 2    |   3 - 5   |    |           T5713LS |                |
O I       |                  |        330.0584  |       | 1.07e+05    | C    |   12.3588749   -    16.1142261  | 2s2.2p3.(4S*).4p     | 3P    | 2    | 2s2.2p3.(2D*<3/2>).4d | 3P*   | 2    |   5 - 5   |    |           T5713LS |                |
O II      |        330.1407  |        330.1411  |    10 | 1.06e+07    | B    |   25.8316245   -    29.586034   | 2s2.2p2.(3P).3p      | 4P*   | 1/2  | 2s2.2p2.(3P).4s       | 4P    | 1/2  |   2 - 2   |    |             T6632 |        L10621  |
O IV      |                  |        330.192   |       | 2.46e+06    | C+   |   59.87465     -    63.62848    | 2s.2p.(3P*).3p       | 2D    | 5/2  | 2s2.4f                | 2F*   | 7/2  |   6 - 8   |    |           T5109LS |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O IV      |                  |        330.313   |       | 1.64e+05    | C    |   59.87465     -    63.62710    | 2s.2p.(3P*).3p       | 2D    | 5/2  | 2s2.4f                | 2F*   | 5/2  |   6 - 6   |    |           T5109LS |                |
O II      |        330.5005  |        330.5003  |    17 | 2.89e+07    | B    |   25.8487465   -    29.599076   | 2s2.2p2.(3P).3p      | 4P*   | 5/2  | 2s2.2p2.(3P).4s       | 4P    | 3/2  |   6 - 4   |    |             T6632 |        L10621  |
O III     |                  |        330.5729  |       | 7.98e+05    | C+   |   36.479011    -    40.228518   | 2s2.2p.(2P*).3p      | 3D    | 3    | 2s2.2p.(2P*).3d       | 3F*   | 2    |   7 - 5   |    |    T5376,T5791,LS |                |
O II      |        330.6449  |        330.6451  |    17 | 5.55e+07    | B    |   25.8373469   -    29.586034   | 2s2.2p2.(3P).3p      | 4P*   | 3/2  | 2s2.2p2.(3P).4s       | 4P    | 1/2  |   4 - 2   |    |             T6632 |        L10621  |
O III     |        331.230   |        331.2329  |    80 | 4.60e+07    | C+   |   33.150536    -    36.892572   | 2s2.2p.(2P*).3s      | 3P*   | 1    | 2s2.2p.(2P*).3p       | 3S    | 1    |   3 - 3   |    |               u24 |         L3467  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O III     |                  |        332.6055  |       | 2.65e+07    | C+   |   45.692969    -    49.419562   | 2s.2p2.(4P).3p       | 5P*   | 1    | 2s.2p2.(4P).3d        | 5P    | 1    |   3 - 3   |    |           T5376LS |                |
O I       |                  |        332.621   |       | 2.17e+05    | C    |   12.3588648   -    16.08529    | 2s2.2p3.(4S*).4p     | 3P    | 1    | 2s2.2p3.(2D*<3/2>).4d | 3S*   | 1    |   3 - 3   |    |             T5803 |                |
