--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |    Observed     |      Ritz       |  Rel. |     Aki     | Acc. |        Ei           Ek        |            Lower level            |            Upper level            |  gi   gk  |Type|            TP  |   Line  |
          |   Wavelength    |   Wavelength    |  Int. |   (s^-1)    |      |       (eV)         (eV)       |-----------------------------------|-----------------------------------|           |    |           Ref. |   Ref.  |
          |    Air (nm)     |    Air (nm)     |       |             |      |                               | Conf.                | Term | J   | Conf.                | Term | J   |           |    |                |         |
N III     |                 |        226.733  |       | 1.91e+07    | B    |   41.26864    -    46.73525   | 2s.2p.(3P*).3d       | 4D*  | 7/2 | 2s.2p.(3P*).4p       | 4D   | 7/2 |   8 - 8   |    |        T7192LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N III     |                 |        226.932  |       | 5.20e+06    | B    |   41.26249    -    46.72429   | 2s.2p.(3P*).3d       | 4D*  | 3/2 | 2s.2p.(3P*).4p       | 4D   | 5/2 |   4 - 6   |    |        T7192LS |         |
N III     |                 |        227.044  |       | 1.28e+07    | B    |   41.26516    -    46.72429   | 2s.2p.(3P*).3d       | 4D*  | 5/2 | 2s.2p.(3P*).4p       | 4D   | 5/2 |   6 - 6   |    |        T7192LS |         |
N III     |                 |        227.180  |       | 5.55e+06    | B    |   41.26086    -    46.71671   | 2s.2p.(3P*).3d       | 4D*  | 1/2 | 2s.2p.(3P*).4p       | 4D   | 3/2 |   2 - 4   |    |        T7192LS |         |
N III     |                 |        227.188  |       | 4.22e+06    | B    |   41.26864    -    46.72429   | 2s.2p.(3P*).3d       | 4D*  | 7/2 | 2s.2p.(3P*).4p       | 4D   | 5/2 |   8 - 6   |    |        T7192LS |         |
N III     |                 |        227.247  |       | 8.87e+06    | B    |   41.26249    -    46.71671   | 2s.2p.(3P*).3d       | 4D*  | 3/2 | 2s.2p.(3P*).4p       | 4D   | 3/2 |   4 - 4   |    |        T7192LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N III     |                 |        227.359  |       | 7.75e+06    | B    |   41.26516    -    46.71671   | 2s.2p.(3P*).3d       | 4D*  | 5/2 | 2s.2p.(3P*).4p       | 4D   | 3/2 |   6 - 4   |    |        T7192LS |         |
N III     |                 |        227.414  |       | 1.11e+07    | B    |   41.26086    -    46.71110   | 2s.2p.(3P*).3d       | 4D*  | 1/2 | 2s.2p.(3P*).4p       | 4D   | 1/2 |   2 - 2   |    |        T7192LS |         |
N III     |                 |        227.482  |       | 1.11e+07    | B    |   41.26249    -    46.71110   | 2s.2p.(3P*).3d       | 4D*  | 3/2 | 2s.2p.(3P*).4p       | 4D   | 1/2 |   4 - 2   |    |        T7192LS |         |
N II      |                 |        228.3639 |       | 7.66e+06    | C+   |   21.152682   -    26.580244  | 2s2.2p.3p            | 3P   | 1   | 2s2.2p.5s            | 3P*  | 2   |   3 - 5   |    |        T5520LS |         |
N II      |                 |        228.5304 |       | 3.55e+05    | C    |   20.646058   -    26.069666  | 2s2.2p.3p            | 3D   | 1   | 2s2.2p.4d            | 3D*  | 2   |   3 - 5   |    |        T5520LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N II      |                 |        228.6618 |       | 2.64e+05    | C    |   20.653591   -    26.074085  | 2s2.2p.3p            | 3D   | 2   | 2s2.2p.4d            | 3D*  | 3   |   5 - 7   |    |        T5520LS |         |
N II      |                 |        228.6675 |       | 1.77e+06    | C+   |   20.646058   -    26.066417  | 2s2.2p.3p            | 3D   | 1   | 2s2.2p.4d            | 3D*  | 1   |   3 - 3   |    |        T5520LS |         |
N II      |        228.669  |        228.6687 |   160 | 2.29e+07    | C+   |   21.159916   -    26.580244  | 2s2.2p.3p            | 3P   | 2   | 2s2.2p.5s            | 3P*  | 2   |   5 - 5   |    |        T5520LS |  L3513  |
N II      |        228.844  |        228.8405 |   110 | 1.01e+07    | C+   |   21.148308   -    26.564568  | 2s2.2p.3p            | 3P   | 0   | 2s2.2p.5s            | 3P*  | 1   |   1 - 3   |    |        T5520LS |  L3513  |
N II      |                 |        228.8483 |       | 1.64e+06    | C+   |   20.653591   -    26.069666  | 2s2.2p.3p            | 3D   | 2   | 2s2.2p.4d            | 3D*  | 2   |   5 - 5   |    |        T5520LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N II      |                 |        228.9857 |       | 5.89e+05    | C    |   20.653591   -    26.066417  | 2s2.2p.3p            | 3D   | 2   | 2s2.2p.4d            | 3D*  | 1   |   5 - 3   |    |        T5520LS |         |
N II      |                 |        229.0255 |       | 7.59e+06    | C+   |   21.152682   -    26.564568  | 2s2.2p.3p            | 3P   | 1   | 2s2.2p.5s            | 3P*  | 1   |   3 - 3   |    |        T5520LS |         |
N II      |                 |        229.1660 |       | 2.09e+06    | C+   |   20.665517   -    26.074085  | 2s2.2p.3p            | 3D   | 3   | 2s2.2p.4d            | 3D*  | 3   |   7 - 7   |    |        T5520LS |         |
N II      |                 |        229.2657 |       | 3.03e+07    | C+   |   21.152682   -    26.558898  | 2s2.2p.3p            | 3P   | 1   | 2s2.2p.5s            | 3P*  | 0   |   3 - 1   |    |        T5520LS |         |
N II      |                 |        229.3320 |       | 1.26e+07    | C+   |   21.159916   -    26.564568  | 2s2.2p.3p            | 3P   | 2   | 2s2.2p.5s            | 3P*  | 1   |   5 - 3   |    |        T5520LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N II      |                 |        229.3534 |       | 3.66e+05    | C    |   20.665517   -    26.069666  | 2s2.2p.3p            | 3D   | 3   | 2s2.2p.4d            | 3D*  | 2   |   7 - 5   |    |        T5520LS |         |
N III     |                 |        230.161  |       | 2.55e+07    | B    |   46.91969    -    52.30487   | 2s.2p.(3P*).4p       | 4S   | 3/2 | 2s.2p.(3P*).6d       | 4P*  | 1/2 |   4 - 2   |    |        T7192LS |         |
N III     |                 |        230.289  |       | 2.55e+07    | B    |   46.91969    -    52.30189   | 2s.2p.(3P*).4p       | 4S   | 3/2 | 2s.2p.(3P*).6d       | 4P*  | 3/2 |   4 - 4   |    |        T7192LS |         |
N III     |                 |        230.549  |       | 2.54e+07    | B    |   46.91969    -    52.29582   | 2s.2p.(3P*).4p       | 4S   | 3/2 | 2s.2p.(3P*).6d       | 4P*  | 5/2 |   4 - 6   |    |        T7192LS |         |
N III     |                 |        231.460  |       | 7.03e+06    | B    |   41.68434    -    47.03931   | 2s.2p.(3P*).3d       | 4P*  | 5/2 | 2s.2p.(3P*).4p       | 4P   | 5/2 |   6 - 6   |    |        T7192LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N V       |                 |        231.623  |       | 4.99e+07    | B    |   88.33534    -    93.6866    | 1s2.6p               | 2P*  | 3/2 | 1s2.9d               | 2D   | 5/2 |   4 - 6   |    |        T3225LS |         |
N II      |        231.649  |        231.6489 |   220 | 1.75e+07    | C+   |   20.653591   -    26.004194  | 2s2.2p.3p            | 3D   | 2   | 2s2.2p.4d            | 3F*  | 3   |   5 - 7   |    |        T5520LS |  L3513  |
N II      |        231.669  |        231.6680 |   160 | 1.65e+07    | C+   |   20.646058   -    25.996219  | 2s2.2p.3p            | 3D   | 1   | 2s2.2p.4d            | 3F*  | 2   |   3 - 5   |    |        T5520LS |  L3513  |
N II      |        231.705  |        231.7039 |   285 | 1.97e+07    | C+   |   20.665517   -    26.014849  | 2s2.2p.3p            | 3D   | 3   | 2s2.2p.4d            | 3F*  | 4   |   7 - 9   |    |        T5520LS |  L3513  |
N V       |                 |        231.706  |       | 4.15e+07    | B    |   88.33418    -    93.6835    | 1s2.6p               | 2P*  | 1/2 | 1s2.9d               | 2D   | 3/2 |   2 - 4   |    |        T3225LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N III     |                 |        231.744  |       | 4.50e+06    | B    |   41.68434    -    47.03276   | 2s.2p.(3P*).3d       | 4P*  | 5/2 | 2s.2p.(3P*).4p       | 4P   | 3/2 |   6 - 4   |    |        T7192LS |         |
N III     |                 |        231.754  |       | 3.00e+06    | B    |   41.69112    -    47.03931   | 2s.2p.(3P*).3d       | 4P*  | 3/2 | 2s.2p.(3P*).4p       | 4P   | 5/2 |   4 - 6   |    |        T7192LS |         |
N V       |                 |        231.757  |       | 8.30e+06    | B    |   88.33534    -    93.6835    | 1s2.6p               | 2P*  | 3/2 | 1s2.9d               | 2D   | 3/2 |   4 - 4   |    |        T3225LS |         |
N IV      |        231.809  |                 |   90w |             |      |                               |                      |      |     |                      |      |     |           |    |                |  L4738  |
N II      |                 |        231.9947 |       | 3.06e+06    | C+   |   20.653591   -    25.996219  | 2s2.2p.3p            | 3D   | 2   | 2s2.2p.4d            | 3F*  | 2   |   5 - 5   |    |        T5520LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N III     |                 |        232.038  |       | 1.33e+06    | B    |   41.69112    -    47.03276   | 2s.2p.(3P*).3d       | 4P*  | 3/2 | 2s.2p.(3P*).4p       | 4P   | 3/2 |   4 - 4   |    |        T7192LS |         |
N II      |                 |        232.1664 |       | 2.18e+06    | C+   |   20.665517   -    26.004194  | 2s2.2p.3p            | 3D   | 3   | 2s2.2p.4d            | 3F*  | 3   |   7 - 7   |    |        T5520LS |         |
N III     |                 |        232.226  |       | 4.14e+06    | B    |   41.69546    -    47.03276   | 2s.2p.(3P*).3d       | 4P*  | 1/2 | 2s.2p.(3P*).4p       | 4P   | 3/2 |   2 - 4   |    |        T7192LS |         |
N III     |                 |        232.279  |       | 8.28e+06    | B    |   41.69112    -    47.02722   | 2s.2p.(3P*).3d       | 4P*  | 3/2 | 2s.2p.(3P*).4p       | 4P   | 1/2 |   4 - 2   |    |        T7192LS |         |
N III     |                 |        232.406  |       | 4.74e+05    | B    |   46.72429    -    52.05746   | 2s.2p.(3P*).4p       | 4D   | 5/2 | 2p2.(3P).3p          | 4D*  | 7/2 |   6 - 8   |    |        T7192LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N III     |                 |        232.460  |       | 7.76e+05    | B    |   46.71671    -    52.04865   | 2s.2p.(3P*).4p       | 4D   | 3/2 | 2p2.(3P).3p          | 4D*  | 5/2 |   4 - 6   |    |        T7192LS |         |
N III     |                 |        232.468  |       | 1.65e+06    | B    |   41.69546    -    47.02722   | 2s.2p.(3P*).3d       | 4P*  | 1/2 | 2s.2p.(3P*).4p       | 4P   | 1/2 |   2 - 2   |    |        T7192LS |         |
N II      |                 |        232.5137 |       | 8.57e+04    | D    |   20.665517   -    25.996219  | 2s2.2p.3p            | 3D   | 3   | 2s2.2p.4d            | 3F*  | 2   |   7 - 5   |    |        T5520LS |         |
N III     |                 |        232.556  |       | 8.30e+05    | B    |   46.71110    -    52.04083   | 2s.2p.(3P*).4p       | 4D   | 1/2 | 2p2.(3P).3p          | 4D*  | 3/2 |   2 - 4   |    |        T7192LS |         |
N II      |                 |        232.6340 |       | 1.83e+07    | B    |   22.103082   -    27.431029  | 2s2.2p.3p            | 1S   | 0   | 2s2.2p.5d            | 1P*  | 1   |   1 - 3   |    |          T5520 |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N III     |                 |        232.758  |       | 1.66e+06    | B    |   46.71110    -    52.03620   | 2s.2p.(3P*).4p       | 4D   | 1/2 | 2p2.(3P).3p          | 4D*  | 1/2 |   2 - 2   |    |        T7192LS |         |
N III     |                 |        232.790  |       | 1.90e+06    | B    |   46.72429    -    52.04865   | 2s.2p.(3P*).4p       | 4D   | 5/2 | 2p2.(3P).3p          | 4D*  | 5/2 |   6 - 6   |    |        T7192LS |         |
N III     |                 |        232.801  |       | 1.32e+06    | B    |   46.71671    -    52.04083   | 2s.2p.(3P*).4p       | 4D   | 3/2 | 2p2.(3P).3p          | 4D*  | 3/2 |   4 - 4   |    |        T7192LS |         |
N III     |                 |        232.885  |       | 2.84e+06    | B    |   46.73525    -    52.05746   | 2s.2p.(3P*).4p       | 4D   | 7/2 | 2p2.(3P).3p          | 4D*  | 7/2 |   8 - 8   |    |        T7192LS |         |
N III     |                 |        233.004  |       | 1.65e+06    | B    |   46.71671    -    52.03620   | 2s.2p.(3P*).4p       | 4D   | 3/2 | 2p2.(3P).3p          | 4D*  | 1/2 |   4 - 2   |    |        T7192LS |         |
