-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |       Observed        |    Unc.     |         Ritz          |    Unc.     |    Rel. |     Aki      | Acc. |             Ei           Ek             |             Lower level              |                Upper level                |  gi   gk  |Type|      TP  |          Line  |
          |      Wavelength       |     (nm)    |      Wavelength       |     (nm)    |    Int. |    (s^-1)    |      |            (eV)         (eV)            |--------------------------------------|-------------------------------------------|           |    |     Ref. |          Ref.  |
          |       Vac (nm)        |             |       Vac (nm)        |             |         |              |      |                                         | Conf.                | Term    | J   | Conf.                | Term     | J       |           |    |          |                |
Ag II     |          105.76448    |   0.00007   |          105.76457    |  0.00007    |     920 |              |      |      5.70935604    -      17.432015     | 4d9.(2D<3/2>).5s     | 2[3/2]  | 2   | 4d8.(3F).5s.5p.(3P*) | 3G*      | 3       |   5 - 7   |    |          |    L11881c113  |
Ag II     |          106.3224     |   0.0011    |          106.322130   |  0.000005   |    1100 |              |      |      5.05178168    -      16.7129663    | 4d9.(2D<5/2>).5s     | 2[5/2]  | 2   | 4d8.(3F).5s.5p.(3P*) | 5D*      | 1       |   5 - 3   |    |          |      L647c114  |
Ag II     |          106.54841    |   0.00007   |          106.548406   |  0.000003   |    2100 |              |      |      4.85621528    -      16.4926351    | 4d9.(2D<5/2>).5s     | 2[5/2]  | 3   | 4d9.(2D<5/2>).6p     | 2[5/2]*  | 3       |   7 - 7   |    |          |    L11881c113  |
Ag II     |          106.66403    |   0.00007   |          106.664026   |  0.000006   |     210 |              |      |      4.85621528    -      16.4800217    | 4d9.(2D<5/2>).5s     | 2[5/2]  | 3   | 4d9.(2D<5/2>).6p     | 2[5/2]*  | 2       |   7 - 5   |    |          |    L11881c113  |
Ag II     |          106.69452    |   0.00007   |          106.694527   |  0.000011   |     580 |              |      |      5.42340791    -      17.0438914    | 4d9.(2D<3/2>).5s     | 2[3/2]  | 1   | 4d9.(2D<3/2>).6p     | 2[3/2]*  | 2       |   3 - 5   |    |          |    L11881c113  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          106.84019    |   0.00007   |          106.840155   |  0.000008   |    1300 |              |      |      5.05178168    -      16.6564259    | 4d9.(2D<5/2>).5s     | 2[5/2]  | 2   | 4d8.(3F).5s.5p.(3P*) | 5G*      | 3       |   5 - 7   |    |          |    L11881c113  |
Ag II     |          106.92823    |   0.00007   |          106.928243   |  0.000008   |    1000 |              |      |      4.85621528    -      16.4512995    | 4d9.(2D<5/2>).5s     | 2[5/2]  | 3   | 4d8.(3F).5s.5p.(3P*) | 5G*      | 4       |   7 - 9   |    |          |    L11881c113  |
Ag II     |          106.97171    |   0.00007   |          106.971694   |  0.000008   |    1700 |              |      |      5.42340791    -      17.0137823    | 4d9.(2D<3/2>).5s     | 2[3/2]  | 1   | 4d9.(2D<3/2>).6p     | 2[3/2]*  | 1       |   3 - 3   |    |          |    L11881c113  |
Ag II     |          107.22519    |   0.00007   |          107.225210   |  0.000003   |    1700 |              |      |      4.85621528    -      16.4191862    | 4d9.(2D<5/2>).5s     | 2[5/2]  | 3   | 4d9.(2D<5/2>).6p     | 2[7/2]*  | 4       |   7 - 9   |    |          |    L11881c113  |
Ag II     |          107.70106    |   0.00007   |          107.701091   |  0.000017   |     740 |              |      |      4.85621528    -      16.3680948    | 4d9.(2D<5/2>).5s     | 2[5/2]  | 3   | 4d9.(2D<5/2>).6p     | 2[7/2]*  | 3       |   7 - 7   |    |          |    L11881c113  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          107.78631    |   0.00007   |          107.786310   |  0.000020   |    1200 |              |      |      5.42340791    -      16.9261858    | 4d9.(2D<3/2>).5s     | 2[3/2]  | 1   | 4d9.(2D<3/2>).6p     | 2[5/2]*  | 2       |   3 - 5   |    |          |    L11881c113  |
Ag II     |          108.009      |   0.005     |          108.00670    |  0.00007    |     110 |              |      |      5.70935604    -      17.188662     | 4d9.(2D<3/2>).5s     | 2[3/2]  | 2   | 4d8.(3F).5s.5p.(3P*) | 3D*      | 3       |   5 - 7   |    |          |      L647c114  |
Ag II     |          108.21458    |   0.00007   |          108.21457    |  0.00007    |     820 |              |      |      4.85621528    -      16.313471     | 4d9.(2D<5/2>).5s     | 2[5/2]  | 3   | 4d9.(2D<5/2>).6p     | 2[3/2]*  | 2       |   7 - 5   |    |          |    L11881c113  |
Ag II     |          108.22921    |   0.00007   |          108.22923    |  0.00004    |     610 |              |      |      5.05178168    -      16.507486     | 4d9.(2D<5/2>).5s     | 2[5/2]  | 2   | 4d8.(3F).5s.5p.(3P*) | 5D*      | 2       |   5 - 5   |    |          |    L11881c113  |
Ag II     |          108.36971    |   0.00007   |          108.369712   |  0.000004   |     550 |              |      |      5.05178168    -      16.4926351    | 4d9.(2D<5/2>).5s     | 2[5/2]  | 2   | 4d9.(2D<5/2>).6p     | 2[5/2]*  | 3       |   5 - 7   |    |          |    L11881c113  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          108.48911    |   0.00007   |          108.489320   |  0.000005   |     670 |              |      |      5.05178168    -      16.4800217    | 4d9.(2D<5/2>).5s     | 2[5/2]  | 2   | 4d9.(2D<5/2>).6p     | 2[5/2]*  | 2       |   5 - 5   |    |          |    L11881c113  |
Ag II     |          108.58184    |   0.00007   |          108.581955   |  0.000006   |     410 |              |      |      5.05178168    -      16.4702718    | 4d9.(2D<5/2>).5s     | 2[5/2]  | 2   | 4d9.(2D<5/2>).6p     | 2[3/2]*  | 1       |   5 - 3   |    |          |    L11881c113  |
Ag II     |          109.08380    |   0.00007   |          109.083862   |  0.000011   |     260 |              |      |      5.42340791    -      16.7893603    | 4d9.(2D<3/2>).5s     | 2[3/2]  | 1   | 4d8.(3F).5s.5p.(3P*) | 5G*      | 2       |   3 - 5   |    |          |    L11881c113  |
Ag II     |          109.22152    |   0.00007   |          109.22153    |  0.00003    |     460 |              |      |      4.85621528    -      16.207842     | 4d9.(2D<5/2>).5s     | 2[5/2]  | 3   | 4d8.(3F).5s.5p.(3P*) | 5D*      | 3       |   7 - 7   |    |          |    L11881c113  |
Ag II     |          109.38620    |   0.00007   |          109.386220   |  0.000012   |     310 |              |      |      5.70935604    -      17.0438914    | 4d9.(2D<3/2>).5s     | 2[3/2]  | 2   | 4d9.(2D<3/2>).6p     | 2[3/2]*  | 2       |   5 - 5   |    |          |    L11881c113  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          109.56237    |   0.00007   |          109.562361   |  0.000017   |     550 |              |      |      5.05178168    -      16.3680948    | 4d9.(2D<5/2>).5s     | 2[5/2]  | 2   | 4d9.(2D<5/2>).6p     | 2[7/2]*  | 3       |   5 - 7   |    |          |    L11881c113  |
Ag II     |          109.67758    |   0.00007   |          109.677568   |  0.000008   |     150 |              |      |      5.70935604    -      17.0137823    | 4d9.(2D<3/2>).5s     | 2[3/2]  | 2   | 4d9.(2D<3/2>).6p     | 2[3/2]*  | 1       |   5 - 3   |    |          |    L11881c113  |
Ag II     |          109.73638    |   0.00007   |          109.73641    |  0.00003    |     550 |              |      |      5.70935604    -      17.007721     | 4d9.(2D<3/2>).5s     | 2[3/2]  | 2   | 4d9.(2D<3/2>).6p     | 2[5/2]*  | 3       |   5 - 7   |    |          |    L11881c113  |
Ag II     |          109.8242     |   0.0012    |          109.822009   |  0.000005   |     530 |              |      |      5.42340791    -      16.7129663    | 4d9.(2D<3/2>).5s     | 2[3/2]  | 1   | 4d8.(3F).5s.5p.(3P*) | 5D*      | 1       |   3 - 3   |    |          |      L647c114  |
Ag II     |          110.15221    |   0.00007   |          110.152218   |  0.000017   |     500 |              |      |      5.70935604    -      16.9650712    | 4d9.(2D<3/2>).5s     | 2[3/2]  | 2   | 4d9.(2D<3/2>).6p     | 2[1/2]*  | 1       |   5 - 3   |    |          |    L11881c113  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          110.53407    |   0.00007   |          110.534083   |  0.000021   |     490 |              |      |      5.70935604    -      16.9261858    | 4d9.(2D<3/2>).5s     | 2[3/2]  | 2   | 4d9.(2D<3/2>).6p     | 2[5/2]*  | 2       |   5 - 5   |    |          |    L11881c113  |
Ag II     |          110.69930    |   0.00007   |          110.69922    |  0.00007    |  550000 | 6.9e+08      | D+   |      0.000000      -      11.20009665   | 4d10                 | 1S      | 0   | 4d9.(2D<3/2>).5p     | 2[1/2]*  | 1       |   1 - 3   |    |    T6767 |    L11881c113  |
Ag II     |          111.13619    |   0.00009   |          111.13619    |  0.00003    |      50 |              |      |      5.05178168    -      16.207842     | 4d9.(2D<5/2>).5s     | 2[5/2]  | 2   | 4d8.(3F).5s.5p.(3P*) | 5D*      | 3       |   5 - 7   |    |          |    L11881c113  |
Ag II     |          111.24005    |   0.00007   |          111.24023    |  0.00007    |  230000 | 9.e+08       | D+   |      0.000000      -      11.14562618   | 4d10                 | 1S      | 0   | 4d9.(2D<3/2>).5p     | 2[3/2]*  | 1       |   1 - 3   |    |    T9142 |    L11881c113  |
Ag II     |          111.85785    |   0.00009   |          111.85793    |  0.00004    |     260 |              |      |      5.42340791    -      16.507486     | 4d9.(2D<3/2>).5s     | 2[3/2]  | 1   | 4d8.(3F).5s.5p.(3P*) | 5D*      | 2       |   3 - 5   |    |          |    L11881c113  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          111.89895    |   0.00009   |          111.899053   |  0.000011   |     120 |              |      |      5.70935604    -      16.7893603    | 4d9.(2D<3/2>).5s     | 2[3/2]  | 2   | 4d8.(3F).5s.5p.(3P*) | 5G*      | 2       |   5 - 5   |    |          |    L11881c113  |
Ag II     |          112.2339     |   0.0013    |          112.234748   |  0.000006   |      64 |              |      |      5.42340791    -      16.4702718    | 4d9.(2D<3/2>).5s     | 2[3/2]  | 1   | 4d9.(2D<5/2>).6p     | 2[3/2]*  | 1       |   3 - 3   |    |          |      L647c114  |
Ag II     |          112.55403    |   0.00009   |          112.554160   |  0.000006   |      84 |              |      |      4.85621528    -      15.8717298    | 4d9.(2D<5/2>).5s     | 2[5/2]  | 3   | 4d8.(3F).5s.5p.(3P*) | 5D*      | 4       |   7 - 9   |    |          |    L11881c113  |
