---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |      Observed      |        Ritz        |    Rel. |     Aki     | Acc. |        Ei           Ek        |             Lower level             |               Upper level                |  gi   gk  |Type|    TP  |       Line  |
          |     Wavelength     |     Wavelength     |    Int. |   (s^-1)    |      |       (eV)         (eV)       |-------------------------------------|------------------------------------------|           |    |   Ref. |       Ref.  |
          |      Air (nm)      |      Air (nm)      |         |             |      |                               | Conf.            | Term      | J    | Conf.                | Term       | J    |           |    |        |             |
W II      |         264.72929  |         264.72957  |       3 |             |      |   2.95128289  -    7.6333170  |                  |           | 7/2  |                      |            | 5/2  |   8 - 6   |    |        |     L11762  |
W II      |         264.77075  |         264.77073  |     53* |             |      |   3.12554652  -    7.8068527  |                  |           | 9/2  |                      |            | 11/2 |  10 - 12  |    |        |     L11762  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W II      |         264.77075  |         264.77080  |     53* |             |      |   2.57643601  -    7.2577411  |                  |           | 9/2  |                      |            | 7/2  |  10 - 8   |    |        |     L11762  |
W I       |         264.8043   |         264.8043   |     12* |             |      |   2.786753    -    7.467467   | 5d5.(4D).6s      | 5D        | 4    |                      | *          | 5    |   9 - 11  |    |        |       L153  |
W I       |         264.8043   |         264.8057   |     12* |             |      |   2.241985    -    6.922673   | 5d4.6s2          | 3D        | 1    |                      | *          | 2    |   3 - 5   |    |        |       L153  |
W I       |         264.8325   |                    |      3w |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
W I       |         264.8524   |         264.8517   |       3 |             |      |   2.387137    -    7.067012   | 5d4.6s2          | 3P2       | 2    |                      | *          | 2    |   5 - 5   |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W II      |         264.86181  |         264.86196  |       3 |             |      |   3.7961537   -    8.4758476  |                  |           | 5/2  |                      |            | 7/2  |   6 - 8   |    |        |     L11762  |
W I       |         264.8730   |         264.8736   |      15 |             |      |   2.352539    -    7.032028   | 5d5.(4G).6s      | 5G        | 3    |                      | *          | 3    |   7 - 7   |    |        |       L153  |
W I       |         264.9024   |                    |       3 |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
