-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |    Observed     |      Ritz       |  Rel. |    Aki     | Acc. |         Ei           Ek         |                 Lower level                  |                  Upper level                  |  gi   gk  |   Type|                                      TP  |   Line  |
          |   Wavelength    |   Wavelength    |  Int. |   (s^-1)   |      |        (eV)         (eV)        |----------------------------------------------|-----------------------------------------------|           |       |                                     Ref. |   Ref.  |
          |    Vac (nm)     |    Vac (nm)     |       |            |      |                                 | Conf.                     | Term       | J   | Conf.                     | Term       | J    |           |       |                                          |         |
Si I      |                 |       3416.4    |       | 2.61e+06   | B    |     6.8031408  -      7.1660476 | 3s2.3p.5s                 | 1P*        | 1   | 3s2.3p.5p                 | 1D         | 2    |   3 - 5   |       |                                    T6066 |         |
Si II     |                 |       3423.2    |       | 3.18e+06   | C    |    14.694962   -     15.057152  | 3s2.6d                    | 2D         | 3/2 | 3s.3p.(3P*).4s            | 2P*        | 1/2  |   4 - 2   |       |                               T6527c4,LS |         |
Si II     |                 |       3426.7    |       | 1.89e+06   | B    |    14.784523   -     15.146341  | 3s2.7p                    | 2P*        | 1/2 | 3s2.7d                    | 2D         | 3/2  |   2 - 4   |       |                                    T7166 |         |
Si XII    |                 |       3448      |       | 3.57e+05   | A+   |  [468.64]      -    469.00      | 1s2.6p                    | 2P*        | 3/2 | 1s2.6d                    | 2D         | 5/2  |   4 - 6   |       |                              T5118c63,LS |         |
Si XII    |                 |       3448      |       | 5.95e+04   | A+   |  [468.64]      -    469.00      | 1s2.6p                    | 2P*        | 3/2 | 1s2.6d                    | 2D         | 3/2  |   4 - 4   |       |                              T5118c63,LS |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si I      |                 |       3448.5    |       | 1.40e+04   | D    |     7.0692685  -      7.4288029 | 3s2.3p.5p                 | 3D         | 2   | 3s2.3p.nd                 | a 3P*      | 2    |   5 - 5   |       |                                  T6066LS |         |
Si II     |                 |       3460.5    |       | 2.28e+06   | B    |    14.788068   -     15.146349  | 3s2.7p                    | 2P*        | 3/2 | 3s2.7d                    | 2D         | 5/2  |   4 - 6   |       |                                    T7166 |         |
Si II     |                 |       3460.6    |       | 3.80e+05   | C+   |    14.788068   -     15.146341  | 3s2.7p                    | 2P*        | 3/2 | 3s2.7d                    | 2D         | 3/2  |   4 - 4   |       |                                    T7166 |         |
Si II     |                 |       3487.0    |       | 4.06e+05   | D    |    15.43550    -     15.791061  | 3s2.8d                    | 2D         | 5/2 | 3s2.10f                   | 2F*        | 7/2  |   6 - 8   |       |                               T6527c4,LS |         |
Si II     |                 |       3487.0    |       | 2.71e+04   | E    |    15.43550    -     15.791061  | 3s2.8d                    | 2D         | 5/2 | 3s2.10f                   | 2F*        | 5/2  |   6 - 6   |       |                               T6527c4,LS |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si II     |                 |       3487.0    |       | 3.80e+05   | E    |    15.43550    -     15.791061  | 3s2.8d                    | 2D         | 3/2 | 3s2.10f                   | 2F*        | 5/2  |   4 - 6   |       |                               T6527c4,LS |         |
Si II     |                 |       3493.8    |       | 2.19e+05   | C+   |    12.525262   -     12.880129  | 3s2.4d                    | 2D         | 3/2 | 3s2.5p                    | 2P*        | 3/2  |   4 - 4   |       |                               T6527c4,LS |         |
Si II     |                 |       3495.4    |       | 1.97e+06   | B    |    12.525423   -     12.880129  | 3s2.4d                    | 2D         | 5/2 | 3s2.5p                    | 2P*        | 3/2  |   6 - 4   |       |                               T6527c4,LS |         |
Si III    |                 |       3498.3    |       | 4.32e+03   | E    |    31.561049   -     31.91547   | 3s.8f                     | 3F*        | 2   | 3s.9d                     | 3D         | 3    |   5 - 7   |       |                               T6298c4,LS |         |
Si III    |                 |       3498.3    |       | 1.93e+06   | C    |    31.561049   -     31.91547   | 3s.8f                     | 3F*        | 2   | 3s.9d                     | 3D         | 1    |   5 - 3   |       |                               T6298c4,LS |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si III    |                 |       3498.3    |       | 2.15e+05   | D+   |    31.561049   -     31.91547   | 3s.8f                     | 3F*        | 2   | 3s.9d                     | 3D         | 2    |   5 - 5   |       |                               T6298c4,LS |         |
Si III    |                 |       3498.5    |       | 1.54e+05   | D+   |    31.561078   -     31.91547   | 3s.8f                     | 3F*        | 3   | 3s.9d                     | 3D         | 3    |   7 - 7   |       |                               T6298c4,LS |         |
Si III    |                 |       3498.5    |       | 1.72e+06   | C    |    31.561078   -     31.91547   | 3s.8f                     | 3F*        | 3   | 3s.9d                     | 3D         | 2    |   7 - 5   |       |                               T6298c4,LS |         |
Si III    |                 |       3499.0    |       | 1.77e+06   | C    |    31.561125   -     31.91547   | 3s.8f                     | 3F*        | 4   | 3s.9d                     | 3D         | 3    |   9 - 7   |       |                               T6298c4,LS |         |
Si I      |                 |       3501.1    |       | 2.67e+06   | C    |     7.0398757  -      7.3940044 | 3s2.3p.5p                 | 1P         | 1   | 3s2.3p.(2P*<3/2>).6s<1/2> | (3/2,1/2)* | 1    |   3 - 3   |       |                                 T6066LS' |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si II     |                 |       3505.9    |       | 1.18e+06   | C+   |    14.792702   -     15.146349  | 3s2.6f                    | 2F*        | 7/2 | 3s2.7d                    | 2D         | 5/2  |   8 - 6   |       |                               T6527c4,LS |         |
Si II     |                 |       3506.07   |       | 5.91e+04   | D+   |    14.792721   -     15.146349  | 3s2.6f                    | 2F*        | 5/2 | 3s2.7d                    | 2D         | 5/2  |   6 - 6   |       |                               T6527c4,LS |         |
Si II     |                 |       3506.1    |       | 1.24e+06   | C+   |    14.792721   -     15.146341  | 3s2.6f                    | 2F*        | 5/2 | 3s2.7d                    | 2D         | 3/2  |   6 - 4   |       |                               T6527c4,LS |         |
Si I      |                 |       3523.8    |       | 1.35e+05   | C+   |     5.8708445  -      6.2226912 | 3s2.3p.3d                 | 1D*        | 2   | 3s2.3p.4p                 | 1D         | 2    |   5 - 5   |       |                                 T8363c22 |         |
Si II     |                 |       3524.0    |       | 2.13e+06   | B    |    12.525262   -     12.877091  | 3s2.4d                    | 2D         | 3/2 | 3s2.5p                    | 2P*        | 1/2  |   4 - 2   |       |                               T6527c4,LS |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si I      |                 |       3530.8    |       | 3.06e+04   | D+   |     6.7181165  -      7.0692685 | 3s2.3p.3d                 | 3D*        | 1   | 3s2.3p.5p                 | 3D         | 2    |   3 - 5   |       |                                  T6066LS |         |
Si I      |                 |       3538.4    |       | 6.38e+03   | C    |     5.6135319  -      5.9639280 | 3s.3p3                    | 3D*        | 1   | 3s2.3p.4p                 | 3D         | 2    |   3 - 5   |       |                                 T8363c22 |         |
Si XI     |                 |       3541      |       | 4.04e-01   | A+   |    55.008      -     55.3582    | 1s2.2p2                   | 3P         | 0   | 1s2.2p2                   | 3P         | 1    |   1 - 3   | M1    |                                      c22 |         |
Si II     |                 |       3555.02   |       | 5.65e+01   | C    |    10.066443   -     10.415201  | 3s2.4p                    | 2P*        | 1/2 | 3s.3p2                    | 2P         | 3/2  |   2 - 4   |       |                                      c22 |         |
Si I      |                 |       3555.7    |       | 1.39e+05   | C    |     6.7205746  -      7.0692685 | 3s2.3p.3d                 | 3D*        | 2   | 3s2.3p.5p                 | 3D         | 2    |   5 - 5   |       |                                  T6066LS |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si I      |                 |       3558.7    |       | 4.38e+05   | C    |     7.526402   -      7.8747985 | 3s2.3p.(2P*<3/2>).6p<3/2> | (3/2,3/2)  | 3   | 3s2.3p.7d                 | 3F*        | 4    |   7 - 9   |       |                                 T6066LS' |         |
Si I      |                 |       3560.4    |       | 2.79e+04   | C    |     5.6156943  -      5.9639280 | 3s.3p3                    | 3D*        | 2   | 3s2.3p.4p                 | 3D         | 2    |   5 - 5   |       |                                 T8363c22 |         |
Si III    |                 |       3567.7    |       | 7.65e+04   | B    |    28.122131   -     28.469647  | 3p.4s                     | 3P*        | 2   | 3s.6s                     | 3S         | 1    |   5 - 3   |       |                               T6298c4,LS |         |
Si I      |                 |       3570.7    |       | 1.14e+06   | C+   |     6.7606376  -      7.1078640 | 3s2.3p.5s                 | 3P*        | 2   | 3s2.3p.5p                 | 3P         | 1    |   5 - 3   |       |                                  T6066LS |         |
Si III    |                 |       3573.7    |       | 4.32e+06   | B    |    30.022166   -     30.369100  | 3s.7s                     | 3S         | 1   | 3s.7p                     | 3P*        | 2    |   3 - 5   |       |                               T6298c4,LS |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si I      |                 |       3580.4    |       | 1.47e+05   | C    |     6.7181165  -      7.0644034 | 3s2.3p.3d                 | 3D*        | 1   | 3s2.3p.5p                 | 3D         | 1    |   3 - 3   |       |                                  T6066LS |         |
Si II     |                 |       3581.3    |       | 3.51e+06   | B+   |    13.785116   -     14.131312  | 3s2.6s                    | 2S         | 1/2 | 3s2.6p                    | 2P*        | 3/2  |   2 - 4   |       |                               T6527c4,LS |         |
Si III    |                 |       3586.5    |       | 4.26e+06   | B    |    30.022166   -     30.367866  | 3s.7s                     | 3S         | 1   | 3s.7p                     | 3P*        | 1    |   3 - 3   |       |                               T6298c4,LS |         |
Si III    |                 |       3592.4    |       | 4.25e+06   | B    |    30.022166   -     30.367291  | 3s.7s                     | 3S         | 1   | 3s.7p                     | 3P*        | 0    |   3 - 1   |       |                               T6298c4,LS |         |
Si I      |                 |       3596.5    |       | 1.16e+04   | C    |     5.6191930  -      5.9639280 | 3s.3p3                    | 3D*        | 3   | 3s2.3p.4p                 | 3D         | 2    |   7 - 5   |       |                                 T8363c22 |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si II     |                 |       3600.2    |       | 3.44e+06   | B    |    13.785116   -     14.129497  | 3s2.6s                    | 2S         | 1/2 | 3s2.6p                    | 2P*        | 1/2  |   2 - 2   |       |                               T6527c4,LS |         |
Si I      |                 |       3606.0    |       | 4.78e+04   | D+   |     6.7205746  -      7.0644034 | 3s2.3p.3d                 | 3D*        | 2   | 3s2.3p.5p                 | 3D         | 1    |   5 - 3   |       |                                  T6066LS |         |
Si I      |                 |       3623.3    |       | 2.94e+04   | D+   |     6.7270828  -      7.0692685 | 3s2.3p.3d                 | 3D*        | 3   | 3s2.3p.5p                 | 3D         | 2    |   7 - 5   |       |                                  T6066LS |         |
Si II     |                 |       3632.5    |       | 8.00e+00   | C    |    10.073880   -     10.415201  | 3s2.4p                    | 2P*        | 3/2 | 3s.3p2                    | 2P         | 3/2  |   4 - 4   |       |                                      c22 |         |
Si I      |                 |       3644.5    |       | 2.77e+04   | C    |     5.6135319  -      5.9537304 | 3s.3p3                    | 3D*        | 1   | 3s2.3p.4p                 | 3D         | 1    |   3 - 3   |       |                                 T8363c22 |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si I      |                 |       3658.7    |       | 1.52e+06   | B    |     6.7255253  -      7.0644034 | 3s2.3p.5s                 | 3P*        | 0   | 3s2.3p.5p                 | 3D         | 1    |   1 - 3   |       |                                  T6066LS |         |
Si III    |                 |       3658.9    |       | 5.76e-07   | D    |    24.994933   -     25.333789  | 3s.4d                     | 3D         | 1   | 3s.4d                     | 1D         | 2    |   3 - 5   | M1    |                                      c44 |         |
Si III    |                 |       3658.9    |       | 4.29e-09   | C    |    24.994933   -     25.333789  | 3s.4d                     | 3D         | 1   | 3s.4d                     | 1D         | 2    |   3 - 5   | E2    |                                      c44 |         |
Si III    |                 |       3659.6    |       | 2.09e-09   | C    |    24.995001   -     25.333789  | 3s.4d                     | 3D         | 2   | 3s.4d                     | 1D         | 2    |   5 - 5   | E2    |                                      c44 |         |
Si III    |                 |       3659.6    |       | 1.07e-07   | D    |    24.995001   -     25.333789  | 3s.4d                     | 3D         | 2   | 3s.4d                     | 1D         | 2    |   5 - 5   | M1    |                                      c44 |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si III    |                 |       3661.2    |       | 5.22e-09   | C    |    24.995150   -     25.333789  | 3s.4d                     | 3D         | 3   | 3s.4d                     | 1D         | 2    |   7 - 5   | E2    |                                      c44 |         |
Si III    |                 |       3661.2    |       | 5.97e-07   | D    |    24.995150   -     25.333789  | 3s.4d                     | 3D         | 3   | 3s.4d                     | 1D         | 2    |   7 - 5   | M1    |                                      c44 |         |
Si I      |                 |       3667.8    |       | 1.46e+04   | C    |     5.6156943  -      5.9537304 | 3s.3p3                    | 3D*        | 2   | 3s2.3p.4p                 | 3D         | 1    |   5 - 3   |       |                                 T8363c22 |         |
Si I      |                 |       3677.4    |       | 6.48e+04   | D+   |     7.0916515  -      7.4288029 | 3s2.3p.5p                 | 3D         | 3   | 3s2.3p.nd                 | a 3P*      | 2    |   7 - 5   |       |                                  T6066LS |         |
Si I      |                 |       3683.8    |       | 5.55e+05   | C+   |     7.1037839  -      7.4403485 | 3s2.3p.5p                 | 3P         | 0   | 3s2.3p.nd                 | a 3P*      | 1    |   1 - 3   |       |                                  T6066LS |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si I      |                 |       3685.0    |       | 1.67e+06   | C+   |     7.1078640  -      7.444321  | 3s2.3p.5p                 | 3P         | 1   | 3s2.3p.nd                 | a 3P*      | 0    |   3 - 1   |       |                                  T6066LS |         |
Si I      |                 |       3698.7    |       | 1.98e+06   | B    |     6.7340552  -      7.0692685 | 3s2.3p.5s                 | 3P*        | 1   | 3s2.3p.5p                 | 3D         | 2    |   3 - 5   |       |                                  T6066LS |         |
Si I      |                 |       3729.021  |       | 4.01e+05   | C    |     7.1078640  -      7.4403485 | 3s2.3p.5p                 | 3P         | 1   | 3s2.3p.nd                 | a 3P*      | 1    |   3 - 3   |       |                                  T6066LS |         |
Si III    |                 |       3736.5    |       | 3.25e+02   | D+   |    24.663327   -     24.995150  | 3p.3d                     | 3F*        | 2   | 3s.4d                     | 3D         | 3    |   5 - 7   |       |                                      c44 |         |
Si III    |                 |       3737.3    |       | 2.03e+03   | C    |    30.055119   -     30.386863  | 3s.6f                     | 3F*        | 2   | 3p.4p                     | 3D         | 3    |   5 - 7   |       |                               T6298c4,LS |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si III    |                 |       3737.9    |       | 7.21e+04   | B    |    30.055167   -     30.386863  | 3s.6f                     | 3F*        | 3   | 3p.4p                     | 3D         | 3    |   7 - 7   |       |                               T6298c4,LS |         |
Si III    |                 |       3738.1    |       | 1.59e+04   | B    |    24.663327   -     24.995001  | 3p.3d                     | 3F*        | 2   | 3s.4d                     | 3D         | 2    |   5 - 5   |       |                                      c44 |         |
Si III    |                 |       3738.5    |       | 8.35e+05   | B+   |    30.055220   -     30.386863  | 3s.6f                     | 3F*        | 4   | 3p.4p                     | 3D         | 3    |   9 - 7   |       |                               T6298c4,LS |         |
Si III    |                 |       3738.9    |       | 1.44e+05   | B+   |    24.663327   -     24.994933  | 3p.3d                     | 3F*        | 2   | 3s.4d                     | 3D         | 1    |   5 - 3   |       |                                      c44 |         |
Si I      |                 |       3745.6    |       | 2.55e+06   | B+   |     6.7606376  -      7.0916515 | 3s2.3p.5s                 | 3P*        | 2   | 3s2.3p.5p                 | 3D         | 3    |   5 - 7   |       |                                  T6066LS |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si I      |                 |       3753.1    |       | 1.06e+06   | C+   |     6.7340552  -      7.0644034 | 3s2.3p.5s                 | 3P*        | 1   | 3s2.3p.5p                 | 3D         | 1    |   3 - 3   |       |                                  T6066LS |         |
Si II     |                 |       3761.3    |       | 9.12e+05   | C+   |    15.146341   -     15.475973  | 3s2.7d                    | 2D         | 3/2 | 3s2.8f                    | 2F*        | 5/2  |   4 - 6   |       |                               T6527c4,LS |         |
Si II     |                 |       3761.4    |       | 6.51e+04   | D+   |    15.146349   -     15.475973  | 3s2.7d                    | 2D         | 5/2 | 3s2.8f                    | 2F*        | 5/2  |   6 - 6   |       |                               T6527c4,LS |         |
Si II     |                 |       3761.5    |       | 9.76e+05   | C+   |    15.146349   -     15.475966  | 3s2.7d                    | 2D         | 5/2 | 3s2.8f                    | 2F*        | 7/2  |   6 - 8   |       |                               T6527c4,LS |         |
Si I      |                 |       3793.4    |       | 4.02e+04   | E    |     7.526402   -      7.853246  | 3s2.3p.(2P*<3/2>).6p<3/2> | (3/2,3/2)  | 3   | 3s2.3p.7d                 | 3F*        | 3    |   7 - 7   |       |                                 T6066LS' |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si I      |                 |       3823.1    |       | 1.10e+05   | C    |     7.319059   -      7.6433624 | 3s2.3p.4d                 | 3D*        | 2   | 3s2.3p.(2P*<3/2>).5f      | 2[3/2]     | 2    |   5 - 5   |       |                                 T6066LS' |         |
Si II     |                 |       3830.5    |       | 2.03e+01   | C    |    10.066443   -     10.390118  | 3s2.4p                    | 2P*        | 1/2 | 3s.3p2                    | 2P         | 1/2  |   2 - 2   |       |                                      c22 |         |
Si II     |                 |       3831.5    |       | 5.04e+04   | E    |    15.475966   -     15.799557  | 3s2.8f                    | 2F*        | 7/2 | 3s2.10g                   | 2G         | 7/2  |   8 - 8   |       |                               T6527c4,LS |         |
Si II     |                 |       3831.5    |       | 8.03e+05   | D+   |    15.475966   -     15.799557  | 3s2.8f                    | 2F*        | 7/2 | 3s2.10g                   | 2G         | 9/2  |   8 - 10  |       |                               T6527c4,LS |         |
Si II     |                 |       3831.6    |       | 7.02e+05   | D    |    15.475973   -     15.799557  | 3s2.8f                    | 2F*        | 5/2 | 3s2.10g                   | 2G         | 7/2  |   6 - 8   |       |                               T6527c4,LS |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si I      |                 |       3859.0    |       | 3.19e+05   | C    |     7.3220738  -      7.6433624 | 3s2.3p.4d                 | 3D*        | 1   | 3s2.3p.(2P*<3/2>).5f      | 2[3/2]     | 2    |   3 - 5   |       |                                 T6066LS' |         |
Si I      |                 |       3863.2    |       | 3.62e+05   | C+   |     7.1078640  -      7.4288029 | 3s2.3p.5p                 | 3P         | 1   | 3s2.3p.nd                 | a 3P*      | 2    |   3 - 5   |       |                                  T6066LS |         |
Si I      |                 |       3872.4    |       | 1.14e+04   | C    |     5.9537304  -      6.273903  | 3s2.3p.4p                 | 3D         | 1   | 3s2.3p.3d                 | 3P*        | 0    |   3 - 1   |       |                                 T8363c22 |         |
Si I      |                 |       3886.1    |       | 2.77e+04   | C+   |     6.3990739  -      6.7181165 | 3s2.3p.4p                 | 1S         | 0   | 3s2.3p.3d                 | 3D*        | 1    |   1 - 3   |       |                                 T8363c22 |         |
Si III    |                 |       3886.5    |       | 1.03e+04   | B    |    24.676140   -     24.995150  | 3p.3d                     | 3F*        | 3   | 3s.4d                     | 3D         | 3    |   7 - 7   |       |                                      c44 |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si III    |                 |       3888.3    |       | 1.16e+05   | B+   |    24.676140   -     24.995001  | 3p.3d                     | 3F*        | 3   | 3s.4d                     | 3D         | 2    |   7 - 5   |       |                                      c44 |         |
Si II     |                 |       3892.3    |       | 1.19e+06   | C    |    14.784523   -     15.103058  | 3s2.7p                    | 2P*        | 1/2 | 3s2.8s                    | 2S         | 1/2  |   2 - 2   |       |                               T6527c4,LS |         |
Si XIII   |                 |       3893      |       | 3.54e+05   | A    | [2390.1916]    -  [2390.5101]   | 1s.7s                     | 3S         | 1   | 1s.7p                     | 3P*        | 2    |   3 - 5   |       |                               T5231c4,LS |         |
Si I      |                 |       3895.9    |       | 3.79e+03   | D+   |     5.8624764  -      6.1807152 | 3s2.3p.4p                 | 1P         | 1   | 3s2.3p.3d                 | 3F*        | 2    |   3 - 5   |       |                                 T8363c22 |         |
Si II     |                 |       3920.6    |       | 6.78e+00   | C    |    10.073880   -     10.390118  | 3s2.4p                    | 2P*        | 3/2 | 3s.3p2                    | 2P         | 1/2  |   4 - 2   |       |                                      c22 |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si I      |                 |       3927.2    |       | 4.61e+03   | C    |     5.9537304  -      6.2694342 | 3s2.3p.4p                 | 3D         | 1   | 3s2.3p.3d                 | 3P*        | 1    |   3 - 3   |       |                                 T8363c22 |         |
Si IX     |                 |       3929      |       | 2.89e-01   | A    |     0.0000     -      0.31554   | 2s2.2p2                   | 3P         | 0   | 2s2.2p2                   | 3P         | 1    |   1 - 3   | M1    |                            T7333c7,T6645 |         |
Si I      |                 |       3933.6    |       | 5.70e+05   | C+   |     7.1251535  -      7.4403485 | 3s2.3p.5p                 | 3P         | 2   | 3s2.3p.nd                 | a 3P*      | 1    |   5 - 3   |       |                                  T6066LS |         |
Si II     |                 |       3936.1    |       | 2.30e+06   | C+   |    14.788068   -     15.103058  | 3s2.7p                    | 2P*        | 3/2 | 3s2.8s                    | 2S         | 1/2  |   4 - 2   |       |                               T6527c4,LS |         |
Si II     |                 |       3947.7    |       | 7.85e+05   | B    |    12.525262   -     12.839327  | 3s2.4d                    | 2D         | 3/2 | 3s2.4f                    | 2F*        | 5/2  |   4 - 6   |       |                               T6527c4,LS |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si II     |                 |       3949.7    |       | 5.60e+04   | C    |    12.525423   -     12.839327  | 3s2.4d                    | 2D         | 5/2 | 3s2.4f                    | 2F*        | 5/2  |   6 - 6   |       |                               T6527c4,LS |         |
Si II     |                 |       3949.9    |       | 8.40e+05   | B+   |    12.525423   -     12.839311  | 3s2.4d                    | 2D         | 5/2 | 3s2.4f                    | 2F*        | 7/2  |   6 - 8   |       |                               T6527c4,LS |         |
Si I      |                 |       3955.5    |       | 2.79e+04   | E    |     7.0644034  -      7.3778482 | 3s2.3p.5p                 | 3D         | 1   | 3s2.3p.(2P*<3/2>).6s<1/2> | (3/2,1/2)* | 2    |   3 - 5   |       |                                 T6066LS' |         |
Si I      |                 |       3968.9    |       | 4.34e+04   | D    |     7.639208   -      7.951594  | 3s2.3p.(2P*<3/2>).5f      | 2[9/2]     | 5   | 3s2.3p.8d                 | 3F*        | 4    |  11 - 9   |       |                                 T6066LS' |         |
Si I      |                 |       3995.5    |       | 8.77e+05   | B    |     7.1660476  -      7.4763538 | 3s2.3p.5p                 | 1D         | 2   | 3s2.3p.5d                 | 1D*        | 2    |   5 - 5   |       |                                    T6066 |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si I      |                 |       3999.07   |       | 1.73e+06   | C+   |     7.1342886  -      7.444321  | 3s2.3p.5p                 | 3S         | 1   | 3s2.3p.nd                 | a 3P*      | 0    |   3 - 1   |       |                                  T6066LS |         |
Si I      |                 |       3999.4    |       | 1.35e+03   | E    |     7.526402   -      7.836408  | 3s2.3p.(2P*<3/2>).6p<3/2> | (3/2,3/2)  | 3   | 3s2.3p.7d                 | 3F*        | 2    |   7 - 5   |       |                                 T6066LS' |         |
Si I      |                 |       4000.7    |       | 5.95e+04   | D    |     7.0287762  -      7.338682  | 3s2.3p.4d                 | 3P*        | 2   | 3s2.3p.(2P*<3/2>).4f      | 2[3/2]     | 1    |   5 - 3   |       |                                 T6066LS' |         |
Si I      |                 |       4015.7    |       | 8.81e+05   | C+   |     7.029935   -      7.338682  | 3s2.3p.4d                 | 3P*        | 1   | 3s2.3p.(2P*<3/2>).4f      | 2[3/2]     | 1    |   3 - 3   |       |                                 T6066LS' |         |
Si I      |                 |       4017.2    |       | 5.17e+05   | C+   |     6.7606376  -      7.0692685 | 3s2.3p.5s                 | 3P*        | 2   | 3s2.3p.5p                 | 3D         | 2    |   5 - 5   |       |                                  T6066LS |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si I      |                 |       4017.9    |       | 3.97e+05   | D    |     7.0692685  -      7.3778482 | 3s2.3p.5p                 | 3D         | 2   | 3s2.3p.(2P*<3/2>).6s<1/2> | (3/2,1/2)* | 2    |   5 - 5   |       |                                 T6066LS' |         |
Si X      |                 |       4032      |       | 1.15e-08   | D+   |    19.963+x    -     20.270+x   | 2s.2p2                    | 4P         | 1/2 | 2s.2p2                    | 4P         | 3/2  |   2 - 4   | E2    |                                  T7194c7 |         |
Si X      |                 |       4032      |       | 3.43e-01   | B    |    19.963+x    -     20.270+x   | 2s.2p2                    | 4P         | 1/2 | 2s.2p2                    | 4P         | 3/2  |   2 - 4   | M1    |                                  T7194c7 |         |
Si I      |                 |       4032.6    |       | 5.84e+02   | C    |     5.9537304  -      6.2611819 | 3s2.3p.4p                 | 3D         | 1   | 3s2.3p.3d                 | 3P*        | 2    |   3 - 5   |       |                                 T8363c22 |         |
Si I      |                 |       4051.0    |       | 1.66e+06   | B    |     7.1342886  -      7.4403485 | 3s2.3p.5p                 | 3S         | 1   | 3s2.3p.nd                 | a 3P*      | 1    |   3 - 3   |       |                                  T6066LS |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si I      |                 |       4058.3    |       | 7.00e+03   | C    |     5.9639280  -      6.2694342 | 3s2.3p.4p                 | 3D         | 2   | 3s2.3p.3d                 | 3P*        | 1    |   5 - 3   |       |                                 T8363c22 |         |
Si I      |                 |       4069.9    |       | 1.13e+06   | C+   |     7.034043   -      7.338682  | 3s2.3p.4d                 | 3P*        | 0   | 3s2.3p.(2P*<3/2>).4f      | 2[3/2]     | 1    |   1 - 3   |       |                                 T6066LS' |         |
Si III    |                 |       4073.04   |       | 7.80e+04   | B    |    30.055119   -     30.359521  | 3s.6f                     | 3F*        | 2   | 3p.4p                     | 3D         | 2    |   5 - 5   |       |                               T6298c4,LS |         |
Si III    |                 |       4073.7    |       | 6.25e+05   | B+   |    30.055167   -     30.359521  | 3s.6f                     | 3F*        | 3   | 3p.4p                     | 3D         | 2    |   7 - 5   |       |                               T6298c4,LS |         |
Si I      |                 |       4081.6    |       | 5.47e+04   | D+   |     6.7606376  -      7.0644034 | 3s2.3p.5s                 | 3P*        | 2   | 3s2.3p.5p                 | 3D         | 1    |   5 - 3   |       |                                  T6066LS |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si I      |                 |       4083.1    |       | 9.16e+05   | B    |     7.1251535  -      7.4288029 | 3s2.3p.5p                 | 3P         | 2   | 3s2.3p.nd                 | a 3P*      | 2    |   5 - 5   |       |                                  T6066LS |         |
Si III    |                 |       4106.1    |       | 1.04e+05   | B+   |    24.693201   -     24.995150  | 3p.3d                     | 3F*        | 4   | 3s.4d                     | 3D         | 3    |   9 - 7   |       |                                      c44 |         |
Si III    |                 |       4113.8    |       | 2.82e+06   | B    |    30.740071   -     31.041455  | 3p.4p                     | 1D         | 2   | 3s.7f                     | 1F*        | 3    |   5 - 7   |       |                                  T6298c4 |         |
Si XIII   |                 |       4129      |       | 9.83e+04   | A    | [2373.4104]    -  [2373.7107]   | 1s.6p                     | 3P*        | 0   | 1s.6d                     | 3D         | 1    |   1 - 3   |       |                               T5231c4,LS |         |
Si XIII   |                 |       4161      |       | 2.90e+05   | A    | [2390.1916]    -  [2390.4895]   | 1s.7s                     | 3S         | 1   | 1s.7p                     | 3P*        | 1    |   3 - 3   |       |                               T5231c4,LS |         |
