---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |          Observed          |   Unc.   |            Ritz            |     Unc.     |  Rel. |     Aki      | Acc. |         Ei           Ek         |      Lower level      |      Upper level      |  gi   gk  |Type|      TP  |       Line  |
          |         Wavelength         |   (nm)   |         Wavelength         |     (nm)     |  Int. |    (s^-1)    |      |        (eV)         (eV)        |-----------------------|-----------------------|           |    |     Ref. |       Ref.  |
          |          Vac (nm)          |          |          Vac (nm)          |              |       |              |      |                                 | Conf.  | Term | J     | Conf.  | Term | J     |           |    |          |             |
He I      |                            |          |            27733.6093259   |  0.0000023   |       | 4.0994e+04   | AAA  | [24.37471966]  -  [24.41942506] | 1s.8d  | 1D   | 2     | 1s.9f  | 1F*  | 3     |   5 - 7   |    | T8636c73 |             |
He I      |                            |          |            27733.7916626   |  0.0000023   |       | 1.158e+04    | AA   | [24.37471966]  -  [24.41942476] | 1s.8d  | 1D   | 2     | 1s.9f  | 3F*  | 3     |   5 - 7   |    | T8636c73 |             |
He I      |                            |          |            27780.8413268   |  0.0000008   |       | 3.981e+03    | AA   | [24.37480704]  -  [24.41943642] | 1s.8f  | 3F*  | 3     | 1s.9g  | 1G   | 4     |   7 - 9   |    | T8636c73 |             |
He I      |                            |          |            27780.8638618   |  0.0000008   |       | 4.3847e+03   | AAA  | [24.37480704]  -  [24.41943639] | 1s.8f  | 3F*  | 3     | 1s.9g  | 3G   | 3     |   7 - 7   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |            27780.8880880   |  0.0000008   |       | 2.141e+03    | AA   | [24.37480711]  -  [24.41943642] | 1s.8f  | 3F*  | 4     | 1s.9g  | 1G   | 4     |   9 - 9   |    | T8636c73 |             |
He I      |                            |          |            27780.9106230   |  0.0000008   |       | 9.1071e+01   | AAA  | [24.37480711]  -  [24.41943639] | 1s.8f  | 3F*  | 4     | 1s.9g  | 3G   | 3     |   9 - 7   |    | T8636c73 |             |
He I      |                            |          |            27780.9337592   |  0.0000008   |       | 6.4008e+04   | AAA  | [24.37480704]  -  [24.41943628] | 1s.8f  | 3F*  | 3     | 1s.9g  | 3G   | 4     |   7 - 9   |    | T8636c73 |             |
He I      |                            |          |            27780.9439487   |  0.0000008   |       | 7.1399e+04   | AAA  | [24.37480711]  -  [24.41943633] | 1s.8f  | 3F*  | 4     | 1s.9g  | 3G   | 5     |   9 - 11  |    | T8636c73 |             |
He I      |                            |          |            27780.9805207   |  0.0000008   |       | 2.3211e+03   | AAA  | [24.37480711]  -  [24.41943628] | 1s.8f  | 3F*  | 4     | 1s.9g  | 3G   | 4     |   9 - 9   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |            27780.9936730   |  0.0000008   |       | 6.5571e+04   | AAA  | [24.37480724]  -  [24.41943639] | 1s.8f  | 3F*  | 2     | 1s.9g  | 3G   | 3     |   5 - 7   |    | T8636c73 |             |
He I      |                            |          |            27781.0985216   |  0.0000008   |       | 6.5277e+04   | AAA  | [24.37480745]  -  [24.41943642] | 1s.8f  | 1F*  | 3     | 1s.9g  | 1G   | 4     |   7 - 9   |    | T8636c73 |             |
He I      |                            |          |            27781.1210570   |  0.0000008   |       | 1.353e+03    | AA   | [24.37480745]  -  [24.41943639] | 1s.8f  | 1F*  | 3     | 1s.9g  | 3G   | 3     |   7 - 7   |    | T8636c73 |             |
He I      |                            |          |            27781.1909558   |  0.0000008   |       | 5.071e+03    | AA   | [24.37480745]  -  [24.41943628] | 1s.8f  | 1F*  | 3     | 1s.9g  | 3G   | 4     |   7 - 9   |    | T8636c73 |             |
He I      |                            |          |            27789.24662480  |  0.00000023  |       | 2.770e+00    | AA   | [24.37482326]  -  [24.41943915] | 1s.8g  | 3G   | 4     | 1s.9h  | 1H*  | 5     |   9 - 11  |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |            27789.26280707  |  0.00000023  |       | 2.4015e+03   | AAA  | [24.37482326]  -  [24.41943913] | 1s.8g  | 3G   | 4     | 1s.9h  | 3H*  | 4     |   9 - 9   |    | T8636c73 |             |
He I      |                            |          |            27789.29874816  |  0.00000023  |       | 1.832e+03    | AA   | [24.37482335]  -  [24.41943915] | 1s.8g  | 3G   | 5     | 1s.9h  | 1H*  | 5     |  11 - 11  |    | T8636c73 |             |
He I      |                            |          |            27789.30838416  |  0.00000023  |       | 9.2500e+04   | AAA  | [24.37482326]  -  [24.41943906] | 1s.8g  | 3G   | 4     | 1s.9h  | 3H*  | 5     |   9 - 11  |    | T8636c73 |             |
He I      |                            |          |            27789.31493049  |  0.00000023  |       | 4.6651e+01   | AAA  | [24.37482335]  -  [24.41943913] | 1s.8g  | 3G   | 5     | 1s.9h  | 3H*  | 4     |  11 - 9   |    | T8636c73 |             |
He I      |                            |          |            27789.33661548  |  0.00000023  |       | 9.4468e+04   | AAA  | [24.37482335]  -  [24.41943909] | 1s.8g  | 3G   | 5     | 1s.9h  | 3H*  | 6     |  11 - 13  |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |            27789.36050775  |  0.00000023  |       | 1.9470e+03   | AAA  | [24.37482335]  -  [24.41943906] | 1s.8g  | 3G   | 5     | 1s.9h  | 3H*  | 5     |  11 - 11  |    | T8636c73 |             |
He I      |                            |          |            27789.36241088  |  0.00000023  |       | 8.9803e+04   | AAA  | [24.37482342]  -  [24.41943913] | 1s.8g  | 3G   | 3     | 1s.9h  | 3H*  | 4     |   7 - 9   |    | T8636c73 |             |
He I      |                            |          |            27789.37831172  |  0.00000019  |       | 9.2633e+04   | AAA  | [24.37482348]  -  [24.41943915] | 1s.8g  | 1G   | 4     | 1s.9h  | 1H*  | 5     |   9 - 11  |    | T8636c73 |             |
He I      |                            |          |            27789.39449414  |  0.00000019  |       | 2.217e+03    | AA   | [24.37482348]  -  [24.41943913] | 1s.8g  | 1G   | 4     | 1s.9h  | 3H*  | 4     |   9 - 9   |    | T8636c73 |             |
He I      |                            |          |            27789.44007167  |  0.00000019  |       | 2.063e+01    | AA   | [24.37482348]  -  [24.41943906] | 1s.8g  | 1G   | 4     | 1s.9h  | 3H*  | 5     |   9 - 11  |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |            27791.13522510  |  0.00000005  |       | 2.656e+00    | AA   | [24.37482716]  -  [24.41944002] | 1s.8h  | 3H*  | 5     | 1s.9i  | 1I   | 6     |  11 - 13  |    | T8636c73 |             |
He I      |                            |          |            27791.14735829  |  0.00000005  |       | 2.0833e+03   | AAA  | [24.37482716]  -  [24.41944000] | 1s.8h  | 3H*  | 5     | 1s.9i  | 3I   | 5     |  11 - 11  |    | T8636c73 |             |
He I      |                            |          |            27791.16924804  |  0.00000005  |       | 1.667e+03    | AA   | [24.37482721]  -  [24.41944002] | 1s.8h  | 3H*  | 6     | 1s.9i  | 1I   | 6     |  13 - 13  |    | T8636c73 |             |
He I      |                            |          |            27791.17938999  |  0.00000005  |       | 1.2140e+05   | AAA  | [24.37482716]  -  [24.41943995] | 1s.8h  | 3H*  | 5     | 1s.9i  | 3I   | 6     |  11 - 13  |    | T8636c73 |             |
He I      |                            |          |            27791.18138126  |  0.00000005  |       | 2.8274e+01   | AAA  | [24.37482721]  -  [24.41944000] | 1s.8h  | 3H*  | 6     | 1s.9i  | 3I   | 5     |  13 - 11  |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |            27791.19665294  |  0.00000005  |       | 1.2316e+05   | AAA  | [24.37482721]  -  [24.41943997] | 1s.8h  | 3H*  | 6     | 1s.9i  | 3I   | 7     |  13 - 15  |    | T8636c73 |             |
He I      |                            |          |            27791.21226146  |  0.00000005  |       | 1.1909e+05   | AAA  | [24.37482726]  -  [24.41944000] | 1s.8h  | 3H*  | 4     | 1s.9i  | 3I   | 5     |   9 - 11  |    | T8636c73 |             |
He I      |                            |          |            27791.21341304  |  0.00000005  |       | 1.7547e+03   | AAA  | [24.37482721]  -  [24.41943995] | 1s.8h  | 3H*  | 6     | 1s.9i  | 3I   | 6     |  13 - 13  |    | T8636c73 |             |
He I      |                            |          |            27791.22317201  |  0.00000005  |       | 1.2149e+05   | AAA  | [24.37482730]  -  [24.41944002] | 1s.8h  | 1H*  | 5     | 1s.9i  | 1I   | 6     |  11 - 13  |    | T8636c73 |             |
He I      |                            |          |            27791.23530528  |  0.00000005  |       | 1.960e+03    | AA   | [24.37482730]  -  [24.41944000] | 1s.8h  | 1H*  | 5     | 1s.9i  | 3I   | 5     |  11 - 11  |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |            27791.26733718  |  0.00000005  |       | 1.074e+01    | AA   | [24.37482730]  -  [24.41943995] | 1s.8h  | 1H*  | 5     | 1s.9i  | 3I   | 6     |  11 - 13  |    | T8636c73 |             |
He I      |                            |          |            27792.230959576 |  0.000000023 |       | 4.3733e+00   | AAA  | [24.37482887]  -  [24.41943997] | 1s.8k  | 3K*  | 7     | 1s.9i  | 3I   | 7     |  15 - 15  |    | T8636c73 |             |
He I      |                            |          |            27792.237364618 |  0.000000023 |       | 4.809e+00    | AA   | [24.37482893]  -  [24.41944002] | 1s.8k  | 3K*  | 6     | 1s.9i  | 1I   | 6     |  13 - 13  |    | T8636c73 |             |
He I      |                            |          |            27792.247720920 |  0.000000023 |       | 4.7864e+02   | AAA  | [24.37482887]  -  [24.41943995] | 1s.8k  | 3K*  | 7     | 1s.9i  | 3I   | 6     |  15 - 13  |    | T8636c73 |             |
He I      |                            |          |            27792.248607336 |  0.000000023 |       | 4.7511e+02   | AAA  | [24.37482890]  -  [24.41943997] | 1s.8k  | 3K*  | 8     | 1s.9i  | 3I   | 7     |  17 - 15  |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |            27792.249498774 |  0.000000023 |       | 4.8371e+02   | AAA  | [24.37482893]  -  [24.41944000] | 1s.8k  | 3K*  | 6     | 1s.9i  | 3I   | 5     |  13 - 11  |    | T8636c73 |             |
He I      |                            |          |            27792.250749304 |  0.000000023 |       | 4.7888e+02   | AAA  | [24.37482895]  -  [24.41944002] | 1s.8k  | 1K*  | 7     | 1s.9i  | 1I   | 6     |  15 - 13  |    | T8636c73 |             |
He I      |                            |          |            27792.278156340 |  0.000000023 |       | 4.182e+00    | AA   | [24.37482895]  -  [24.41943997] | 1s.8k  | 1K*  | 7     | 1s.9i  | 3I   | 7     |  15 - 15  |    | T8636c73 |             |
He I      |                            |          |            27792.281533013 |  0.000000023 |       | 5.0631e+00   | AAA  | [24.37482893]  -  [24.41943995] | 1s.8k  | 3K*  | 6     | 1s.9i  | 3I   | 6     |  13 - 13  |    | T8636c73 |             |
He I      |                            |          |            27792.48161004  |  0.00000005  |       | 1.8638e+01   | AAA  | [24.37482840]  -  [24.41943909] | 1s.8i  | 3I   | 6     | 1s.9h  | 3H*  | 6     |  13 - 13  |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |            27792.48934624  |  0.00000005  |       | 2.082e+01    | AA   | [24.37482847]  -  [24.41943915] | 1s.8i  | 3I   | 5     | 1s.9h  | 1H*  | 5     |  11 - 11  |    | T8636c73 |             |
He I      |                            |          |            27792.50547582  |  0.00000005  |       | 1.5095e+03   | AAA  | [24.37482844]  -  [24.41943909] | 1s.8i  | 3I   | 7     | 1s.9h  | 3H*  | 6     |  15 - 13  |    | T8636c73 |             |
He I      |                            |          |            27792.50550772  |  0.00000005  |       | 1.5239e+03   | AAA  | [24.37482840]  -  [24.41943906] | 1s.8i  | 3I   | 6     | 1s.9h  | 3H*  | 5     |  13 - 11  |    | T8636c73 |             |
He I      |                            |          |            27792.50553228  |  0.00000005  |       | 1.5461e+03   | AAA  | [24.37482847]  -  [24.41943913] | 1s.8i  | 3I   | 5     | 1s.9h  | 3H*  | 4     |  11 - 9   |    | T8636c73 |             |
He I      |                            |          |            27792.50662341  |  0.00000005  |       | 1.5251e+03   | AAA  | [24.37482850]  -  [24.41943915] | 1s.8i  | 1I   | 6     | 1s.9h  | 1H*  | 5     |  13 - 11  |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |            27792.52722226  |  0.00000005  |       | 2.5412e-01   | AAA  | [24.37482847]  -  [24.41943909] | 1s.8i  | 3I   | 5     | 1s.9h  | 3H*  | 6     |  11 - 13  |    | T8636c73 |             |
He I      |                            |          |            27792.54449948  |  0.00000005  |       | 1.770e+01    | AA   | [24.37482850]  -  [24.41943909] | 1s.8i  | 1I   | 6     | 1s.9h  | 3H*  | 6     |  13 - 13  |    | T8636c73 |             |
He I      |                            |          |            27792.55112001  |  0.00000005  |       | 2.2128e+01   | AAA  | [24.37482847]  -  [24.41943906] | 1s.8i  | 3I   | 5     | 1s.9h  | 3H*  | 5     |  11 - 11  |    | T8636c73 |             |
He I      |                            |          |            27793.42927798  |  0.00000016  |       | 5.6179e+01   | AAA  | [24.37482716]  -  [24.41943633] | 1s.8h  | 3H*  | 5     | 1s.9g  | 3G   | 5     |  11 - 11  |    | T8636c73 |             |
He I      |                            |          |            27793.43828055  |  0.00000016  |       | 6.395e+01    | AA   | [24.37482726]  -  [24.41943642] | 1s.8h  | 3H*  | 4     | 1s.9g  | 1G   | 4     |   9 - 9   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |            27793.46083600  |  0.00000016  |       | 3.3315e+03   | AAA  | [24.37482726]  -  [24.41943639] | 1s.8h  | 3H*  | 4     | 1s.9g  | 3G   | 3     |   9 - 7   |    | T8636c73 |             |
He I      |                            |          |            27793.46132807  |  0.00000016  |       | 3.2669e+03   | AAA  | [24.37482730]  -  [24.41943642] | 1s.8h  | 1H*  | 5     | 1s.9g  | 1G   | 4     |  11 - 9   |    | T8636c73 |             |
He I      |                            |          |            27793.46330653  |  0.00000016  |       | 3.2214e+03   | AAA  | [24.37482721]  -  [24.41943633] | 1s.8h  | 3H*  | 6     | 1s.9g  | 3G   | 5     |  13 - 11  |    | T8636c73 |             |
He I      |                            |          |            27793.46588282  |  0.00000016  |       | 3.2621e+03   | AAA  | [24.37482716]  -  [24.41943628] | 1s.8h  | 3H*  | 5     | 1s.9g  | 3G   | 4     |  11 - 9   |    | T8636c73 |             |
He I      |                            |          |            27793.49419181  |  0.00000016  |       | 1.1013e+00   | AAA  | [24.37482726]  -  [24.41943633] | 1s.8h  | 3H*  | 4     | 1s.9g  | 3G   | 5     |   9 - 11  |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |            27793.51723941  |  0.00000016  |       | 5.285e+01    | AA   | [24.37482730]  -  [24.41943633] | 1s.8h  | 1H*  | 5     | 1s.9g  | 3G   | 5     |  11 - 11  |    | T8636c73 |             |
He I      |                            |          |            27793.53079682  |  0.00000016  |       | 6.9315e+01   | AAA  | [24.37482726]  -  [24.41943628] | 1s.8h  | 3H*  | 4     | 1s.9g  | 3G   | 4     |   9 - 9   |    | T8636c73 |             |
He I      |                            |          |            27798.0293631   |  0.0000005   |       | 4.639e+02    | AA   | [24.37482326]  -  [24.41942506] | 1s.8g  | 3G   | 4     | 1s.9f  | 1F*  | 3     |   9 - 7   |    | T8636c73 |             |
He I      |                            |          |            27798.1290297   |  0.0000005   |       | 8.644e+01    | AA   | [24.37482342]  -  [24.41942506] | 1s.8g  | 3G   | 3     | 1s.9f  | 1F*  | 3     |   7 - 7   |    | T8636c73 |             |
He I      |                            |          |            27798.1611332   |  0.0000005   |       | 5.5338e+03   | AAA  | [24.37482348]  -  [24.41942506] | 1s.8g  | 1G   | 4     | 1s.9f  | 1F*  | 3     |   9 - 7   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |            27798.1806698   |  0.0000005   |       | 1.5379e+02   | AAA  | [24.37482326]  -  [24.41942482] | 1s.8g  | 3G   | 4     | 1s.9f  | 3F*  | 4     |   9 - 9   |    | T8636c73 |             |
He I      |                            |          |            27798.2125477   |  0.0000005   |       | 5.4226e+03   | AAA  | [24.37482326]  -  [24.41942476] | 1s.8g  | 3G   | 4     | 1s.9f  | 3F*  | 3     |   9 - 7   |    | T8636c73 |             |
He I      |                            |          |            27798.2219416   |  0.0000005   |       | 6.0844e+03   | AAA  | [24.37482342]  -  [24.41942491] | 1s.8g  | 3G   | 3     | 1s.9f  | 3F*  | 2     |   7 - 5   |    | T8636c73 |             |
He I      |                            |          |            27798.2328266   |  0.0000005   |       | 5.7839e+03   | AAA  | [24.37482335]  -  [24.41942482] | 1s.8g  | 3G   | 5     | 1s.9f  | 3F*  | 4     |  11 - 9   |    | T8636c73 |             |
He I      |                            |          |            27798.2803375   |  0.0000005   |       | 4.6947e+00   | AAA  | [24.37482342]  -  [24.41942482] | 1s.8g  | 3G   | 3     | 1s.9f  | 3F*  | 4     |   7 - 9   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |            27798.3122157   |  0.0000005   |       | 2.9384e+02   | AAA  | [24.37482342]  -  [24.41942476] | 1s.8g  | 3G   | 3     | 1s.9f  | 3F*  | 3     |   7 - 7   |    | T8636c73 |             |
He I      |                            |          |            27798.3124414   |  0.0000005   |       | 1.420e+02    | AA   | [24.37482348]  -  [24.41942482] | 1s.8g  | 1G   | 4     | 1s.9f  | 3F*  | 4     |   9 - 9   |    | T8636c73 |             |
He I      |                            |          |            27798.3443197   |  0.0000005   |       | 3.679e+02    | AA   | [24.37482348]  -  [24.41942476] | 1s.8g  | 1G   | 4     | 1s.9f  | 3F*  | 3     |   9 - 7   |    | T8636c73 |             |
He I      |                            |          |            27826.4748719   |  0.0000023   |       | 2.370e+03    | AA   | [24.37480704]  -  [24.41936324] | 1s.8f  | 3F*  | 3     | 1s.9d  | 1D   | 2     |   7 - 5   |    | T8636c73 |             |
He I      |                            |          |            27826.7329124   |  0.0000023   |       | 7.9916e+03   | AAA  | [24.37480745]  -  [24.41936324] | 1s.8f  | 1F*  | 3     | 1s.9d  | 1D   | 2     |   7 - 5   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |            27843.6836760   |  0.0000023   |       | 7.1583e+03   | AAA  | [24.37480704]  -  [24.41933570] | 1s.8f  | 3F*  | 3     | 1s.9d  | 3D   | 2     |   7 - 5   |    | T8636c73 |             |
He I      |                            |          |            27843.6887168   |  0.0000023   |       | 1.0430e+04   | AAA  | [24.37480724]  -  [24.41933590] | 1s.8f  | 3F*  | 2     | 1s.9d  | 3D   | 1     |   5 - 3   |    | T8636c73 |             |
He I      |                            |          |            27843.6925699   |  0.0000023   |       | 6.3257e+02   | AAA  | [24.37480704]  -  [24.41933568] | 1s.8f  | 3F*  | 3     | 1s.9d  | 3D   | 3     |   7 - 7   |    | T8636c73 |             |
He I      |                            |          |            27843.7395428   |  0.0000023   |       | 9.5782e+03   | AAA  | [24.37480711]  -  [24.41933568] | 1s.8f  | 3F*  | 4     | 1s.9d  | 3D   | 3     |   9 - 7   |    | T8636c73 |             |
He I      |                            |          |            27843.8140748   |  0.0000023   |       | 1.1587e+03   | AAA  | [24.37480724]  -  [24.41933570] | 1s.8f  | 3F*  | 2     | 1s.9d  | 3D   | 2     |   5 - 5   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |            27843.8229688   |  0.0000023   |       | 2.3650e+01   | AAA  | [24.37480724]  -  [24.41933568] | 1s.8f  | 3F*  | 2     | 1s.9d  | 3D   | 3     |   5 - 7   |    | T8636c73 |             |
He I      |                            |          |            27843.9420357   |  0.0000023   |       | 2.113e+03    | AA   | [24.37480745]  -  [24.41933570] | 1s.8f  | 1F*  | 3     | 1s.9d  | 3D   | 2     |   7 - 5   |    | T8636c73 |             |
He I      |                            |          |            27843.9509298   |  0.0000023   |       | 1.952e+02    | AA   | [24.37480745]  -  [24.41933568] | 1s.8f  | 1F*  | 3     | 1s.9d  | 3D   | 3     |   7 - 7   |    | T8636c73 |             |
He I      |                            |          |            28244.71763     |  0.00008     |       | 3.9331e+04   | AAA  | [24.37546682]  -  [24.41936324] | 1s.8p  | 1P*  | 1     | 1s.9d  | 1D   | 2     |   3 - 5   |    | T8636c73 |             |
He I      |                            |          |            28262.44779     |  0.00008     |       | 2.987e+00    | AA   | [24.37546682]  -  [24.41933570] | 1s.8p  | 1P*  | 1     | 1s.9d  | 3D   | 2     |   3 - 5   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |            29387.84473     |  0.00006     |       | 2.6504e+04   | AAA  | [24.37468130]  -  [24.41687024] | 1s.8d  | 3D   | 1     | 1s.9p  | 3P*  | 0     |   3 - 1   |    | T8636c73 |             |
He I      |                            |          |            29388.44368     |  0.00006     |       | 1.9877e+04   | AAA  | [24.37468102]  -  [24.41686910] | 1s.8d  | 3D   | 2     | 1s.9p  | 3P*  | 1     |   5 - 3   |    | T8636c73 |             |
He I      |                            |          |            29388.49457     |  0.00006     |       | 2.2264e+04   | AAA  | [24.37468100]  -  [24.41686900] | 1s.8d  | 3D   | 3     | 1s.9p  | 3P*  | 2     |   7 - 5   |    | T8636c73 |             |
He I      |                            |          |            29388.50862     |  0.00006     |       | 3.9753e+03   | AAA  | [24.37468102]  -  [24.41686900] | 1s.8d  | 3D   | 2     | 1s.9p  | 3P*  | 2     |   5 - 5   |    | T8636c73 |             |
He I      |                            |          |            29388.64260     |  0.00006     |       | 6.6261e+03   | AAA  | [24.37468130]  -  [24.41686910] | 1s.8d  | 3D   | 1     | 1s.9p  | 3P*  | 1     |   3 - 3   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |            29388.70753     |  0.00006     |       | 2.6504e+02   | AAA  | [24.37468130]  -  [24.41686900] | 1s.8d  | 3D   | 1     | 1s.9p  | 3P*  | 2     |   3 - 5   |    | T8636c73 |             |
He I      |                            |          |            29415.38819     |  0.00006     |       | 1.541e+00    | AA   | [24.37471966]  -  [24.41686910] | 1s.8d  | 1D   | 2     | 1s.9p  | 3P*  | 1     |   5 - 3   |    | T8636c73 |             |
He I      |                            |          |            29730.70151     |  0.00016     |       | 1.0185e+03   | AAA  | [24.40777550]  -  [24.44947791] | 1s.9s  | 3S   | 1     | 1s.10p | 3P*  | 0     |   3 - 1   |    | T8636c73 |             |
He I      |                            |          |            29731.29492     |  0.00016     |       | 1.0185e+03   | AAA  | [24.40777550]  -  [24.44947708] | 1s.9s  | 3S   | 1     | 1s.10p | 3P*  | 1     |   3 - 3   |    | T8636c73 |             |
He I      |                            |          |            29731.34319     |  0.00016     |       | 1.0185e+03   | AAA  | [24.40777550]  -  [24.44947701] | 1s.9s  | 3S   | 1     | 1s.10p | 3P*  | 2     |   3 - 5   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |            32102.47743     |  0.00020     |       | 7.5513e+04   | AAA  | [24.37546682]  -  [24.41408820] | 1s.8p  | 1P*  | 1     | 1s.9s  | 1S   | 0     |   3 - 1   |    | T8636c73 |             |
He I      |                            |          |            32982.95793     |  0.00020     |       | 3.9092e+03   | AAA  | [24.41408820]  -  [24.45167858] | 1s.9s  | 1S   | 0     | 1s.10p | 1P*  | 1     |   1 - 3   |    | T8636c73 |             |
He I      |                            |          |            33866.67503     |  0.00022     |       | 5.2133e+04   | AAA  | [24.37116600]  -  [24.40777550] | 1s.8p  | 3P*  | 2     | 1s.9s  | 3S   | 1     |   5 - 3   |    | T8636c73 |             |
He I      |                            |          |            33866.79834     |  0.00022     |       | 3.1280e+04   | AAA  | [24.37116613]  -  [24.40777550] | 1s.8p  | 3P*  | 1     | 1s.9s  | 3S   | 1     |   3 - 3   |    | T8636c73 |             |
He I      |                            |          |            33868.31326     |  0.00022     |       | 1.0427e+04   | AAA  | [24.37116777]  -  [24.40777550] | 1s.8p  | 3P*  | 0     | 1s.9s  | 3S   | 1     |   1 - 3   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |            35848.6928      |  0.0014      |       | 1.8738e+04   | AAA  | [24.01121511]  -  [24.04580053] | 1s.5s  | 1S   | 0     | 1s.5p  | 1P*  | 1     |   1 - 3   |    | T8636c73 |             |
He I      |                            |          |            36036.59377     |  0.00009     |       | 4.0967e+02   | AAA  | [24.41686900]  -  [24.45127409] | 1s.9p  | 3P*  | 2     | 1s.10d | 3D   | 1     |   5 - 3   |    | T8636c73 |             |
He I      |                            |          |            36036.69140     |  0.00009     |       | 6.1450e+03   | AAA  | [24.41686910]  -  [24.45127409] | 1s.9p  | 3P*  | 1     | 1s.10d | 3D   | 1     |   3 - 3   |    | T8636c73 |             |
He I      |                            |          |            36036.74681     |  0.00009     |       | 3.6867e+03   | AAA  | [24.41686900]  -  [24.45127394] | 1s.9p  | 3P*  | 2     | 1s.10d | 3D   | 2     |   5 - 5   |    | T8636c73 |             |
He I      |                            |          |            36036.75770     |  0.00009     |       | 1.4748e+04   | AAA  | [24.41686900]  -  [24.45127393] | 1s.9p  | 3P*  | 2     | 1s.10d | 3D   | 3     |   5 - 7   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |            36036.84444     |  0.00009     |       | 1.1060e+04   | AAA  | [24.41686910]  -  [24.45127394] | 1s.9p  | 3P*  | 1     | 1s.10d | 3D   | 2     |   3 - 5   |    | T8636c73 |             |
He I      |                            |          |            36037.89114     |  0.00009     |       | 8.1934e+03   | AAA  | [24.41687024]  -  [24.45127409] | 1s.9p  | 3P*  | 0     | 1s.10d | 3D   | 1     |   1 - 3   |    | T8636c73 |             |
He I      |                            |          |            38366.97686     |  0.00010     |       | 9.4429e+03   | AAA  | [24.41936324]  -  [24.45167858] | 1s.9d  | 1D   | 2     | 1s.10p | 1P*  | 1     |   5 - 3   |    | T8636c73 |             |
He I      |                            |          |            38740.587467    |  0.000005    |       | 6.773e+02    | AA   | [24.41933568]  -  [24.45133938] | 1s.9d  | 3D   | 3     | 1s.10f | 1F*  | 3     |   7 - 7   |    | T8636c73 |             |
He I      |                            |          |            38740.604685    |  0.000005    |       | 5.228e+03    | AA   | [24.41933570]  -  [24.45133938] | 1s.9d  | 3D   | 2     | 1s.10f | 1F*  | 3     |   5 - 7   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |            38740.722488    |  0.000005    |       | 1.2241e+02   | AAA  | [24.41933568]  -  [24.45133927] | 1s.9d  | 3D   | 3     | 1s.10f | 3F*  | 2     |   7 - 5   |    | T8636c73 |             |
He I      |                            |          |            38740.739706    |  0.000005    |       | 4.2839e+03   | AAA  | [24.41933570]  -  [24.45133927] | 1s.9d  | 3D   | 2     | 1s.10f | 3F*  | 2     |   5 - 5   |    | T8636c73 |             |
