-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |      Observed       |   Unc.    |        Ritz         |   Unc.    |      Rel. |     Aki     | Acc. |           Ei           Ek           |              Lower level              |                Upper level                |  gi   gk  |Type|         TP  |                       Line  |
          |     Wavelength      |    (nm)   |     Wavelength      |    (nm)   |      Int. |   (s^-1)    |      |          (eV)         (eV)          |---------------------------------------|-------------------------------------------|           |    |        Ref. |                       Ref.  |
          |      Air (nm)       |           |      Air (nm)       |           |           |             |      |                                     | Conf.                | Term     | J   | Conf.                | Term     | J       |           |    |             |                             |
Cu II     |          331.62756  |  0.00008  |          331.62752  |  0.00003  |     16000 | 5.6e+07     | D+   |     14.61564135  -      18.3532240  | 3d9.(2D<3/2>).4d     | 2[7/2]   | 4   | 3d9.(2D<3/2>).5f     | 2[9/2]*  | 5       |   9 - 11  |    |       T9697 |                   L869c171  |
Cu II     |          331.65116  |  0.00016  |          331.65129  |  0.00006  |       260 |             |      |     15.06716110  -      18.8044759  | 3d8.(3F).4s.4p.(3P*) | 1F*      | 3   | 3d9.(2D<5/2>).7d     | 2[9/2]   | 4       |   7 - 9   |    |             |                   L869c171  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu II     |          331.71383  |  0.00008  |          331.71386  |  0.00004  |      5500 |             |      |     14.62123567  -      18.3578455  | 3d9.(2D<3/2>).4d     | 2[3/2]   | 1   | 3d9.(2D<3/2>).5f     | 2[5/2]*  | 2       |   3 - 5   |    |             |                   L869c171  |
Cu I      |          331.7218   |  0.0009   |          331.7215   |  0.0007   |       750 |             |      |      5.102380    -       8.838904   | 3d9.(2D).4s.4p.(3P*) | 4F*      | 7/2 | 3d9.4s.(3D).4d       | 4F       | 9/2     |   8 - 10  |    |             |                       L772  |
Cu II     |          331.83147  |  0.00023  |          331.83232  |  0.00012  |        84 |             |      |     14.2279247   -      17.96320072 | 3d8.(3F).4s.4p.(3P*) | 5F*      | 1   | 3d9.(2D<5/2>).7s     | 2[5/2]   | 2       |   3 - 5   |    |             |                   L869c171  |
Cu II     |          331.90203  |  0.00011  |          331.90216  |  0.00006  |       840 |             |      |     14.4287113   -      18.1632014  | 3d8.(3F).4s.4p.(3P*) | 3D*      | 3   | 3d9.(2D<5/2>).6d     | 2[5/2]   | 3       |   7 - 7   |    |             |                   L869c171  |
Cu I      |          331.9682   |  0.0009   |          331.9676   |  0.0008   |       150 |             |      |      5.102380    -       8.836134   | 3d9.(2D).4s.4p.(3P*) | 4F*      | 7/2 | 3d9.4s.(3D).4d       | 4D       | 7/2     |   8 - 8   |    |             |                       L772  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu II     |          332.11137  |  0.00023  |          332.11114  |  0.00007  |       500 |             |      |     15.31909392  -      19.0512341  | 3d9.(2D<3/2>).5p     | 2[3/2]*  | 2   | 3d9.(2D<3/2>).7d     | 2[1/2]   | 1       |   5 - 3   |    |             |                   L869c171  |
Cu II     |          332.15526  |  0.00008  |          332.15528  |  0.00003  |      1400 |             |      |     14.96299725  -      18.6946415  | 3d9.(2D<5/2>).5p     | 2[7/2]*  | 3   | 3d9.(2D<5/2>).8s     | 2[5/2]   | 2       |   7 - 5   |    |             |                   L869c171  |
Cu II     |          332.17168  |  0.00014  |          332.17165  |  0.00008  |       410 |             |      |     14.5348412   -      18.2663016  | 3d9.(2D<3/2>).4d     | 2[1/2]   | 1   | 3d9.(2D<5/2>).7p     | 2[3/2]*  | 2       |   3 - 5   |    |             |                   L869c171  |
Cu II     |          332.26363  |  0.00010  |          332.26351  |  0.00004  |      2000 |             |      |     14.62123567  -      18.3516644  | 3d9.(2D<3/2>).4d     | 2[3/2]   | 1   | 3d9.(2D<3/2>).5f     | 2[3/2]*  | 1       |   3 - 3   |    |             |                   L869c171  |
Cu II     |          332.48295  |  0.00009  |          332.48292  |  0.00007  |      1200 |             |      |     15.21855798  -      18.9465251  | 3d9.(2D<3/2>).5p     | 2[5/2]*  | 2   | 3d9.(2D<3/2>).8s     | 2[3/2]   | 1       |   5 - 3   |    |             |                   L869c171  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu II     |          332.50235  |  0.00013  |          332.50210  |  0.00004  |       720 |             |      |     13.43190338  -      17.1596554  | 3d9.(2D<5/2>).5s     | 2[5/2]   | 2   | 3d9.(2D<5/2>).6p     | 2[7/2]*  | 3       |   5 - 7   |    |             |                   L869c171  |
Cu I      |          332.5812   |  0.0017   |          332.5812   |  0.0017   |         3 |             |      |      3.7858976   -       7.512763   | 3d10.4p              | 2P*      | 1/2 | 3d10.9d              | 2D       | 3/2     |   2 - 4   |    |             |                       L772  |
Cu II     |          332.58187  |  0.00014  |          332.58184  |  0.00004  |      3000 |             |      |     14.62123567  -      18.3480939  | 3d9.(2D<3/2>).4d     | 2[3/2]   | 1   | 3d9.(2D<3/2>).5f     | 2[3/2]*  | 2       |   3 - 5   |    |             |                   L869c171  |
Cu II     |          332.59236  |  0.00013  |          332.59242  |  0.00004  |       400 |             |      |     14.96299725  -      18.6897370  | 3d9.(2D<5/2>).5p     | 2[7/2]*  | 3   | 3d9.(2D<5/2>).8s     | 2[5/2]   | 3       |   7 - 7   |    |             |                   L869c171  |
Cu II     |          332.79129  |  0.00016  |          332.79161  |  0.00006  |       160 |             |      |     14.4287113   -      18.1532205  | 3d8.(3F).4s.4p.(3P*) | 3D*      | 3   | 3d9.(2D<5/2>).6d     | 2[3/2]   | 2       |   7 - 5   |    |             |                   L869c171  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu I      |          332.9636   |  0.0009   |          332.9632   |  0.0006   |       225 |             |      |      5.102380    -       8.824970   | 3d9.(2D).4s.4p.(3P*) | 4F*      | 7/2 | 3d9.4s.(3D).4d       | 4P       | 5/2     |   8 - 6   |    |             |                       L772  |
Cu I      |          333.5215   |  0.0009   |          333.5227   |  0.0012   |       400 |             |      |      5.102380    -       8.818726   | 3d9.(2D).4s.4p.(3P*) | 4F*      | 7/2 | 3d9.4s.(3D).4d       | 2F       | 7/2     |   8 - 8   |    |             |                       L772  |
Cu II     |          333.54075  |  0.00014  |          333.54064  |  0.00004  |       520 |             |      |     15.23365822  -      18.9498036  | 3d9.(2D<3/2>).5p     | 2[1/2]*  | 1   | 3d9.(2D<3/2>).8s     | 2[3/2]   | 2       |   3 - 5   |    |             |                   L869c171  |
Cu II     |          333.75951  |  0.00012  |          333.75942  |  0.00004  |      3000 |             |      |     14.97602748  -      18.6897370  | 3d9.(2D<5/2>).5p     | 2[7/2]*  | 4   | 3d9.(2D<5/2>).8s     | 2[5/2]   | 3       |   9 - 7   |    |             |                   L869c171  |
Cu I      |          333.7845   |  0.0009   |          333.7843   |  0.0003   |      1500 | 3.8e+05     | C+   |      1.388948    -       5.102380   | 3d9.4s2              | 2D       | 5/2 | 3d9.(2D).4s.4p.(3P*) | 4F*      | 7/2     |   6 - 8   |    |       T1343 |                       L772  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu II     |          333.80369  |  0.00014  |          333.803567 |  0.000025 |      9200 |             |      |     14.39211337  -      18.1053318  | 3d9.(2D<5/2>).4d     | 2[5/2]   | 3   | 3d9.(2D<5/2>).5f     | 2[9/2]*  | 4       |   7 - 9   |    |             |                   L869c171  |
Cu II     |          333.86475  |  0.00009  |          333.86475  |  0.00003  |      9900 | 2.7e+07     | D+   |     14.39211337  -      18.1046513  | 3d9.(2D<5/2>).4d     | 2[5/2]   | 3   | 3d9.(2D<5/2>).5f     | 2[7/2]*  | 4       |   7 - 9   |    |       T9697 |                   L869c171  |
Cu II     |          333.89360  |  0.00009  |          333.89355  |  0.00003  |      3600 |             |      |     14.39211337  -      18.1043311  | 3d9.(2D<5/2>).4d     | 2[5/2]   | 3   | 3d9.(2D<5/2>).5f     | 2[7/2]*  | 3       |   7 - 7   |    |             |                   L869c171  |
Cu II     |          333.90850  |  0.00009  |          333.90845  |  0.00004  |      3600 |             |      |     14.65037773  -      18.3624299  | 3d9.(2D<3/2>).4d     | 2[3/2]   | 2   | 3d9.(2D<3/2>).5f     | 2[7/2]*  | 3       |   5 - 7   |    |             |                   L869c171  |
Cu II     |          334.08308  |  0.00013  |          334.08312  |  0.00008  |       720 |             |      |     13.39213290  -      17.1022443  | 3d9.(2D<5/2>).5s     | 2[5/2]   | 3   | 3d8.(1G).4s.4p.(3P*) | 3F*      | 4       |   7 - 9   |    |             |                   L869c171  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu II     |          334.17610  |  0.00013  |          334.17607  |  0.00004  |       570 |             |      |     14.4620078   -      18.1710871  | 3d8.(3F).4s.4p.(3P*) | 3G*      | 3   | 3d9.(2D<5/2>).6d     | 2[7/2]   | 4       |   7 - 9   |    |             |                   L869c171  |
Cu I      |          334.2454   |  0.0021   |          334.2448   |  0.0008   |        5h |             |      |      5.076382    -       8.784698   | 3d9.(2D).4s.4p.(3P*) | 4P*      | 1/2 | 3d9.4s.(3D).4d       | 2P       | 3/2     |   2 - 4   |    |             |                       L772  |
Cu I      |          334.277    |  0.006    |          334.2762   |  0.0013   |        5h |             |      |      5.505682    -       9.213650   | 3d9.(2D).4s.4p.(3P*) | 4D*      | 5/2 | 3d9.4s.(3D).6s       | 4D       | 5/2     |   6 - 6   |    |             |                       L772  |
Cu II     |          334.28004  |  0.00010  |          334.28003  |  0.00004  |       710 |             |      |     14.98671559  -      18.6946415  | 3d9.(2D<5/2>).5p     | 2[5/2]*  | 2   | 3d9.(2D<5/2>).8s     | 2[5/2]   | 2       |   5 - 5   |    |             |                   L869c171  |
Cu II     |          334.29641  |  0.00009  |          334.29640  |  0.00003  |      1800 |             |      |     14.39211337  -      18.0998577  | 3d9.(2D<5/2>).4d     | 2[5/2]   | 3   | 3d9.(2D<5/2>).5f     | 2[5/2]*  | 2       |   7 - 5   |    |             |                   L869c171  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu II     |          334.32140  |  0.00024  |          334.32134  |  0.00004  |       280 |             |      |     14.65037773  -      18.3578455  | 3d9.(2D<3/2>).4d     | 2[3/2]   | 2   | 3d9.(2D<3/2>).5f     | 2[5/2]*  | 2       |   5 - 5   |    |             |                   L869c171  |
Cu II     |          334.37214  |  0.00009  |          334.37215  |  0.00003  |     14000 |             |      |     14.65037773  -      18.3572822  | 3d9.(2D<3/2>).4d     | 2[3/2]   | 2   | 3d9.(2D<3/2>).5f     | 2[5/2]*  | 3       |   5 - 7   |    |             |                   L869c171  |
Cu II     |          334.37515  |  0.00009  |          334.37531  |  0.00003  |     14000 |             |      |     14.39211337  -      18.0989828  | 3d9.(2D<5/2>).4d     | 2[5/2]   | 3   | 3d9.(2D<5/2>).5f     | 2[5/2]*  | 3       |   7 - 7   |    |             |                   L869c171  |
Cu II     |          334.72268  |  0.00018  |          334.72279  |  0.00004  |       140 |             |      |     14.98671559  -      18.6897370  | 3d9.(2D<5/2>).5p     | 2[5/2]*  | 2   | 3d9.(2D<5/2>).8s     | 2[5/2]   | 3       |   5 - 7   |    |             |                   L869c171  |
