-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |      Observed       |   Unc.    |        Ritz         |   Unc.    |            Rel. |     Aki     | Acc. |           Ei           Ek         |         Lower level          |              Upper level               |  gi   gk  |Type|                   TP  |             Line  |
          |     Wavelength      |    (nm)   |     Wavelength      |    (nm)   |            Int. |   (s^-1)    |      |          (eV)         (eV)        |------------------------------|----------------------------------------|           |    |                  Ref. |             Ref.  |
          |      Air (nm)       |           |      Air (nm)       |           |                 |             |      |                                   | Conf.           | Term | J   | Conf.                 | Term    | J    |           |    |                       |                   |
C II      |                     |           |          211.575    |  0.010    |                 | 1.90e+06    | B    |   23.116071      -    28.97428    | 2s.2p.(3P*).3p  | 4P   | 3/2 | 2s.2p.(3P*).6s        | 4P*     | 3/2  |   4 - 4   |    |               T5109LS |                   |
C II      |                     |           |          211.602    |  0.010    |                 | 2.37e+06    | B    |   23.114045      -    28.97150    | 2s.2p.(3P*).3p  | 4P   | 1/2 | 2s.2p.(3P*).6s        | 4P*     | 1/2  |   2 - 2   |    |               T5109LS |                   |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C II      |                     |           |          211.675    |  0.010    |                 | 1.18e+07    | B    |   23.116071      -    28.97150    | 2s.2p.(3P*).3p  | 4P   | 3/2 | 2s.2p.(3P*).6s        | 4P*     | 1/2  |   4 - 2   |    |               T5109LS |                   |
C II      |                     |           |          211.675    |  0.010    |                 | 6.39e+06    | B    |   23.118840      -    28.97428    | 2s.2p.(3P*).3p  | 4P   | 5/2 | 2s.2p.(3P*).6s        | 4P*     | 3/2  |   6 - 4   |    |               T5109LS |                   |
C IV      |                     |           |          212.198    |  0.010    |                 | 1.80e+07    | B    |   55.21866       -   [61.05965]   | 1s2.5s          | 2S   | 1/2 | 1s2.8p                | 2P*     | 3/2  |   2 - 4   |    |               T5118LS |                   |
C IV      |                     |           |          212.206    |  0.010    |                 | 1.80e+07    | B    |   55.21866       -   [61.05945]   | 1s2.5s          | 2S   | 1/2 | 1s2.8p                | 2P*     | 1/2  |   2 - 2   |    |               T5118LS |                   |
C II      |                     |           |          213.7415   |  0.0010   |                 | 3.73e+07    | B    |   16.331740      -    22.130573   | 2s2.3p          | 2P*  | 1/2 | 2s2.5d                | 2D      | 3/2  |   2 - 4   |    |               T5109LS |                   |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C II      |                     |           |          213.7897   |  0.0010   |                 | 4.47e+07    | B    |   16.333123      -    22.130647   | 2s2.3p          | 2P*  | 3/2 | 2s2.5d                | 2D      | 5/2  |   4 - 6   |    |               T5109LS |                   |
C II      |                     |           |          213.7925   |  0.0010   |                 | 7.45e+06    | B    |   16.333123      -    22.130573   | 2s2.3p          | 2P*  | 3/2 | 2s2.5d                | 2D      | 3/2  |   4 - 4   |    |               T5109LS |                   |
C III     |                     |           |          214.3340   |  0.0010   |                 | 4.13e+05    | C+   |   38.213985      -    43.996788   | 1s2.2p.(2P*).3s | 3P*  | 0   | 1s2.2s.6s             | 3S      | 1    |   1 - 3   |    |               T5633LS |                   |
C III     |                     |           |          214.4827   |  0.0010   |                 | 1.24e+06    | B    |   38.217994      -    43.996788   | 1s2.2p.(2P*).3s | 3P*  | 1   | 1s2.2s.6s             | 3S      | 1    |   3 - 3   |    |               T5633LS |                   |
C III     |                     |           |          214.7979   |  0.0010   |                 | 2.05e+06    | B    |   38.226472      -    43.996788   | 1s2.2p.(2P*).3s | 3P*  | 2   | 1s2.2s.6s             | 3S      | 1    |   5 - 3   |    |               T5633LS |                   |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C II      |                     |           |          215.470    |  0.010    |                 | 1.87e+07    | B    |   22.898763      -    28.65109    | 2s.2p.(3P*).3p  | 4S   | 3/2 | 2s.2p.(3P*).5d        | 4P*     | 1/2  |   4 - 2   |    |               T5109LS |                   |
C II      |                     |           |          215.539    |  0.010    |                 | 1.87e+07    | B    |   22.898763      -    28.64924    | 2s.2p.(3P*).3p  | 4S   | 3/2 | 2s.2p.(3P*).5d        | 4P*     | 3/2  |   4 - 4   |    |               T5109LS |                   |
C II      |                     |           |          215.626    |  0.010    |                 | 1.87e+07    | B    |   22.898763      -    28.64691    | 2s.2p.(3P*).3p  | 4S   | 3/2 | 2s.2p.(3P*).5d        | 4P*     | 5/2  |   4 - 6   |    |               T5109LS |                   |
C III     |          216.294    |  0.010    |          216.2926   |  0.0010   |             250 | 8.18e+08    | B    |   34.279505      -    40.009951   | 1s2.2s.3d       | 1D   | 2   | 1s2.2s.4f             | 1F*     | 3    |   5 - 7   |    |                 T5633 |            L1113  |
C II      |                     |           |          217.3850   |  0.0010   |                 | 2.31e+07    | B    |   14.448827      -    20.150478   | 2s2.3s          | 2S   | 1/2 | 2s2.4p                | 2P*     | 3/2  |   2 - 4   |    |               T5109LS |                   |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C II      |                     |           |          217.4166   |  0.0010   |                 | 2.31e+07    | B    |   14.448827      -    20.149650   | 2s2.3s          | 2S   | 1/2 | 2s2.4p                | 2P*     | 1/2  |   2 - 2   |    |               T5109LS |                   |
C III     |                     |           |          217.6955   |  0.0010   |                 | 2.15e+08    | B    |   34.279505      -    39.973026   | 1s2.2s.3d       | 1D   | 2   | 1s2.2s.4p             | 1P*     | 1    |   5 - 3   |    |                 T5633 |                   |
C III     |                     |           |          218.183    |  0.010    |                 | 6.19e+06    | B    |   39.401466      -    45.0823     | 1s2.2s.4p       | 3P*  | 0   | 1s2.2s.7s             | 3S      | 1    |   1 - 3   |    |               T5633LS |                   |
C III     |                     |           |          218.194    |  0.010    |                 | 1.86e+07    | B    |   39.401745      -    45.0823     | 1s2.2s.4p       | 3P*  | 1   | 1s2.2s.7s             | 3S      | 1    |   3 - 3   |    |               T5633LS |                   |
C III     |                     |           |          218.217    |  0.010    |                 | 3.09e+07    | B    |   39.402339      -    45.0823     | 1s2.2s.4p       | 3P*  | 2   | 1s2.2s.7s             | 3S      | 1    |   5 - 3   |    |               T5633LS |                   |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C III     |                     |           |          218.685    |  0.010    |                 | 7.32e+06    | B    |   40.197225      -    45.8650     | 1s2.2s.4d       | 1D   | 2   | 1s2.2s.8p             | 1P*     | 1    |   5 - 3   |    |                 T5633 |                   |
C II      |                     |           |          218.7479   |  0.0010   |                 | 6.76e+06    | B    |   20.919795      -    26.585925   | 2p3             | 2P*  | 1/2 | 2s.2p.(3P*).4p        | 2P      | 3/2  |   2 - 4   |    |               T5109LS |                   |
C II      |                     |           |          218.8378   |  0.0010   |                 | 3.37e+07    | B    |   20.922123      -    26.585925   | 2p3             | 2P*  | 3/2 | 2s.2p.(3P*).4p        | 2P      | 3/2  |   4 - 4   |    |               T5109LS |                   |
C II      |                     |           |          218.8707   |  0.0010   |                 | 2.70e+07    | B    |   20.919795      -    26.582749   | 2p3             | 2P*  | 1/2 | 2s.2p.(3P*).4p        | 2P      | 1/2  |   2 - 2   |    |               T5109LS |                   |
C II      |                     |           |          218.9606   |  0.0010   |                 | 1.35e+07    | B    |   20.922123      -    26.582749   | 2p3             | 2P*  | 3/2 | 2s.2p.(3P*).4p        | 2P      | 1/2  |   4 - 2   |    |               T5109LS |                   |
          |                     |           |                     |           |                 |             |      |                                   |                 |      |     |                       |         |      |           |    |                       |                   |
C II      |                     |           |          219.551    |  0.010    |                 | 9.7e+00     | C    |   11.963699      -    17.60912    | 2s.2p2          | 2S   | 1/2 | 2p3                   | 4S*     | 3/2  |   2 - 4   |    |                 T7194 |                   |
C III     |                     |           |          220.2530   |  0.0010   |                 | 3.40e+07    | B    |   38.648541      -    44.275957   | 1s2.2s.4s       | 1S   | 0   | 1s2.2s.6p             | 1P*     | 1    |   1 - 3   |    |                 T5633 |                   |
C III     |                     |           |          221.289    |  0.010    |                 | 1.36e+06    | B    |   39.640271      -    45.2413     | 1s2.2p.(2P*).3p | 1P   | 1   | 1s2.2s.7p             | 1P*     | 1    |   3 - 3   |    |                 T5633 |                   |
C III     |                     |           |          221.8303   |  0.0010   |                 | 1.85e-02    | C    |   17.042173      -    22.629581   | 1s2.2p2         | 3P   | 1   | 1s2.2p2               | 1S      | 0    |   3 - 1   | M1 |                 T4492 |                   |
