------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |       Observed        |    Unc.    |         Ritz          |     Unc.     |      Rel. |     Aki     | Acc. |           Ei           Ek           |              Lower level               |               Upper level               |  gi   gk  |   Type|                TP  |           Line  |
          |      Wavelength       |    (nm)    |      Wavelength       |     (nm)     |      Int. |   (s^-1)    |      |          (eV)         (eV)          |----------------------------------------|-----------------------------------------|           |       |               Ref. |           Ref.  |
          |       Vac (nm)        |            |       Vac (nm)        |              |           |             |      |                                     | Conf.                 | Term    | J    | Conf.                  | Term    | J    |           |       |                    |                 |
Ar II     |          608.4507     |  0.0008    |          608.45152    |   0.00003    |         2 |             |      |    21.36689104   -     23.404027598 | 3s2.3p4.(1D).3d       | 2D      | 5/2  | 3s2.3p4.(3P).5p        | 4P*     | 5/2  |   6 - 6   |       |                    |         L14821  |
Ar I      |                       |            |          608.5879     |   0.0010     |           | 9.0e+03     |      |    13.15314387   -     15.1898239   | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 1    | 3s2.3p5.(2P*<3/2>).5d  | 2[3/2]* | 1    |   3 - 3   |       |             T1218n |                 |
Ar I      |                       |            |          609.0785     |   0.0010     |           | 3.0e+05     | D    |    13.27303810   -     15.30807770  | 3s2.3p5.(2P*<3/2>).4p | 2[1/2]  | 0    | 3s2.3p5.(2P*<3/2>).6d  | 2[1/2]* | 1    |   1 - 3   |       |             T1218n |                 |
Ar I      |          609.8803     |  0.0010    |          609.8803     |   0.0010     |         7 | 5.2e+05     | D+   |    13.15314387   -     15.18550800  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 1    | 3s2.3p5.(2P*<3/2>).7s  | 2[3/2]* | 1    |   3 - 3   |       |             T1218n |          L2634  |
Ar I      |                       |            |          610.1161     |   0.0010     |           | 3.3e+05     | D+   |    13.32785705   -     15.3594356   | 3s2.3p5.(2P*<1/2>).4p | 2[1/2]  | 1    | 3s2.3p5.(2P*<1/2>).7s  | 2[1/2]* | 1    |   3 - 3   |       |             T1218n |                 |
          |                       |            |                       |              |           |             |      |                                     |                       |         |      |                        |         |      |           |       |                    |                 |
Ar II     |          610.19192    |  0.00007   |          610.19188    |   0.00005    |         4 |             |      |    22.30870487   -     24.34003126  | 3s2.3p4.(1S).3d       | 2D      | 3/2  | 3s2.3p4.(3P<1>).4f     | 2[3]*   | 5/2  |   4 - 6   |       |                    |          L2634  |
Ar II     |          610.2765     |  0.0008    |          610.274973   |   0.000012   |         1 |             |      |    23.162238164  -     25.193287976 | 3s2.3p4.(3P).4d       | 2F      | 7/2  | 3s2.3p4.(1D).5p        | 2F*     | 7/2  |   8 - 8   |       |                    |         L14821  |
Ar II     |          610.35397    |  0.00005   |          610.353914   |   0.000015   |        26 | 1.7e+06     | C    |    17.94175110   -     19.972538226 | 3s2.3p4.(3P).3d       | 2P      | 1/2  | 3s2.3p4.(3P).4p        | 2S*     | 1/2  |   2 - 2   |       |               T926 |         L11520  |
Ar I      |                       |            |          610.4590     |   0.0010     |           | 3.4e+05     | D    |    13.32785705   -     15.3582946   | 3s2.3p5.(2P*<1/2>).4p | 2[1/2]  | 1    | 3s2.3p5.(2P*<1/2>).7s  | 2[1/2]* | 0    |   3 - 1   |       |             T1218n |                 |
Ar I      |          610.5635     |  0.0010    |          610.5635     |   0.0010     |        10 | 1.21e+06    | C    |    13.28263902   -     15.31272913  | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 1    | 3s2.3p5.(2P*<1/2>).5d  | 2[5/2]* | 2    |   3 - 5   |       |             T1218n |          L2634  |
          |                       |            |                       |              |           |             |      |                                     |                       |         |      |                        |         |      |           |       |                    |                 |
Ar II     |          610.832      |  0.002     |          610.83261    |   0.00006    |        0? |             |      |    23.87401512   -     25.90321077  | 3s2.3p4.(3P).4d       | 2D      | 5/2  | 3s2.3p4.(1D<2>).4f     | 2[2]*   | 3/2  |   6 - 4   |       |                    |         L14821  |
Ar II     |          610.915      |  0.002     |          610.91548    |   0.00006    |        2p |             |      |    23.87401512   -     25.90293551  | 3s2.3p4.(3P).4d       | 2D      | 5/2  | 3s2.3p4.(1D<2>).4f     | 2[2]*   | 5/2  |   6 - 6   |       |                    |         L14821  |
Ar II     |          611.1742     |  0.0008    |          611.1744     |   0.0003     |         2 |             |      |    23.87401512   -     25.9020761   | 3s2.3p4.(3P).4d       | 2D      | 5/2  | 3s2.3p4.(3P<2>).7p     | 2[2]*   | 5/2  |   6 - 6   |       |                    |         L14821  |
Ar I      |                       |            |          611.3466     |   0.0010     |           | 4.7e+04     | D+   |    13.15314387   -     15.18063359  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 1    | 3s2.3p5.(2P*<3/2>).7s  | 2[3/2]* | 2    |   3 - 5   |       |             T1218n |                 |
Ar II     |          611.49232    |  0.00001   |          611.492319   |   0.000015   |       537 | 2.00e+07    | B+   |    19.11606897   -     21.143075448 | 3s2.3p4.(1D).3d       | 2G      | 9/2  | 3s2.3p4.(1D).4p        | 2F*     | 7/2  |  10 - 8   |       |             T1386n |         L11520  |
          |                       |            |                       |              |           |             |      |                                     |                       |         |      |                        |         |      |           |       |                    |                 |
Ar II     |          611.8724     |  0.0008    |          611.872214   |   0.000015   |         4 | 1.e+05      | E    |    17.94175110   -     19.96749907  | 3s2.3p4.(3P).3d       | 2P      | 1/2  | 3s2.3p4.(3P).4p        | 4S*     | 3/2  |   2 - 4   |       |               T926 |         L14821  |
Ar I      |                       |            |          611.9656     |   0.0010     |           | 5.1e+04     | D+   |    13.28263902   -     15.30807770  | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 1    | 3s2.3p5.(2P*<3/2>).6d  | 2[1/2]* | 1    |   3 - 3   |       |             T1218n |                 |
Ar II     |          612.00936    |  0.00007   |          612.009384   |   0.000019   |         6 |             |      |    17.77579262   -     19.801086565 | 3s2.3p4.(3P).3d       | 4F      | 3/2  | 3s2.3p4.(3P).4p        | 2P*     | 1/2  |   4 - 2   |       |                    |          L2634  |
Ar I      |                       |            |          612.1879     |   0.0010     |           | 1.3e+04     | D    |    13.32785705   -     15.3525603   | 3s2.3p5.(2P*<1/2>).4p | 2[1/2]  | 1    | 3s2.3p5.(2P*<3/2>).6d  | 2[5/2]* | 2    |   3 - 5   |       |             T1164n |                 |
Ar II     |          612.33609    |  0.00006   |          612.336163   |   0.000015   |        20 | 9.e+05      | C+   |    19.11886231   -     21.143075448 | 3s2.3p4.(1D).3d       | 2G      | 7/2  | 3s2.3p4.(1D).4p        | 2F*     | 7/2  |   8 - 8   |       |               T926 |         L11520  |
          |                       |            |                       |              |           |             |      |                                     |                       |         |      |                        |         |      |           |       |                    |                 |
Ar II     |          612.4571     |  0.0008    |          612.45831    |   0.00006    |         3 |             |      |    21.62407061   -     23.64788005  | 3s2.3p4.(1D).3d       | 2P      | 3/2  | 3s2.3p4.(3P).5p        | 4D*     | 1/2  |   4 - 2   |       |                    |         L14821  |
Ar I      |                       |            |          612.7416     |   0.0010     |           | 1.1e+05     | D+   |    13.09487256   -     15.11774638  | 3s2.3p5.(2P*<3/2>).4p | 2[5/2]  | 2    | 3s2.3p5.(2P*<3/2>).5d  | 2[1/2]* | 1    |   5 - 3   |       |             T1218n |                 |
Ar I      |                       |            |          612.8724     |   0.0010     |           | 8.6e+04     | D    |    13.32785705   -     15.3502992   | 3s2.3p5.(2P*<1/2>).4p | 2[1/2]  | 1    | 3s2.3p5.(2P*<3/2>).6d  | 2[3/2]* | 2    |   3 - 5   |       |             T1164n |                 |
Ar V      |                       |            |          613.378      |   0.010      |           | 4.9e-05     | D    |     0.0000000    -      2.020776    | 3s2.3p2               | 3P      | 0    | 3s2.3p2                | 1D      | 2    |   1 - 5   | E2    |               T761 |                 |
Ar II     |          613.483      |  0.002     |          613.483796   |   0.000015   |       0h? |             |      |    23.08230349   -     25.102730005 | 3s2.3p4.(3P).4d       | 4P      | 1/2  | 3s2.3p4.(3P).6p        | 4D*     | 3/2  |   2 - 4   |       |                    |         L14821  |
          |                       |            |                       |              |           |             |      |                                     |                       |         |      |                        |         |      |           |       |                    |                 |
Ar II     |          613.86551    |  0.00005   |          613.865544   |   0.000015   |        28 | 1.2e+06     | B    |    17.74309101   -     19.762261075 | 3s2.3p4.(3P).3d       | 4F      | 5/2  | 3s2.3p4.(3P).4p        | 2D*     | 3/2  |   6 - 4   |       |               T926 |         L11520  |
Ar II     |          614.2615     |  0.0008    |          614.261098   |   0.000023   |         2 |             |      |    23.80181442   -     25.81968425  | 3s2.3p4.(1S).4p       | 2P*     | 3/2  | 3s2.3p4.(3P).7s        | 2P      | 3/2  |   4 - 4   |       |                    |         L14821  |
Ar I      |          614.5441     |  0.0010    |          614.5441     |   0.0010     |        10 | 7.6e+05     | C    |    13.30222747   -     15.31916801  | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 2    | 3s2.3p5.(2P*<1/2>).5d  | 2[5/2]* | 3    |   5 - 7   |       |             T1218n |          L2634  |
Ar II     |          614.646      |  0.002     |          614.648409   |   0.000015   |         0 |             |      |    23.682522355  -     25.69912067  | 3s2.3p4.(3P).5p       | 2D*     | 3/2  | 3s2.3p4.(3P).7s        | 4P      | 3/2  |   4 - 4   |       |                    |         L14821  |
Ar I      |                       |            |          615.5238     |   0.0010     |           | 5.1e+05     | D    |    13.17177770   -     15.18550800  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2    | 3s2.3p5.(2P*<3/2>).7s  | 2[3/2]* | 1    |   5 - 3   |       |             T1218n |                 |
          |                       |            |                       |              |           |             |      |                                     |                       |         |      |                        |         |      |           |       |                    |                 |
Ar I      |                       |            |          616.5123     |   0.0010     |           | 9.89e+04    | C    |    13.30222747   -     15.31272913  | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 2    | 3s2.3p5.(2P*<1/2>).5d  | 2[5/2]* | 2    |   5 - 5   |       |             T1218n |                 |
Ar II     |          616.67835    |  0.00008   |          616.67821    |   0.00010    |         4 |             |      |    23.89325004   -     25.90321077  | 3s2.3p4.(3P).4d       | 2D      | 3/2  | 3s2.3p4.(1D<2>).4f     | 2[2]*   | 3/2  |   4 - 4   |       |                    |          L2634  |
Ar II     |          616.76273    |  0.00008   |          616.76267    |   0.00010    |         4 |             |      |    23.89325004   -     25.90293551  | 3s2.3p4.(3P).4d       | 2D      | 3/2  | 3s2.3p4.(1D<2>).4f     | 2[2]*   | 5/2  |   4 - 6   |       |                    |          L2634  |
Ar I      |          617.0174     |  0.0010    |          617.0174     |   0.0010     |         7 | 5.0e+05     | C    |    13.17177770   -     15.18063359  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2    | 3s2.3p5.(2P*<3/2>).7s  | 2[3/2]* | 2    |   5 - 5   |       |             T1218n |          L2634  |
Ar II     |          617.22775    |  0.00001   |          617.227751   |   0.000016   |       407 | 2.00e+07    | A    |    19.11886231   -     21.127033505 | 3s2.3p4.(1D).3d       | 2G      | 7/2  | 3s2.3p4.(1D).4p        | 2F*     | 5/2  |   8 - 6   |       |               T926 |         L11520  |
          |                       |            |                       |              |           |             |      |                                     |                       |         |      |                        |         |      |           |       |                    |                 |
Ar I      |          617.3096     |  0.0010    |          617.3096     |   0.0010     |        10 | 6.7e+05     | C    |    13.15314387   -     15.1610486   | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 1    | 3s2.3p5.(2P*<3/2>).5d  | 2[5/2]* | 2    |   3 - 5   |       |             T1218n |          L2634  |
Ar II     |          617.4378     |  0.0008    |          617.44040    |   0.00007    |         3 |             |      |    21.67504277   -     23.682522355 | 3s2.3p4.(1D).3d       | 2P      | 1/2  | 3s2.3p4.(3P).5p        | 2D*     | 3/2  |   2 - 4   |       |                    |         L14821  |
Ar I      |                       |            |          617.9419     |   0.0010     |           | 6.6e+04     | D    |    13.30222747   -     15.30807770  | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 2    | 3s2.3p5.(2P*<3/2>).6d  | 2[1/2]* | 1    |   5 - 3   |       |             T1218n |                 |
Ar II     |          618.3024     |  0.0008    |          618.30237    |   0.00004    |         2 |             |      |    23.54889313   -     25.55357413  | 3s2.3p4.(3P).4d       | 2P      | 1/2  | 3s2.3p4.(3P<1>).5f     | 2[2]*   | 3/2  |   2 - 4   |       |                    |         L14821  |
Ar II     |          618.71350    |  0.00008   |          618.71348    |   0.00005    |         9 |             |      |    22.30870487   -     24.31205385  | 3s2.3p4.(1S).3d       | 2D      | 3/2  | 3s2.3p4.(3P<1>).4f     | 2[2]*   | 5/2  |   4 - 6   |       |                    |          L2634  |
          |                       |            |                       |              |           |             |      |                                     |                       |         |      |                        |         |      |           |       |                    |                 |
Ar II     |          619.2301     |  0.0008    |          619.22958    |   0.00006    |         2 |             |      |    22.30870487   -     24.31038415  | 3s2.3p4.(1S).3d       | 2D      | 3/2  | 3s2.3p4.(3P<1>).4f     | 2[2]*   | 3/2  |   4 - 4   |       |                    |         L14821  |
Ar II     |          620.11002    |  0.00008   |          620.10994    |   0.00007    |         9 |             |      |    21.67504277   -     23.67388033  | 3s2.3p4.(1D).3d       | 2P      | 1/2  | 3s2.3p4.(3P).5p        | 2S*     | 1/2  |   2 - 2   |       |                    |          L2634  |
Ar II     |          620.6463     |  0.0008    |          620.645824   |   0.000016   |         1 |             |      |    23.702008951  -     25.69912067  | 3s2.3p4.(3P).5p       | 4S*     | 3/2  | 3s2.3p4.(3P).7s        | 4P      | 3/2  |   4 - 4   |       |                    |         L14821  |
Ar II     |          620.8935     |  0.0008    |          620.89316    |   0.00006    |         2 |             |      |    21.62407061   -     23.620386781 | 3s2.3p4.(1D).3d       | 2P      | 3/2  | 3s2.3p4.(3P).5p        | 2D*     | 5/2  |   4 - 6   |       |                    |         L14821  |
Ar II     |          621.0420     |  0.0008    |          621.04183    |   0.00006    |         1 |             |      |    21.62407061   -     23.619908872 | 3s2.3p4.(1D).3d       | 2P      | 3/2  | 3s2.3p4.(3P).5p        | 2P*     | 3/2  |   4 - 4   |       |                    |         L14821  |
          |                       |            |                       |              |           |             |      |                                     |                       |         |      |                        |         |      |           |       |                    |                 |
Ar II     |                       |            |          621.224738   |   0.000010   |           | 2.1e+03     | E    |    17.265833524  -     19.261084163 | 3s2.3p4.(3P).4s       | 2P      | 1/2  | 3s2.3p4.(3P).4p        | 4P*     | 3/2  |   2 - 4   |       |              T997n |                 |
Ar I      |          621.2503     |  0.0010    |          621.2503     |   0.0010     |        10 | 3.9e+05     | D+   |    13.17177770   -     15.1669463   | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2    | 3s2.3p5.(2P*<3/2>).5d  | 2[5/2]* | 3    |   5 - 7   |       |             T1218n |          L2634  |
Ar I      |          621.5938     |  0.0010    |          621.5939     |   0.0010     |         5 | 5.7e+05     | D+   |    13.30222747   -     15.29629325  | 3s2.3p5.(2P*<1/2>).4p | 2[3/2]  | 2    | 3s2.3p5.(2P*<1/2>).5d  | 2[3/2]* | 2    |   5 - 5   |       |             T1218n |          L2634  |
Ar I      |                       |            |          623.0921     |   0.0010     |           | 1.2e+04     | D    |    13.17177770   -     15.1610486   | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2    | 3s2.3p5.(2P*<3/2>).5d  | 2[5/2]* | 2    |   5 - 5   |       |             T1164n |                 |
Ar II     |          623.2892     |  0.0008    |          623.28888    |   0.00003    |         2 |             |      |    23.63042494   -     25.61906799  | 3s2.3p4.(3P).4d       | 2P      | 3/2  | 3s2.3p4.(3P<0>).5f     | 2[3]*   | 5/2  |   4 - 6   |       |                    |         L14821  |
          |                       |            |                       |              |           |             |      |                                     |                       |         |      |                        |         |      |           |       |                    |                 |
Ar II     |          623.457      |  0.002     |          623.45229    |   0.00003    |        1p |             |      |    23.87401512   -     25.86213691  | 3s2.3p4.(3P).4d       | 2D      | 5/2  | 3s2.3p4.(1D<2>).4f     | 2[1]*   | 3/2  |   6 - 4   |       |                    |         L14821  |
Ar II     |          623.97120    |  0.00008   |          623.971198   |   0.000020   |         8 | 2.e+05      | D    |    17.77579262   -     19.762261075 | 3s2.3p4.(3P).3d       | 4F      | 3/2  | 3s2.3p4.(3P).4p        | 2D*     | 3/2  |   4 - 4   |       |               T926 |          L2634  |
Ar II     |          624.31199    |  0.00001   |          624.311983   |   0.000016   |        89 | 3.0e+06     | B    |    17.69466481   -     19.680048951 | 3s2.3p4.(3P).3d       | 4F      | 7/2  | 3s2.3p4.(3P).4p        | 2D*     | 5/2  |   8 - 6   |       |               T926 |         L11520  |
Ar I      |                       |            |          624.3390     |   0.0010     |           | 1.3e+05     | D    |    13.32785705   -     15.3131553   | 3s2.3p5.(2P*<1/2>).4p | 2[1/2]  | 1    | 3s2.3p5.(2P*<3/2>).6d  | 2[1/2]* | 0    |   3 - 1   |       |             T1218n |                 |
Ar I      |                       |            |          624.4730     |   0.0010     |           | 2.0e+04     | D    |    13.32785705   -     15.31272913  | 3s2.3p5.(2P*<1/2>).4p | 2[1/2]  | 1    | 3s2.3p5.(2P*<1/2>).5d  | 2[5/2]* | 2    |   3 - 5   |       |             T1218n |                 |
          |                       |            |                       |              |           |             |      |                                     |                       |         |      |                        |         |      |           |       |                    |                 |
Ar I      |                       |            |          624.8406     |   0.0010     |           | 6.8e+04     | D    |    13.15314387   -     15.13684847  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 1    | 3s2.3p5.(2P*<3/2>).5d  | 2[3/2]* | 2    |   3 - 5   |       |             T1218n |                 |
Ar II     |          624.9975     |  0.0008    |          624.99859    |   0.00003    |         1 |             |      |    23.84631466   -     25.82951773  | 3s2.3p4.(1S).4p       | 2P*     | 1/2  | 3s2.3p4.(3P).7s        | 4P      | 1/2  |   2 - 2   |       |                    |         L14821  |
Ar II     |          627.315      |  0.002     |          627.31452    |   0.00006    |        0h |             |      |    21.42814610   -     23.404027598 | 3s2.3p4.(1D).3d       | 2D      | 3/2  | 3s2.3p4.(3P).5p        | 4P*     | 5/2  |   4 - 6   |       |                    |         L14821  |
Ar II     |          627.7425     |  0.0008    |          627.742657   |   0.000016   |         2 |             |      |    23.702008951  -     25.67654286  | 3s2.3p4.(3P).5p       | 4S*     | 3/2  | 3s2.3p4.(3P).7s        | 4P      | 5/2  |   4 - 6   |       |                    |         L14821  |
Ar I      |                       |            |          627.8645     |   0.0010     |           | 2.0e+04     | D    |    13.17177770   -     15.14592830  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2    | 3s2.3p5.(2P*<3/2>).5d  | 2[7/2]* | 3    |   5 - 7   |       |             T1218n |                 |
          |                       |            |                       |              |           |             |      |                                     |                       |         |      |                        |         |      |           |       |                    |                 |
Ar II     |          628.112      |  0.002     |          628.113036   |   0.000020   |         0 |             |      |    23.84631466   -     25.81968425  | 3s2.3p4.(1S).4p       | 2P*     | 1/2  | 3s2.3p4.(3P).7s        | 2P      | 3/2  |   2 - 4   |       |                    |         L14821  |
Ar II     |          628.2823     |  0.0008    |          628.28252    |   0.00007    |         1 |             |      |    21.67504277   -     23.64788005  | 3s2.3p4.(1D).3d       | 2P      | 1/2  | 3s2.3p4.(3P).5p        | 4D*     | 1/2  |   2 - 2   |       |                    |         L14821  |
Ar II     |          629.450      |  0.002     |          629.44964    |   0.00008    |       0.5 |             |      |    24.34003126   -     26.30921053  | 3s2.3p4.(3P<1>).4f    | 2[3]*   | 5/2  | 3s2.3p4.(3P<0>).6g     | 2[4]    | 7/2  |   6 - 8   |       |                    |         L14821  |
Ar II     |          629.5446     |  0.0008    |          629.54312    |   0.00008    |         2 |             |      |    23.89325004   -     25.86213691  | 3s2.3p4.(3P).4d       | 2D      | 3/2  | 3s2.3p4.(1D<2>).4f     | 2[1]*   | 3/2  |   4 - 4   |       |                    |         L14821  |
Ar I      |          629.6872     |  0.0010    |          629.6873     |   0.0010     |         7 | 9.0e+05     | D+   |    13.32785705   -     15.29629325  | 3s2.3p5.(2P*<1/2>).4p | 2[1/2]  | 1    | 3s2.3p5.(2P*<1/2>).5d  | 2[3/2]* | 2    |   3 - 5   |       |             T1218n |          L2634  |
          |                       |            |                       |              |           |             |      |                                     |                       |         |      |                        |         |      |           |       |                    |                 |
Ar I      |          630.7657     |  0.0010    |          630.7657     |   0.0010     |        15 | 6.0e+05     | D+   |    13.17177770   -     15.13684847  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2    | 3s2.3p5.(2P*<3/2>).5d  | 2[3/2]* | 2    |   5 - 5   |       |             T1218n |          L2634  |
Ar I      |                       |            |          630.9160     |   0.0010     |           | 7.6e+04     | D    |    13.15314387   -     15.11774638  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 1    | 3s2.3p5.(2P*<3/2>).5d  | 2[1/2]* | 1    |   3 - 3   |       |             T1218n |                 |
Ar II     |          631.540      |  0.002     |          631.54070    |   0.00016    |         1 |             |      |    24.15215486   -     26.1148142   | 3s2.3p4.(3P<2>).4f    | 2[4]*   | 9/2  | 3s2.3p4.(3P<2>).6g     | 2[3]    | 7/2  |  10 - 8   |       |                    |         L14821  |
Ar II     |          632.3735     |  0.0008    |          632.37174    |   0.00012    |         3 |             |      |    24.15215486   -     26.1122349   | 3s2.3p4.(3P<2>).4f    | 2[4]*   | 9/2  | 3s2.3p4.(3P<2>).6g     | 2[4]    | 9/2  |  10 - 10  |       |                    |         L14821  |
Ar II     |          632.416      |  0.002     |          632.41631    |   0.00016    |       1p* |             |      |    24.15487223   -     26.1148142   | 3s2.3p4.(3P<2>).4f    | 2[4]*   | 7/2  | 3s2.3p4.(3P<2>).6g     | 2[3]    | 7/2  |   8 - 8   |       |                    |         L14821  |
          |                       |            |                       |              |           |             |      |                                     |                       |         |      |                        |         |      |           |       |                    |                 |
Ar II     |          632.416      |  0.002     |          632.41887    |   0.00008    |       1p* |             |      |    24.15487223   -     26.11480622  | 3s2.3p4.(3P<2>).4f    | 2[4]*   | 7/2  | 3s2.3p4.(3P<2>).6g     | 2[3]    | 5/2  |   8 - 6   |       |                    |         L14821  |
Ar II     |          632.44151    |  0.00012   |          632.44176    |   0.00005    |        12 |             |      |    24.15215486   -     26.11201792  | 3s2.3p4.(3P<2>).4f    | 2[4]*   | 9/2  | 3s2.3p4.(3P<2>).6g     | 2[5]    | 11/2 |  10 - 12  |       |                    |         L11520  |
Ar II     |          632.6117     |  0.0008    |          632.6117     |   0.0008     |        2* |             |      |    25.88831364   -     27.8476503   | 3s2.3p4.(1D<2>).4f    | 2[5]*   | 11/2 | 3s2.3p4.(1D<2>).6g     | 2[6]    | 13/2 |  12 - 14  |       |                    |         L14821  |
Ar II     |          632.6117     |  0.0008    |          632.6117     |   0.0008     |        2* |             |      |    25.88831410   -     27.8476507   | 3s2.3p4.(1D<2>).4f    | 2[5]*   | 9/2  | 3s2.3p4.(1D<2>).6g     | 2[6]    | 11/2 |  10 - 12  |       |                    |         L14821  |
Ar II     |          632.8474     |  0.0008    |          632.84661    |   0.00016    |         1 |             |      |    24.15972864   -     26.1183379   | 3s2.3p4.(3P<2>).4f    | 2[3]*   | 5/2  | 3s2.3p4.(3P<2>).6g     | 2[2]    | 3/2  |   6 - 4   |       |                    |         L14821  |
          |                       |            |                       |              |           |             |      |                                     |                       |         |      |                        |         |      |           |       |                    |                 |
Ar II     |          633.2499     |  0.0008    |          633.24966    |   0.00012    |         5 |             |      |    24.15487223   -     26.1122349   | 3s2.3p4.(3P<2>).4f    | 2[4]*   | 7/2  | 3s2.3p4.(3P<2>).6g     | 2[4]    | 9/2  |   8 - 10  |       |                    |         L14821  |
Ar II     |          633.2832     |  0.0008    |          633.28495    |   0.00006    |         1 |             |      |    21.62407061   -     23.58132422  | 3s2.3p4.(1D).3d       | 2P      | 3/2  | 3s2.3p4.(3P).5p        | 2P*     | 1/2  |   4 - 2   |       |                    |         L14821  |
Ar II     |          633.3147     |  0.0002    |          633.31468    |   0.00006    |         6 |             |      |    24.15487223   -     26.11203395  | 3s2.3p4.(3P<2>).4f    | 2[4]*   | 7/2  | 3s2.3p4.(3P<2>).6g     | 2[5]    | 9/2  |   8 - 10  |       |                    |         L11520  |
Ar II     |          633.713      |  0.002     |          633.71341    |   0.00006    |         0 |             |      |    24.16242396   -     26.11835425  | 3s2.3p4.(3P<2>).4f    | 2[3]*   | 7/2  | 3s2.3p4.(3P<2>).6g     | 2[2]    | 5/2  |   8 - 6   |       |                    |         L14821  |
Ar II     |          633.9897     |  0.0008    |          633.98981    |   0.00008    |         3 |             |      |    24.15972864   -     26.11480622  | 3s2.3p4.(3P<2>).4f    | 2[3]*   | 5/2  | 3s2.3p4.(3P<2>).6g     | 2[3]    | 5/2  |   6 - 6   |       |                    |         L14821  |
          |                       |            |                       |              |           |             |      |                                     |                       |         |      |                        |         |      |           |       |                    |                 |
Ar II     |          634.82272    |  0.00019   |          634.82281    |   0.00004    |         7 |             |      |    24.15972864   -     26.11224084  | 3s2.3p4.(3P<2>).4f    | 2[3]*   | 5/2  | 3s2.3p4.(3P<2>).6g     | 2[4]    | 7/2  |   6 - 8   |       |                    |         L11520  |
Ar II     |          634.8601     |  0.0008    |          634.86248    |   0.00016    |         2 |             |      |    24.16242396   -     26.1148142   | 3s2.3p4.(3P<2>).4f    | 2[3]*   | 7/2  | 3s2.3p4.(3P<2>).6g     | 2[3]    | 7/2  |   8 - 8   |       |                    |         L14821  |
Ar II     |          635.7025     |  0.0003    |          635.70229    |   0.00012    |         7 |             |      |    24.16242396   -     26.1122349   | 3s2.3p4.(3P<2>).4f    | 2[3]*   | 7/2  | 3s2.3p4.(3P<2>).6g     | 2[4]    | 9/2  |   8 - 10  |       |                    |         L11520  |
Ar II     |          635.76776    |  0.00008   |          635.76782    |   0.00006    |         8 |             |      |    24.16242396   -     26.11203395  | 3s2.3p4.(3P<2>).4f    | 2[3]*   | 7/2  | 3s2.3p4.(3P<2>).6g     | 2[5]    | 9/2  |   8 - 10  |       |                    |          L2634  |
Ar I      |                       |            |          636.4894     |   0.0010     |           | 5.6e+05     | D+   |    13.15314387   -     15.10054371  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 1    | 3s2.3p5.(2P*<3/2>).5d  | 2[1/2]* | 0    |   3 - 1   |       |             T1218n |                 |
          |                       |            |                       |              |           |             |      |                                     |                       |         |      |                        |         |      |           |       |                    |                 |
Ar II     |          636.5440     |  0.0008    |          636.54546    |   0.00004    |         1 |             |      |    22.26659804   -     24.21382629  | 3s2.3p4.(1S).3d       | 2D      | 5/2  | 3s2.3p4.(3P<2>).4f     | 2[1]*   | 3/2  |   6 - 4   |       |                    |         L14821  |
Ar II     |          636.9128     |  0.0008    |          636.91233    |   0.00006    |         2 |             |      |    21.62407061   -     23.570177223 | 3s2.3p4.(1D).3d       | 2P      | 3/2  | 3s2.3p4.(3P).5p        | 4D*     | 3/2  |   4 - 4   |       |                    |         L14821  |
Ar I      |          636.9575     |  0.0010    |          636.9575     |   0.0010     |         7 | 4.2e+05     | D+   |    13.17177770   -     15.11774638  | 3s2.3p5.(2P*<3/2>).4p | 2[3/2]  | 2    | 3s2.3p5.(2P*<3/2>).5d  | 2[1/2]* | 1    |   5 - 3   |       |             T1218n |          L2634  |
Ar II     |          637.319      |  0.002     |          637.31859    |   0.00007    |         0 |             |      |    21.67504277   -     23.619908872 | 3s2.3p4.(1D).3d       | 2P      | 1/2  | 3s2.3p4.(3P).5p        | 2P*     | 3/2  |   2 - 4   |       |                    |         L14821  |
